Date,VH,Team,Final,ML
1025,H,PHI,104,140
1025,V,DEN,93,-140
1025,H,CHA,110,120
1025,V,CLE,107,-340
1025,H,BKN,112,270
1025,V,SA,117,-150
1025,H,MIA,100,130
1025,V,IND,96,650
1025,H,OKC,114,-1000
1025,V,MEM,94,-160
1025,H,DAL,103,140
1025,V,UTA,88,-330
1025,H,PHO,97,260
1025,V,WAS,99,-220
1025,H,LAL,102,180
1025,V,TOR,112,700
1025,H,GS,117,-1100
1026,V,DAL,91,270
1026,H,MEM,96,-340
1026,V,BOS,96,160
1026,H,MIL,89,-190
1026,V,ATL,86,110
1026,H,CHI,91,-130
1026,V,LAC,104,120
1026,H,POR,103,-140
1026,V,NO,114,100
1026,H,SAC,106,-120
1027,V,SA,87,-240
1027,H,ORL,114,190
1027,V,HOU,109,-140
1027,H,CHA,93,120
1027,V,BKN,86,115
1027,H,NY,107,-135
1027,V,DEN,105,-280
1027,H,ATL,100,230
1027,V,OKC,116,-125
1027,H,MIN,119,105
1027,V,TOR,101,-240
1027,H,LAL,92,190
1027,V,WAS,117,600
1027,H,GS,120,-900
1028,V,CLE,101,-135
1028,H,NO,123,115
1028,V,HOU,89,115
1028,H,MEM,103,-135
1028,V,BOS,96,-115
1028,H,MIA,90,-105
1028,V,OKC,101,-400
1028,H,CHI,69,300
1028,V,PHI,112,-110
1028,H,DAL,110,-110
1028,V,LAL,81,425
1028,H,UTA,96,-600
1028,V,PHO,107,600
1028,H,POR,114,-900
1028,V,DET,95,290
1028,H,LAC,87,-380
1029,V,MIL,117,-240
1029,H,ATL,106,199
1029,V,SA,94,-250
1029,H,IND,97,207
1029,V,ORL,113,148
1029,H,CHA,120,-170
1029,V,WAS,110,-315
1029,H,SAC,83,256
1029,V,DEN,124,-215
1029,H,BKN,111,180
1029,V,NY,114,451
1029,H,CLE,95,-606
1029,V,DET,115,912
1029,H,GS,107,-1600
1030,V,SA,94,151
1030,H,BOS,108,-175
1030,V,DEN,110,-195
1030,H,NY,116,166
1030,V,MIN,125,-149
1030,H,MIA,122,128
1030,V,CHA,104,180
1030,H,MEM,99,-215
1030,V,ORL,115,263
1030,H,NO,99,-325
1030,V,PHI,115,237
1030,H,HOU,107,-290
1030,V,DAL,89,292
1030,H,UTA,104,-365
1030,V,TOR,99,150
1030,H,POR,85,-174
1030,V,GS,141,-275
1030,H,LAC,113,226
1031,V,SAC,83,207
1031,H,IND,101,-250
1031,V,PHO,122,163
1031,H,BKN,114,-190
1031,V,OKC,110,-140
1031,H,MIL,91,120
1031,V,DET,93,-152
1031,H,LAL,113,132
1101,V,PHO,122,525
1101,H,WAS,116,-750
1101,V,MIL,121,145
1101,H,CHA,126,-170
1101,V,ATL,109,260
1101,H,PHI,119,-330
1101,V,IND,124,400
1101,H,CLE,107,-550
1101,V,SAC,86,600
1101,H,BOS,113,-900
1101,V,CHI,91,375
1101,H,MIA,97,-500
1101,V,ORL,101,125
1101,H,MEM,99,-145
1101,V,HOU,119,-250
1101,H,NY,97,200
1101,V,MIN,104,115
1101,H,NO,98,-135
1101,V,TOR,111,105
1101,H,DEN,129,-125
1101,V,POR,103,145
1101,H,UTA,112,-170
1101,V,DAL,98,425
1101,H,LAC,119,-600
1102,V,GS,112,-350
1102,H,SA,92,275
1102,V,LAL,110,190
1102,H,POR,113,-240
1103,V,CLE,130,135
1103,H,WAS,122,-155
1103,V,CHI,105,275
1103,H,ORL,83,-350
1103,V,MIL,96,100
1103,H,DET,105,-120
1103,V,IND,110,170
1103,H,PHI,121,-200
1103,V,HOU,119,-420
1103,H,ATL,104,320
1103,V,PHO,107,160
1103,H,NY,120,-190
1103,V,CHA,101,165
1103,H,SA,108,-195
1103,V,NO,99,-200
1103,H,DAL,94,170
1103,V,TOR,109,110
1103,H,UTA,100,-130
1103,V,MIA,94,190
1103,H,DEN,95,-240
1103,V,BOS,101,210
1103,H,OKC,94,-260
1103,V,BKN,112,135
1103,H,LAL,124,-155
1104,V,MEM,113,180
1104,H,LAC,104,-220
1104,V,SAC,99,325
1104,H,DET,108,-425
1104,V,NO,96,-220
1104,H,CHI,90,180
1104,V,DAL,99,600
1104,H,MIN,112,-900
1104,V,GS,127,-430
1104,H,DEN,108,330
1105,V,ATL,117,650
1105,H,CLE,115,-1000
1105,V,MIA,104,190
1105,H,LAC,101,-240
1105,V,WAS,107,220
1105,H,TOR,96,-270
1105,V,BOS,104,-155
1105,H,ORL,88,135
1105,V,UTA,110,200
1105,H,HOU,137,-250
1105,V,PHO,95,425
1105,H,SA,112,-600
1105,V,IND,101,-110
1105,H,NY,108,-110
1105,V,CHA,94,160
1105,H,MIN,112,-190
1105,V,OKC,99,-155
1105,H,POR,103,135
1105,V,MEM,102,-140
1105,H,LAL,107,120
1106,V,BOS,110,-350
1106,H,ATL,107,275
1106,V,BKN,98,-110
1106,H,PHO,92,-110
1106,V,MIA,80,950
1106,H,GS,97,-1800
1107,V,MIL,119,180
1107,H,CLE,124,-220
1107,V,DAL,113,425
1107,H,WAS,99,-600
1107,V,NO,117,-120
1107,H,IND,112,100
1107,V,CHI,114,575
1107,H,TOR,119,-850
1107,V,CHA,113,-135
1107,H,NY,118,115
1107,V,LAC,107,155
1107,H,SA,120,-185
1107,V,PHI,104,215
1107,H,UTA,97,-265
1107,V,BKN,104,650
1107,H,DEN,112,-1000
1107,V,MEM,98,120
1107,H,POR,97,-140
1107,V,OKC,86,-700
1107,H,SAC,94,500
1108,V,NY,99,300
1108,H,ORL,112,-400
1108,V,IND,97,225
1108,H,DET,114,-275
1108,V,LAL,96,240
1108,H,BOS,107,-300
1108,V,MIA,126,-240
1108,H,PHO,115,190
1108,V,MIN,101,300
1108,H,GS,125,-400
1109,V,LAL,95,400
1109,H,WAS,111,-550
1109,V,NO,118,180
1109,H,TOR,122,-220
1109,V,CLE,113,185
1109,H,HOU,117,-230
1109,V,PHI,108,-250
1109,H,SAC,109,200
1109,V,OKC,94,-135
1109,H,DEN,102,115
1110,V,ATL,104,260
1110,H,DET,111,-330
1110,V,CHA,87,125
1110,H,BOS,90,-145
1110,V,IND,105,-155
1110,H,CHI,87,135
1110,V,MIL,94,170
1110,H,SA,87,-200
1110,V,ORL,128,-170
1110,H,PHO,112,145
1110,V,MIA,84,125
1110,H,UTA,74,-145
1110,V,LAC,111,190
1110,H,OKC,120,-240
1110,V,BKN,101,330
1110,H,POR,97,-430
1111,V,ATL,94,400
1111,H,WAS,113,-550
1111,V,LAC,103,200
1111,H,NO,111,-250
1111,V,MEM,96,230
1111,H,HOU,111,-280
1111,V,SAC,91,215
1111,H,NY,118,-265
1111,V,CLE,111,-250
1111,H,DAL,104,200
1111,V,LAL,90,210
1111,H,MIL,98,-260
1111,V,PHI,114,800
1111,H,GS,135,-1400
1111,V,CHI,94,450
1111,H,SA,133,-650
1111,V,ORL,107,310
1111,H,DEN,125,-410
1111,V,BKN,106,240
1111,H,UTA,114,-300
1111,V,MIN,110,-550
1111,H,PHO,118,400
1112,V,TOR,94,-160
1112,H,BOS,95,140
1112,V,MIA,103,115
1112,H,DET,112,-135
1112,V,HOU,118,-180
1112,H,IND,95,150
1112,V,DAL,99,450
1112,H,OKC,112,-650
1113,V,SAC,92,534
1113,H,WAS,110,-750
1113,V,CLE,104,-225
1113,H,NY,101,188
1113,V,MEM,103,151
1113,H,MIL,110,-175
1113,V,ATL,105,384
1113,H,NO,106,-500
1113,V,MIN,109,-145
1113,H,UTA,98,125
1113,V,LAL,100,-105
1113,H,PHO,93,-115
1113,V,DEN,82,110
1113,H,POR,99,-130
1113,V,PHI,109,110
1113,H,LAC,105,-130
1113,V,ORL,100,711
1113,H,GS,110,-1100
1114,V,BOS,109,-280
1114,H,BKN,102,230
1114,V,TOR,129,230
1114,H,HOU,113,-280
1114,V,SA,97,-260
1114,H,DAL,91,210
1115,V,WAS,102,110
1115,H,MIA,93,-130
1115,V,UTA,101,145
1115,H,NY,106,-170
1115,V,SAC,80,170
1115,H,ATL,126,-200
1115,V,SA,86,175
1115,H,MIN,98,-210
1115,V,CLE,115,-110
1115,H,CHA,107,-110
1115,V,TOR,125,130
1115,H,NO,116,-150
1115,V,CHI,79,750
1115,H,OKC,92,-1200
1115,V,IND,116,130
1115,H,MEM,113,-150
1115,V,DET,95,160
1115,H,MIL,99,-190
1115,V,ORL,94,180
1115,H,POR,99,-220
1115,V,PHI,115,-170
1115,H,LAL,109,145
1116,V,GS,88,-310
1116,H,BOS,92,250
1116,V,HOU,142,-1000
1116,H,PHO,116,650
1117,V,DET,100,100
1117,H,IND,107,-120
1117,V,MIA,91,160
1117,H,WAS,88,-190
1117,V,NY,84,270
1117,H,TOR,107,-340
1117,V,LAC,113,210
1117,H,CLE,118,-260
1117,V,UTA,107,115
1117,H,BKN,118,-135
1117,V,OKC,101,-125
1117,H,SA,104,105
1117,V,CHA,120,-280
1117,H,CHI,123,230
1117,V,MIN,111,-250
1117,H,DAL,87,200
1117,V,POR,82,-290
1117,H,SAC,86,235
1117,V,NO,114,170
1117,H,DEN,146,-200
1117,V,PHO,122,255
1117,H,LAL,113,-320
1118,V,LAC,87,170
1118,H,CHA,102,-195
1118,V,UTA,125,220
1118,H,ORL,85,-260
1118,V,GS,124,-400
1118,H,PHI,116,330
1118,V,BOS,110,-260
1118,H,ATL,99,220
1118,V,HOU,105,-285
1118,H,MEM,83,240
1118,V,MIL,79,-250
1118,H,DAL,111,210
1118,V,SAC,90,600
1118,H,POR,102,-800
1119,V,IND,120,190
1119,H,MIA,95,-240
1119,V,WAS,91,210
1119,H,TOR,100,-260
1119,V,GS,118,-800
1119,H,BKN,111,550
1119,V,DET,100,200
1119,H,MIN,97,-250
1119,V,CHI,105,125
1119,H,PHO,113,-145
1119,V,DEN,109,-200
1119,H,LAL,127,170
1120,V,UTA,86,220
1120,H,PHI,107,-270
1120,V,CLE,116,-135
1120,H,DET,88,115
1120,V,MIN,102,120
1120,H,CHA,118,-140
1120,V,IND,105,140
1120,H,ORL,97,-160
1120,V,LAC,85,-130
1120,H,NY,107,110
1120,V,POR,100,-120
1120,H,MEM,92,100
1120,V,WAS,99,140
1120,H,MIL,88,-160
1120,V,OKC,107,-150
1120,H,NO,114,130
1120,V,ATL,85,350
1120,H,SA,96,-450
1120,V,BOS,110,-300
1120,H,DAL,102,240
1120,V,DEN,114,-240
1120,H,SAC,98,190
1121,V,CHI,94,185
1121,H,LAL,103,-230
1122,V,WAS,124,130
1122,H,CHA,129,-150
1122,V,BKN,109,600
1122,H,CLE,119,-900
1122,V,POR,81,155
1122,H,PHI,101,-185
1122,V,LAC,116,-150
1122,H,ATL,103,130
1122,V,TOR,100,-180
1122,H,NY,108,150
1122,V,BOS,98,-125
1122,H,MIA,104,105
1122,V,ORL,118,230
1122,H,MIN,124,-280
1122,V,GS,91,-240
1122,H,OKC,108,190
1122,V,DEN,95,350
1122,H,HOU,125,-450
1122,V,DAL,95,200
1122,H,MEM,94,-250
1122,V,SA,90,-105
1122,H,NO,107,-115
1122,V,CHI,80,300
1122,H,UTA,110,-400
1122,V,MIL,113,-130
1122,H,PHO,107,110
1122,V,LAL,102,-105
1122,H,SAC,113,-115
1124,V,POR,127,-180
1124,H,BKN,125,155
1124,V,NY,104,-105
1124,H,ATL,116,-115
1124,V,ORL,103,230
1124,H,BOS,118,-280
1124,V,DET,99,314
1124,H,OKC,98,-396
1124,V,MIA,109,135
1124,H,MIN,97,-155
1124,V,TOR,104,-125
1124,H,IND,107,105
1124,V,CHA,99,192
1124,H,CLE,100,-230
1124,V,MEM,92,207
1124,H,DEN,104,-250
1124,V,NO,115,-280
1124,H,PHO,91,230
1124,V,CHI,94,1098
1124,H,GS,143,-2200
1125,V,ORL,111,180
1125,H,PHI,130,-220
1125,V,SA,106,105
1125,H,CHA,86,-125
1125,V,POR,108,145
1125,H,WAS,105,-170
1125,V,TOR,112,-260
1125,H,ATL,78,210
1125,V,BOS,108,-160
1125,H,IND,98,140
1125,V,NY,102,750
1125,H,HOU,117,-1400
1125,V,NO,95,500
1125,H,GS,110,-700
1125,V,OKC,81,-270
1125,H,DAL,97,220
1125,V,MIL,108,-115
1125,H,UTA,121,-105
1125,V,LAC,97,-190
1125,H,SAC,95,160
1126,V,MIA,100,-310
1126,H,CHI,93,250
1126,V,PHO,108,550
1126,H,MIN,119,-800
1126,V,BKN,98,190
1126,H,MEM,88,-240
1127,V,ORL,109,160
1127,H,IND,121,-185
1127,V,CLE,113,110
1127,H,PHI,91,-130
1127,V,POR,103,-125
1127,H,NY,91,105
1127,V,DET,118,199
1127,H,BOS,108,-240
1127,V,BKN,103,1453
1127,H,HOU,117,-4000
1127,V,DAL,108,344
1127,H,SA,115,-440
1127,V,SAC,110,711
1127,H,GS,106,-1100
1127,V,LAL,115,163
1127,H,LAC,120,-190
1128,V,MIA,97,155
1128,H,CLE,108,-185
1128,V,WAS,92,180
1128,H,MIN,89,-220
1128,V,PHO,104,-110
1128,H,CHI,99,-110
1128,V,DEN,77,-115
1128,H,UTA,106,-105
1128,V,MIL,112,-270
1128,H,SAC,87,220
1129,V,WAS,113,250
1129,H,PHI,118,-310
1129,V,PHO,107,550
1129,H,DET,131,-800
1129,V,OKC,108,-260
1129,H,ORL,121,210
1129,V,CHA,113,270
1129,H,TOR,126,-340
1129,V,MIA,86,100
1129,H,NY,115,-120
1129,V,IND,97,500
1129,H,HOU,118,-700
1129,V,MIN,120,190
1129,H,NO,102,-240
1129,V,MEM,95,350
1129,H,SA,104,-450
1129,V,BKN,109,190
1129,H,DAL,104,-240
1129,V,GS,127,-1200
1129,H,LAL,123,750
1130,V,PHI,97,288
1130,H,BOS,108,-360
1130,V,CLE,121,-330
1130,H,ATL,114,267
1130,V,CHI,110,462
1130,H,DEN,111,-625
1130,V,MIL,103,151
1130,H,POR,91,-175
1130,V,UTA,126,-120
1130,H,LAC,107,100
1201,V,DET,91,-110
1201,H,WAS,109,-110
1201,V,GS,133,-675
1201,H,ORL,112,475
1201,V,IND,115,240
1201,H,TOR,120,-300
1201,V,MIN,107,190
1201,H,OKC,111,-240
1201,V,SA,95,-155
1201,H,MEM,79,135
1201,V,SAC,107,-115
1201,H,CHI,106,-105
1201,V,CHA,100,115
1201,H,MIA,105,-135
1201,V,NO,108,-155
1201,H,UTA,114,135
1202,V,PHO,111,600
1202,H,BOS,116,-900
1202,V,LAC,82,160
1202,H,DAL,108,-190
1202,V,ATL,114,175
1202,H,BKN,102,-210
1202,V,DET,103,150
1202,H,PHI,108,-180
1202,V,MEM,111,550
1202,H,CLE,116,-800
1202,V,SAC,104,750
1202,H,MIL,109,-1200
1202,V,LAL,100,145
1202,H,DEN,115,-170
1202,V,NO,123,250
1202,H,POR,116,-310
1203,V,ORL,105,-140
1203,H,NY,100,120
1203,V,GS,123,-650
1203,H,MIA,95,450
1203,V,LAC,106,600
1203,H,MIN,112,-900
1203,V,SA,87,300
1203,H,OKC,90,-400
1203,V,HOU,118,-900
1203,H,LAL,95,600
1204,V,NY,97,500
1204,H,IND,115,-700
1204,V,ORL,94,240
1204,H,CHA,104,-300
1204,V,PHO,115,450
1204,H,PHI,101,-650
1204,V,MIL,100,175
1204,H,BOS,111,-210
1204,V,BKN,110,-105
1204,H,ATL,90,-115
1204,V,CLE,113,-500
1204,H,CHI,91,375
1204,V,MIN,92,-145
1204,H,MEM,95,125
1204,V,GS,125,-450
1204,H,NO,115,350
1204,V,DEN,105,110
1204,H,DAL,122,-130
1204,V,DET,93,145
1204,H,SA,96,-170
1204,V,WAS,69,145
1204,H,UTA,116,-170
1205,V,PHO,113,1000
1205,H,TOR,126,-2000
1205,V,UTA,94,300
1205,H,OKC,100,-400
1205,V,WAS,106,210
1205,H,POR,92,-260
1206,V,ATL,106,220
1206,H,ORL,110,-270
1206,V,CHI,96,425
1206,H,IND,98,-600
1206,V,SAC,95,750
1206,H,CLE,101,-1200
1206,V,MEM,88,105
1206,H,NY,99,-125
1206,V,DAL,90,275
1206,H,BOS,97,-350
1206,V,DEN,114,180
1206,H,NO,123,-220
1206,V,GS,101,-165
1206,H,CHA,87,142
1206,V,DET,100,155
1206,H,MIL,104,-185
1206,V,MIA,105,300
1206,H,SA,117,-400
1206,V,MIN,113,-220
1206,H,LAC,107,180
1207,V,LAL,107,320
1207,H,PHI,104,-420
1207,V,WAS,109,-270
1207,H,PHO,99,220
1207,V,OKC,95,-280
1207,H,BKN,100,230
1207,V,HOU,112,-250
1207,H,UTA,101,200
1208,V,CHI,119,416
1208,H,CHA,111,-550
1208,V,CLE,102,-170
1208,H,IND,106,148
1208,V,DEN,103,105
1208,H,ORL,89,-125
1208,V,GS,102,-240
1208,H,DET,98,199
1208,V,SAC,116,394
1208,H,NO,109,-515
1208,V,DAL,102,230
1208,H,MIL,109,-280
1208,V,TOR,116,-200
1208,H,MEM,107,170
1208,V,BOS,102,115
1208,H,SA,105,-135
1209,V,WAS,112,-130
1209,H,LAC,113,110
1209,V,MIA,101,-135
1209,H,BKN,89,115
1209,V,LAL,110,140
1209,H,CHA,99,-160
1209,V,ORL,110,190
1209,H,ATL,117,-240
1209,V,PHI,98,190
1209,H,CLE,105,-240
1209,V,NY,102,-170
1209,H,CHI,104,145
1209,V,UTA,100,-105
1209,H,MIL,117,-115
1209,V,SA,104,-230
1209,H,PHO,101,185
1209,V,OKC,102,-220
1209,H,MEM,101,180
1209,V,HOU,124,-420
1209,H,POR,117,320
1210,V,TOR,102,-425
1210,H,SAC,87,325
1210,V,BOS,91,-120
1210,H,DET,81,100
1210,V,DEN,116,175
1210,H,IND,126,-210
1210,V,DAL,92,275
1210,H,MIN,97,-350
1210,V,PHI,124,225
1210,H,NO,131,-275
1210,V,ATL,107,180
1210,H,NY,111,-220
1211,V,BOS,85,-240
1211,H,CHI,108,190
1211,V,MIA,107,105
1211,H,MEM,82,-125
1211,V,NO,123,800
1211,H,HOU,130,-1400
1211,V,CHA,116,275
1211,H,OKC,103,-350
1211,V,POR,104,300
1211,H,GS,111,-400
1211,V,TOR,91,-250
1211,H,LAC,96,200
1212,V,ATL,114,639
1212,H,CLE,123,-950
1212,V,DEN,103,226
1212,H,DET,84,-275
1212,V,LAL,109,125
1212,H,NY,113,-145
1212,V,WAS,98,-155
1212,H,BKN,103,135
1212,V,PHI,118,166
1212,H,MIN,112,-195
1212,V,SA,89,-255
1212,H,DAL,95,211
1212,V,PHO,92,171
1212,H,SAC,99,-201
1213,V,LAC,106,-120
1213,H,ORL,95,100
1213,V,MEM,87,263
1213,H,WAS,93,-325
1213,V,OKC,100,-115
1213,H,IND,95,-105
1213,V,DEN,118,199
1213,H,BOS,124,-240
1213,V,POR,102,115
1213,H,MIA,95,-135
1213,V,UTA,100,-215
1213,H,CHI,103,180
1213,V,MIL,108,110
1213,H,NO,115,-130
1213,V,TOR,115,-850
1213,H,PHO,109,588
1213,V,CHA,96,619
1213,H,HOU,108,-910
1214,V,DET,105,-180
1214,H,ATL,91,150
1214,V,NY,111,105
1214,H,BKN,104,-125
1214,V,LAL,112,450
1214,H,CLE,121,-650
1214,V,SAC,96,500
1214,H,MIN,119,-700
1214,V,DAL,97,450
1214,H,GS,112,-650
1215,V,DET,104,185
1215,H,IND,98,-230
1215,V,MIA,104,175
1215,H,CHA,98,-210
1215,V,LAC,91,425
1215,H,WAS,100,-600
1215,V,POR,95,-185
1215,H,ORL,88,155
1215,V,OKC,119,105
1215,H,PHI,117,-125
1215,V,UTA,107,170
1215,H,BOS,95,-200
1215,V,BKN,87,700
1215,H,TOR,120,-1100
1215,V,CHI,115,300
1215,H,MIL,109,-400
1215,V,ATL,94,220
1215,H,MEM,96,-270
1215,V,NO,111,100
1215,H,DEN,117,-120
1215,V,SA,109,295
1215,H,HOU,124,-390
1216,V,POR,93,145
1216,H,CHA,91,-170
1216,V,UTA,100,400
1216,H,CLE,109,-550
1216,V,OKC,96,-190
1216,H,NY,111,160
1216,V,LAC,85,220
1216,H,MIA,90,-270
1216,V,PHO,108,600
1216,H,MIN,106,-900
1216,V,MIL,111,450
1216,H,HOU,115,-650
1216,V,DAL,96,200
1216,H,SA,98,-250
1216,V,BOS,102,-240
1216,H,MEM,93,190
1217,V,SAC,93,600
1217,H,TOR,108,-900
1217,V,ORL,110,320
1217,H,DET,114,-420
1217,V,IND,109,-165
1217,H,BKN,97,142
1217,V,CLE,106,110
1217,H,WAS,99,-130
1218,V,NY,91,260
1218,H,CHA,109,-330
1218,V,BOS,112,-140
1218,H,IND,111,120
1218,V,MIA,104,105
1218,H,ATL,110,-125
1218,V,PHI,115,-130
1218,H,CHI,117,110
1218,V,DEN,94,170
1218,H,OKC,95,-200
1218,V,UTA,99,650
1218,H,HOU,120,-1000
1218,V,POR,107,150
1218,H,MIN,108,-180
1218,V,PHO,97,240
1218,H,DAL,91,-300
1218,V,LAC,91,600
1218,H,SA,109,-900
1218,V,GS,116,-230
1218,H,LAL,114,185
1219,V,NO,106,110
1219,H,WAS,116,-130
1219,V,SAC,101,310
1219,H,PHI,95,-410
1219,V,CLE,116,-115
1219,H,MIL,119,-105
1220,V,TOR,129,-135
1220,H,CHA,111,115
1220,V,SAC,104,190
1220,H,BKN,99,-240
1220,V,IND,105,-200
1220,H,ATL,95,170
1220,V,MIA,90,350
1220,H,BOS,89,-450
1220,V,UTA,79,285
1220,H,OKC,107,-370
1220,V,LAL,122,1000
1220,H,HOU,116,-2000
1220,V,ORL,94,180
1220,H,CHI,112,-220
1220,V,DET,93,105
1220,H,DAL,110,-125
1220,V,MIN,112,-110
1220,H,DEN,104,-110
1220,V,SA,93,130
1220,H,POR,91,-150
1220,V,MEM,84,425
1220,H,GS,97,-600
1220,V,PHO,95,190
1220,H,LAC,108,-240
1221,V,TOR,114,-180
1221,H,PHI,109,150
1221,V,CHI,112,550
1221,H,CLE,115,-800
1221,V,BOS,93,-150
1221,H,NY,102,130
1221,V,MEM,95,-160
1221,H,PHO,97,140
1221,V,SA,89,-135
1221,H,UTA,100,115
1222,V,NY,101,230
1222,H,DET,104,-280
1222,V,NO,111,-250
1222,H,ORL,97,200
1222,V,WAS,84,-270
1222,H,BKN,119,220
1222,V,DAL,101,-125
1222,H,MIA,113,105
1222,V,ATL,117,500
1222,H,OKC,120,-700
1222,V,LAC,128,600
1222,H,HOU,118,-900
1222,V,CHA,104,175
1222,H,MIL,109,-210
1222,V,DEN,102,-130
1222,H,POR,85,110
1222,V,LAL,106,600
1222,H,GS,113,-900
1223,V,PHI,86,255
1223,H,TOR,102,-320
1223,V,ORL,103,650
1223,H,WAS,130,-1000
1223,V,BKN,119,400
1223,H,IND,123,-550
1223,V,MIL,106,150
1223,H,CHA,111,-180
1223,V,CHI,92,280
1223,H,BOS,117,-360
1223,V,DAL,107,-125
1223,H,ATL,112,105
1223,V,NO,109,-150
1223,H,MIA,94,130
1223,V,LAC,112,125
1223,H,MEM,115,-145
1223,V,OKC,103,105
1223,H,UTA,89,-125
1223,V,DEN,96,300
1223,H,GS,81,-400
1223,V,MIN,115,-360
1223,H,PHO,106,280
1223,V,POR,95,140
1223,H,LAL,92,-160
1223,V,SA,108,-260
1223,H,SAC,99,210
1225,V,PHI,105,-120
1225,H,NY,98,100
1225,V,CLE,92,150
1225,H,GS,99,-180
1225,V,WAS,111,150
1225,H,BOS,103,-180
1225,V,HOU,107,120
1225,H,OKC,112,-140
1225,V,MIN,121,-250
1225,H,LAL,104,200
1226,V,TOR,93,-250
1226,H,DAL,98,200
1226,V,IND,83,110
1226,H,DET,107,-130
1226,V,ORL,89,300
1226,H,MIA,107,-400
1226,V,CHI,115,250
1226,H,MIL,106,-310
1226,V,BKN,97,575
1226,H,SA,109,-850
1226,V,UTA,83,210
1226,H,DEN,107,-260
1226,V,MEM,97,-120
1226,H,PHO,99,100
1226,V,SAC,95,190
1226,H,LAC,122,-240
1227,V,BOS,102,-111
1227,H,CHA,91,-109
1227,V,DAL,98,144
1227,H,IND,94,-165
1227,V,WAS,99,-215
1227,H,ATL,113,180
1227,V,BKN,113,351
1227,H,NO,128,-450
1227,V,NY,87,105
1227,H,CHI,92,-125
1227,V,TOR,107,148
1227,H,OKC,124,-170
1227,V,DEN,125,160
1227,H,MIN,128,-185
1227,V,CLE,95,-525
1227,H,SAC,109,400
1227,V,MEM,109,140
1227,H,LAL,99,-160
1227,V,UTA,101,534
1227,H,GS,126,-750
1228,V,DET,89,-180
1228,H,ORL,102,150
1228,V,HOU,98,-120
1228,H,BOS,99,100
1228,V,MIN,96,160
1228,H,MIL,102,-190
1228,V,NY,107,450
1228,H,SA,119,-650
1228,V,PHI,110,-145
1228,H,POR,114,125
1229,V,HOU,103,-125
1229,H,WAS,121,105
1229,V,ATL,98,500
1229,H,TOR,111,-700
1229,V,IND,107,135
1229,H,CHI,119,-155
1229,V,MIL,97,220
1229,H,OKC,95,-270
