Date,Name,Team
2017-10-08,Kris Dunn,Bulls
2017-10-08,Dante Exum,Jazz
2017-10-08,Seth Curry,Mavericks
2017-10-08,Richaun Holmes,76ers
2017-10-09,Kris Dunn,Bulls
2017-10-09,Dante Exum,Jazz
2017-10-09,Seth Curry,Mavericks
2017-10-09,Richaun Holmes,76ers
2017-10-09,Rajon Rondo,Pelicans
2017-10-09,Sheldon Mac,Wizards
2017-10-10,Kris Dunn,Bulls
2017-10-10,Dante Exum,Jazz
2017-10-10,Seth Curry,Mavericks
2017-10-10,Richaun Holmes,76ers
2017-10-10,Rajon Rondo,Pelicans
2017-10-10,Sheldon Mac,Wizards
2017-10-11,Kris Dunn,Bulls
2017-10-11,Dante Exum,Jazz
2017-10-11,Seth Curry,Mavericks
2017-10-11,Richaun Holmes,76ers
2017-10-11,Rajon Rondo,Pelicans
2017-10-11,Sheldon Mac,Wizards
2017-10-11,Miles Plumlee,Hawks
2017-10-11,Michael Carter-Williams,Hornets
2017-10-12,Kris Dunn,Bulls
2017-10-12,Dante Exum,Jazz
2017-10-12,Seth Curry,Mavericks
2017-10-12,Richaun Holmes,76ers
2017-10-12,Rajon Rondo,Pelicans
2017-10-12,Sheldon Mac,Wizards
2017-10-12,Miles Plumlee,Hawks
2017-10-12,Michael Carter-Williams,Hornets
2017-10-12,Rodney McGruder,Heat
2017-10-12,Omer Asik,Pelicans
2017-10-12,Davon Reed,Suns
2017-10-13,Kris Dunn,Bulls
2017-10-13,Dante Exum,Jazz
2017-10-13,Seth Curry,Mavericks
2017-10-13,Richaun Holmes,76ers
2017-10-13,Rajon Rondo,Pelicans
2017-10-13,Sheldon Mac,Wizards
2017-10-13,Miles Plumlee,Hawks
2017-10-13,Michael Carter-Williams,Hornets
2017-10-13,Rodney McGruder,Heat
2017-10-13,Omer Asik,Pelicans
2017-10-13,Davon Reed,Suns
2017-10-14,Kris Dunn,Bulls
2017-10-14,Dante Exum,Jazz
2017-10-14,Seth Curry,Mavericks
2017-10-14,Richaun Holmes,76ers
2017-10-14,Rajon Rondo,Pelicans
2017-10-14,Sheldon Mac,Wizards
2017-10-14,Miles Plumlee,Hawks
2017-10-14,Michael Carter-Williams,Hornets
2017-10-14,Rodney McGruder,Heat
2017-10-14,Omer Asik,Pelicans
2017-10-14,Davon Reed,Suns
2017-10-14,Glenn Robinson III,Pacers
2017-10-15,Kris Dunn,Bulls
2017-10-15,Dante Exum,Jazz
2017-10-15,Seth Curry,Mavericks
2017-10-15,Richaun Holmes,76ers
2017-10-15,Rajon Rondo,Pelicans
2017-10-15,Sheldon Mac,Wizards
2017-10-15,Miles Plumlee,Hawks
2017-10-15,Michael Carter-Williams,Hornets
2017-10-15,Rodney McGruder,Heat
2017-10-15,Omer Asik,Pelicans
2017-10-15,Davon Reed,Suns
2017-10-15,Glenn Robinson III,Pacers
2017-10-16,Kris Dunn,Bulls
2017-10-16,Dante Exum,Jazz
2017-10-16,Seth Curry,Mavericks
2017-10-16,Richaun Holmes,76ers
2017-10-16,Rajon Rondo,Pelicans
2017-10-16,Sheldon Mac,Wizards
2017-10-16,Miles Plumlee,Hawks
2017-10-16,Michael Carter-Williams,Hornets
2017-10-16,Rodney McGruder,Heat
2017-10-16,Omer Asik,Pelicans
2017-10-16,Davon Reed,Suns
2017-10-16,Glenn Robinson III,Pacers
2017-10-17,Kris Dunn,Bulls
2017-10-17,Dante Exum,Jazz
2017-10-17,Seth Curry,Mavericks
2017-10-17,Richaun Holmes,76ers
2017-10-17,Rajon Rondo,Pelicans
2017-10-17,Sheldon Mac,Wizards
2017-10-17,Miles Plumlee,Hawks
2017-10-17,Michael Carter-Williams,Hornets
2017-10-17,Rodney McGruder,Heat
2017-10-17,Omer Asik,Pelicans
2017-10-17,Davon Reed,Suns
2017-10-17,Glenn Robinson III,Pacers
2017-10-17,Nikola Mirotic,Bulls
2017-10-17,Ante Zizic,Cavaliers
2017-10-17,Isaiah Thomas,Cavaliers
2017-10-17,Gordon Hayward,Celtics
2017-10-17,Guerschon Yabusele,Celtics
2017-10-17,Jabari Bird,Celtics
2017-10-17,Kadeem Allen,Celtics
2017-10-17,Marcus Morris,Celtics
2017-10-17,Ben McLemore,Grizzlies
2017-10-17,Wayne Selden Jr.,Grizzlies
2017-10-17,Nicolas Batum,Hornets
2017-10-17,Bogdan Bogdanovic,Kings
2017-10-17,Alex Ajinca,Pelicans
2017-10-17,Frank Jackson,Pelicans
2017-10-17,Solomon Hill,Pelicans
2017-10-17,Chinanu Onuaku,Rockets
2017-10-17,Troy Williams,Rockets
2017-10-17, Tony Parker,Spurs
2017-10-17,Kawhi Leonard,Spurs
2017-10-17,Andre Iguodala,Warriors
2017-10-17,Chris Boucher,Warriors
2017-10-17,Damian Jones,Warriors
2017-10-17,John Holland,Cavaliers
2017-10-17,Quinn Cook,Warriors
2017-10-18,Kris Dunn,Bulls
2017-10-18,Dante Exum,Jazz
2017-10-18,Seth Curry,Mavericks
2017-10-18,Richaun Holmes,76ers
2017-10-18,Rajon Rondo,Pelicans
2017-10-18,Sheldon Mac,Wizards
2017-10-18,Miles Plumlee,Hawks
2017-10-18,Michael Carter-Williams,Hornets
2017-10-18,Rodney McGruder,Heat
2017-10-18,Omer Asik,Pelicans
2017-10-18,Davon Reed,Suns
2017-10-18,Glenn Robinson III,Pacers
2017-10-18,Nikola Mirotic,Bulls
2017-10-18,Ante Zizic,Cavaliers
2017-10-18,Isaiah Thomas,Cavaliers
2017-10-18,Gordon Hayward,Celtics
2017-10-18,Guerschon Yabusele,Celtics
2017-10-18,Kadeem Allen,Celtics
2017-10-18,Marcus Morris,Celtics
2017-10-18,Ben McLemore,Grizzlies
2017-10-18,Wayne Selden Jr.,Grizzlies
2017-10-18,Nicolas Batum,Hornets
2017-10-18,Bogdan Bogdanovic,Kings
2017-10-18,Alex Ajinca,Pelicans
2017-10-18,Frank Jackson,Pelicans
2017-10-18,Solomon Hill,Pelicans
2017-10-18,Chinanu Onuaku,Rockets
2017-10-18,Troy Williams,Rockets
2017-10-18, Tony Parker,Spurs
2017-10-18,Kawhi Leonard,Spurs
2017-10-18,Andre Iguodala,Warriors
2017-10-18,Chris Boucher,Warriors
2017-10-18,Damian Jones,Warriors
2017-10-18,John Holland,Cavaliers
2017-10-18,Quinn Cook,Warriors
2017-10-18,Furkan Korkmaz,76ers
2017-10-18,Jacob Pullen,76ers
2017-10-18,Jahlil Okafor,76ers
2017-10-18,James McAdoo ,76ers
2017-10-18,C.J. Wilcox,Blazers
2017-10-18,Noah Vonleh,Blazers
2017-10-18,Zach Collins,Blazers
2017-10-18,Jabari Parker,Bucks
2017-10-18,Kobi Simmons,Grizzlies
2017-10-18,Vince Hunter,Grizzlies
2017-10-18,Isaiah Taylor,Hawks
2017-10-18,Nicolas Brussino,Hawks
2017-10-18,A.J. Hammons,Heat
2017-10-18,Derrick Walton Jr.,Heat
2017-10-18,Okaro White,Heat
2017-10-18,Mangok Mathiang,Hornets
2017-10-18,Marcus Paige,Hornets
2017-10-18,Eric Griffin,Jazz
2017-10-18,Raul Neto,Jazz
2017-10-18,Tony Bradley,Jazz
2017-10-18,Harry Giles,Kings
2017-10-18,Jack Cooley,Kings
2017-10-18,Zach Randolph,Kings
2017-10-18,Adreian Payne,Magic
2017-10-18,Jamel Artis,Magic
2017-10-18,Khem Birch,Magic
2017-10-18,Wes Iwundu,Magic
2017-10-18,Gian Clavell,Mavericks
2017-10-18,Johnathan Motley,Mavericks
2017-10-18,Josh McRoberts,Mavericks
2017-10-18,Isaiah Whitehead,Nets
2017-10-18,Jake Wiley,Nets
2017-10-18,Jeremy Lin,Nets
2017-10-18,Tyler Zeller,Nets
2017-10-18,Billy Ouattara,Nets
2017-10-18,Monte Morris,Nuggets
2017-10-18,Torrey Craig,Nuggets
2017-10-18,Tyler Lydon,Nuggets
2017-10-18,Alex Poythress,Pacers
2017-10-18,Edmond Sumner,Pacers
2017-10-18,Ike Anigbogu,Pacers
2017-10-18,Anthony Tolliver,Pistons
2017-10-18,Dwight Buycks,Pistons
2017-10-18,Luis Montero,Pistons
2017-10-18,Chris Paul,Rockets
2017-10-18,Darrun Hilliard,Spurs
2017-10-18,Matt Costello,Spurs
2017-10-18,Alan Williams,Suns
2017-10-18,Alex Len,Suns
2017-10-18,Brandon Knight,Suns
2017-10-18,Jared Dudley,Suns
2017-10-18,Anthony Brown,Timberwolves
2017-10-18,Justin Patton,Timberwolves
2017-10-18,Devin Robinson,Wizards
2017-10-18,Markieff Morris,Wizards
2017-10-18,Mike Young,Wizards
2017-10-19,Kris Dunn,Bulls
2017-10-19,Dante Exum,Jazz
2017-10-19,Seth Curry,Mavericks
2017-10-19,Richaun Holmes,76ers
2017-10-19,Rajon Rondo,Pelicans
2017-10-19,Sheldon Mac,Wizards
2017-10-19,Miles Plumlee,Hawks
2017-10-19,Michael Carter-Williams,Hornets
2017-10-19,Rodney McGruder,Heat
2017-10-19,Omer Asik,Pelicans
2017-10-19,Davon Reed,Suns
2017-10-19,Glenn Robinson III,Pacers
2017-10-19,Nikola Mirotic,Bulls
2017-10-19,Ante Zizic,Cavaliers
2017-10-19,Isaiah Thomas,Cavaliers
2017-10-19,Gordon Hayward,Celtics
2017-10-19,Guerschon Yabusele,Celtics
2017-10-19,Kadeem Allen,Celtics
2017-10-19,Marcus Morris,Celtics
2017-10-19,Ben McLemore,Grizzlies
2017-10-19,Wayne Selden Jr.,Grizzlies
2017-10-19,Nicolas Batum,Hornets
2017-10-19,Bogdan Bogdanovic,Kings
2017-10-19,Alex Ajinca,Pelicans
2017-10-19,Frank Jackson,Pelicans
2017-10-19,Solomon Hill,Pelicans
2017-10-19,Chinanu Onuaku,Rockets
2017-10-19,Troy Williams,Rockets
2017-10-19, Tony Parker,Spurs
2017-10-19,Kawhi Leonard,Spurs
2017-10-19,Andre Iguodala,Warriors
2017-10-19,Chris Boucher,Warriors
2017-10-19,Damian Jones,Warriors
2017-10-19,John Holland,Cavaliers
2017-10-19,Quinn Cook,Warriors
2017-10-19,Furkan Korkmaz,76ers
2017-10-19,Jacob Pullen,76ers
2017-10-19,Jahlil Okafor,76ers
2017-10-19,James McAdoo ,76ers
2017-10-19,C.J. Wilcox,Blazers
2017-10-19,Noah Vonleh,Blazers
2017-10-19,Zach Collins,Blazers
2017-10-19,Jabari Parker,Bucks
2017-10-19,Kobi Simmons,Grizzlies
2017-10-19,Vince Hunter,Grizzlies
2017-10-19,Isaiah Taylor,Hawks
2017-10-19,Nicolas Brussino,Hawks
2017-10-19,A.J. Hammons,Heat
2017-10-19,Derrick Walton Jr.,Heat
2017-10-19,Okaro White,Heat
2017-10-19,Mangok Mathiang,Hornets
2017-10-19,Marcus Paige,Hornets
2017-10-19,Eric Griffin,Jazz
2017-10-19,Raul Neto,Jazz
2017-10-19,Tony Bradley,Jazz
2017-10-19,Harry Giles,Kings
2017-10-19,Jack Cooley,Kings
2017-10-19,Zach Randolph,Kings
2017-10-19,Adreian Payne,Magic
2017-10-19,Jamel Artis,Magic
2017-10-19,Khem Birch,Magic
2017-10-19,Wes Iwundu,Magic
2017-10-19,Gian Clavell,Mavericks
2017-10-19,Johnathan Motley,Mavericks
2017-10-19,Josh McRoberts,Mavericks
2017-10-19,Isaiah Whitehead,Nets
2017-10-19,Jake Wiley,Nets
2017-10-19,Jeremy Lin,Nets
2017-10-19,Tyler Zeller,Nets
2017-10-19,Billy Ouattara,Nets
2017-10-19,Monte Morris,Nuggets
2017-10-19,Torrey Craig,Nuggets
2017-10-19,Tyler Lydon,Nuggets
2017-10-19,Alex Poythress,Pacers
2017-10-19,Edmond Sumner,Pacers
2017-10-19,Ike Anigbogu,Pacers
2017-10-19,Anthony Tolliver,Pistons
2017-10-19,Dwight Buycks,Pistons
2017-10-19,Luis Montero,Pistons
2017-10-19,Chris Paul,Rockets
2017-10-19,Darrun Hilliard,Spurs
2017-10-19,Matt Costello,Spurs
2017-10-19,Alan Williams,Suns
2017-10-19,Alex Len,Suns
2017-10-19,Brandon Knight,Suns
2017-10-19,Jared Dudley,Suns
2017-10-19,Anthony Brown,Timberwolves
2017-10-19,Justin Patton,Timberwolves
2017-10-19,Devin Robinson,Wizards
2017-10-19,Markieff Morris,Wizards
2017-10-19,Mike Young,Wizards
2017-10-19,Cameron Payne,Bulls
2017-10-19,Zach LaVine,Bulls
2017-10-19,C.J. Williams,Clippers
2017-10-19,Jamil Wilson,Clippers
2017-10-19,Jawun Evans,Clippers
2017-10-19,JaMychal Green,Grizzlies
2017-10-19,Jarrett Jack,Knicks
2017-10-19,Luke Kornet,Knicks
2017-10-19,Mindaugas Kuzminskas,Knicks
2017-10-19,Ivica Zubac,Lakers
2017-10-19,Josh Hart,Lakers
2017-10-19,Thomas Bryant,Lakers
2017-10-19,Vander Blue,Lakers
2017-10-19,Myles Turner,Pacers
2017-10-19,Bruno Caboclo,Raptors
2017-10-19,K.J. McDaniels,Raptors
2017-10-19,Lorenzo Brown,Raptors
2017-10-19,Malcolm Miller,Raptors
2017-10-19,Daniel Hamilton,Thunder
2017-10-19,Kyle Singler,Thunder
2017-10-19,P.J. Dozier,Thunder
2017-10-20,Kris Dunn,Bulls
2017-10-20,Dante Exum,Jazz
2017-10-20,Seth Curry,Mavericks
2017-10-20,Richaun Holmes,76ers
2017-10-20,Rajon Rondo,Pelicans
2017-10-20,Sheldon Mac,Wizards
2017-10-20,Miles Plumlee,Hawks
2017-10-20,Michael Carter-Williams,Hornets
2017-10-20,Rodney McGruder,Heat
2017-10-20,Omer Asik,Pelicans
2017-10-20,Davon Reed,Suns
2017-10-20,Glenn Robinson III,Pacers
2017-10-20,Nikola Mirotic,Bulls
2017-10-20,Ante Zizic,Cavaliers
2017-10-20,Isaiah Thomas,Cavaliers
2017-10-20,Gordon Hayward,Celtics
2017-10-20,Kadeem Allen,Celtics
2017-10-20,Marcus Morris,Celtics
2017-10-20,Ben McLemore,Grizzlies
2017-10-20,Wayne Selden Jr.,Grizzlies
2017-10-20,Nicolas Batum,Hornets
2017-10-20,Bogdan Bogdanovic,Kings
2017-10-20,Alex Ajinca,Pelicans
2017-10-20,Frank Jackson,Pelicans
2017-10-20,Solomon Hill,Pelicans
2017-10-20,Chinanu Onuaku,Rockets
2017-10-20,Troy Williams,Rockets
2017-10-20, Tony Parker,Spurs
2017-10-20,Kawhi Leonard,Spurs
2017-10-20,Chris Boucher,Warriors
2017-10-20,Damian Jones,Warriors
2017-10-20,John Holland,Cavaliers
2017-10-20,Furkan Korkmaz,76ers
2017-10-20,Jacob Pullen,76ers
2017-10-20,Jahlil Okafor,76ers
2017-10-20,James McAdoo ,76ers
2017-10-20,C.J. Wilcox,Blazers
2017-10-20,Noah Vonleh,Blazers
2017-10-20,Jabari Parker,Bucks
2017-10-20,Kobi Simmons,Grizzlies
2017-10-20,Vince Hunter,Grizzlies
2017-10-20,Isaiah Taylor,Hawks
2017-10-20,A.J. Hammons,Heat
2017-10-20,Derrick Walton Jr.,Heat
2017-10-20,Okaro White,Heat
2017-10-20,Mangok Mathiang,Hornets
2017-10-20,Marcus Paige,Hornets
2017-10-20,Eric Griffin,Jazz
2017-10-20,Tony Bradley,Jazz
2017-10-20,Harry Giles,Kings
2017-10-20,Jack Cooley,Kings
2017-10-20,Adreian Payne,Magic
2017-10-20,Jamel Artis,Magic
2017-10-20,Khem Birch,Magic
2017-10-20,Johnathan Motley,Mavericks
2017-10-20,Josh McRoberts,Mavericks
2017-10-20,Isaiah Whitehead,Nets
2017-10-20,Jake Wiley,Nets
2017-10-20,Jeremy Lin,Nets
2017-10-20,Billy Ouattara,Nets
2017-10-20,Monte Morris,Nuggets
2017-10-20,Torrey Craig,Nuggets
2017-10-20,Tyler Lydon,Nuggets
2017-10-20,Edmond Sumner,Pacers
2017-10-20,Dwight Buycks,Pistons
2017-10-20,Luis Montero,Pistons
2017-10-20,Chris Paul,Rockets
2017-10-20,Darrun Hilliard,Spurs
2017-10-20,Matt Costello,Spurs
2017-10-20,Alan Williams,Suns
2017-10-20,Brandon Knight,Suns
2017-10-20,Jared Dudley,Suns
2017-10-20,Anthony Brown,Timberwolves
2017-10-20,Justin Patton,Timberwolves
2017-10-20,Devin Robinson,Wizards
2017-10-20,Markieff Morris,Wizards
2017-10-20,Cameron Payne,Bulls
2017-10-20,Zach LaVine,Bulls
2017-10-20,C.J. Williams,Clippers
2017-10-20,Jamil Wilson,Clippers
2017-10-20,Jawun Evans,Clippers
2017-10-20,JaMychal Green,Grizzlies
2017-10-20,Jarrett Jack,Knicks
2017-10-20,Luke Kornet,Knicks
2017-10-20,Mindaugas Kuzminskas,Knicks
2017-10-20,Ivica Zubac,Lakers
2017-10-20,Thomas Bryant,Lakers
2017-10-20,Vander Blue,Lakers
2017-10-20,Myles Turner,Pacers
2017-10-20,Bruno Caboclo,Raptors
2017-10-20,K.J. McDaniels,Raptors
2017-10-20,Lorenzo Brown,Raptors
2017-10-20,Malcolm Miller,Raptors
2017-10-20,Daniel Hamilton,Thunder
2017-10-20,Kyle Singler,Thunder
2017-10-20,P.J. Dozier,Thunder
2017-10-20,Wade Baldwin IV,Blazers
2017-10-20,Derrick Rose,Cavaliers
2017-10-20,London Perrantes,Cavaliers
2017-10-20,Marcus Smart,Celtics
2017-10-20,DeAndre Bembry,Hawks
2017-10-20,Hassan Whiteside,Heat
2017-10-20,Cody Zeller,Hornets
2017-10-20,Nate Wolters,Jazz
2017-10-20,Giorgios Papagiannis ,Kings
2017-10-20,Luol Deng,Lakers
2017-10-20,Aaron Gordon,Magic
2017-10-20,Dennis Smith Jr.,Mavericks
2017-10-20,Boban Marjanovic,Pistons
2017-10-20,Kevon Looney,Warriors
2017-10-20,Omri Casspi,Warriors
2017-10-20,Jason Smith,Wizards
2017-10-21,Kris Dunn,Bulls
2017-10-21,Dante Exum,Jazz
2017-10-21,Seth Curry,Mavericks
2017-10-21,Richaun Holmes,76ers
2017-10-21,Rajon Rondo,Pelicans
2017-10-21,Sheldon Mac,Wizards
2017-10-21,Miles Plumlee,Hawks
2017-10-21,Michael Carter-Williams,Hornets
2017-10-21,Rodney McGruder,Heat
2017-10-21,Omer Asik,Pelicans
2017-10-21,Davon Reed,Suns
2017-10-21,Glenn Robinson III,Pacers
2017-10-21,Nikola Mirotic,Bulls
2017-10-21,Isaiah Thomas,Cavaliers
2017-10-21,Gordon Hayward,Celtics
2017-10-21,Kadeem Allen,Celtics
2017-10-21,Marcus Morris,Celtics
2017-10-21,Ben McLemore,Grizzlies
2017-10-21,Wayne Selden Jr.,Grizzlies
2017-10-21,Nicolas Batum,Hornets
2017-10-21,Bogdan Bogdanovic,Kings
2017-10-21,Alex Ajinca,Pelicans
2017-10-21,Frank Jackson,Pelicans
2017-10-21,Solomon Hill,Pelicans
2017-10-21,Chinanu Onuaku,Rockets
2017-10-21, Tony Parker,Spurs
2017-10-21,Kawhi Leonard,Spurs
2017-10-21,Chris Boucher,Warriors
2017-10-21,Damian Jones,Warriors
2017-10-21,John Holland,Cavaliers
2017-10-21,Furkan Korkmaz,76ers
2017-10-21,Jacob Pullen,76ers
2017-10-21,C.J. Wilcox,Blazers
2017-10-21,Noah Vonleh,Blazers
2017-10-21,Jabari Parker,Bucks
2017-10-21,Vince Hunter,Grizzlies
2017-10-21,Isaiah Taylor,Hawks
2017-10-21,Derrick Walton Jr.,Heat
2017-10-21,Mangok Mathiang,Hornets
2017-10-21,Marcus Paige,Hornets
2017-10-21,Eric Griffin,Jazz
2017-10-21,Tony Bradley,Jazz
2017-10-21,Harry Giles,Kings
2017-10-21,Jack Cooley,Kings
2017-10-21,Adreian Payne,Magic
2017-10-21,Jamel Artis,Magic
2017-10-21,Johnathan Motley,Mavericks
2017-10-21,Josh McRoberts,Mavericks
2017-10-21,Isaiah Whitehead,Nets
2017-10-21,Jake Wiley,Nets
2017-10-21,Jeremy Lin,Nets
2017-10-21,Billy Ouattara,Nets
2017-10-21,Monte Morris,Nuggets
2017-10-21,Torrey Craig,Nuggets
2017-10-21,Tyler Lydon,Nuggets
2017-10-21,Edmond Sumner,Pacers
2017-10-21,Dwight Buycks,Pistons
2017-10-21,Luis Montero,Pistons
2017-10-21,Chris Paul,Rockets
2017-10-21,Darrun Hilliard,Spurs
2017-10-21,Matt Costello,Spurs
2017-10-21,Alan Williams,Suns
2017-10-21,Brandon Knight,Suns
2017-10-21,Jared Dudley,Suns
2017-10-21,Anthony Brown,Timberwolves
2017-10-21,Justin Patton,Timberwolves
2017-10-21,Devin Robinson,Wizards
2017-10-21,Markieff Morris,Wizards
2017-10-21,Cameron Payne,Bulls
2017-10-21,Zach LaVine,Bulls
2017-10-21,C.J. Williams,Clippers
2017-10-21,Jamil Wilson,Clippers
2017-10-21,Jawun Evans,Clippers
2017-10-21,JaMychal Green,Grizzlies
2017-10-21,Luke Kornet,Knicks
2017-10-21,Mindaugas Kuzminskas,Knicks
2017-10-21,Ivica Zubac,Lakers
2017-10-21,Thomas Bryant,Lakers
2017-10-21,Vander Blue,Lakers
2017-10-21,Myles Turner,Pacers
2017-10-21,Bruno Caboclo,Raptors
2017-10-21,K.J. McDaniels,Raptors
2017-10-21,Lorenzo Brown,Raptors
2017-10-21,Malcolm Miller,Raptors
2017-10-21,Daniel Hamilton,Thunder
2017-10-21,Kyle Singler,Thunder
2017-10-21,P.J. Dozier,Thunder
2017-10-21,Wade Baldwin IV,Blazers
2017-10-21,Derrick Rose,Cavaliers
2017-10-21,London Perrantes,Cavaliers
2017-10-21,Marcus Smart,Celtics
2017-10-21,DeAndre Bembry,Hawks
2017-10-21,Hassan Whiteside,Heat
2017-10-21,Cody Zeller,Hornets
2017-10-21,Giorgios Papagiannis ,Kings
2017-10-21,Luol Deng,Lakers
2017-10-21,Aaron Gordon,Magic
2017-10-21,Dennis Smith Jr.,Mavericks
2017-10-21,Kevon Looney,Warriors
2017-10-21,Omri Casspi,Warriors
2017-10-21,Jason Smith,Wizards
2017-10-21,Joel Embiid,76ers
2017-10-21,Joel Bolomboy,Bucks
2017-10-21,Rashad Vaughn,Bucks
2017-10-21,Rodney Hood,Jazz
2017-10-21,Frank Ntilikina,Knicks
2017-10-21,Isaiah Hicks,Knicks
2017-10-21,Elfrid Payton,Magic
2017-10-21,Richard Jefferson,Nuggets
2017-10-21,Eric Moreland,Pistons
2017-10-21,Jonas Valanciunas,Raptors
2017-10-22,Kris Dunn,Bulls
2017-10-22,Dante Exum,Jazz
2017-10-22,Seth Curry,Mavericks
2017-10-22,Richaun Holmes,76ers
2017-10-22,Rajon Rondo,Pelicans
2017-10-22,Sheldon Mac,Wizards
2017-10-22,Miles Plumlee,Hawks
2017-10-22,Michael Carter-Williams,Hornets
2017-10-22,Rodney McGruder,Heat
2017-10-22,Omer Asik,Pelicans
2017-10-22,Davon Reed,Suns
2017-10-22,Glenn Robinson III,Pacers
2017-10-22,Nikola Mirotic,Bulls
2017-10-22,Isaiah Thomas,Cavaliers
2017-10-22,Gordon Hayward,Celtics
2017-10-22,Kadeem Allen,Celtics
2017-10-22,Marcus Morris,Celtics
2017-10-22,Ben McLemore,Grizzlies
2017-10-22,Wayne Selden Jr.,Grizzlies
2017-10-22,Nicolas Batum,Hornets
2017-10-22,Bogdan Bogdanovic,Kings
2017-10-22,Alex Ajinca,Pelicans
2017-10-22,Frank Jackson,Pelicans
2017-10-22,Solomon Hill,Pelicans
2017-10-22,Chinanu Onuaku,Rockets
2017-10-22, Tony Parker,Spurs
2017-10-22,Kawhi Leonard,Spurs
2017-10-22,Chris Boucher,Warriors
2017-10-22,Damian Jones,Warriors
2017-10-22,John Holland,Cavaliers
2017-10-22,Furkan Korkmaz,76ers
2017-10-22,Jacob Pullen,76ers
2017-10-22,C.J. Wilcox,Blazers
2017-10-22,Noah Vonleh,Blazers
2017-10-22,Jabari Parker,Bucks
2017-10-22,Vince Hunter,Grizzlies
2017-10-22,Derrick Walton Jr.,Heat
2017-10-22,Mangok Mathiang,Hornets
2017-10-22,Marcus Paige,Hornets
2017-10-22,Eric Griffin,Jazz
2017-10-22,Tony Bradley,Jazz
2017-10-22,Harry Giles,Kings
2017-10-22,Jack Cooley,Kings
2017-10-22,Adreian Payne,Magic
2017-10-22,Jamel Artis,Magic
2017-10-22,Johnathan Motley,Mavericks
2017-10-22,Josh McRoberts,Mavericks
2017-10-22,Isaiah Whitehead,Nets
2017-10-22,Jake Wiley,Nets
2017-10-22,Jeremy Lin,Nets
2017-10-22,Billy Ouattara,Nets
2017-10-22,Monte Morris,Nuggets
2017-10-22,Torrey Craig,Nuggets
2017-10-22,Tyler Lydon,Nuggets
2017-10-22,Edmond Sumner,Pacers
2017-10-22,Dwight Buycks,Pistons
2017-10-22,Luis Montero,Pistons
2017-10-22,Chris Paul,Rockets
2017-10-22,Darrun Hilliard,Spurs
2017-10-22,Matt Costello,Spurs
2017-10-22,Alan Williams,Suns
2017-10-22,Brandon Knight,Suns
2017-10-22,Jared Dudley,Suns
2017-10-22,Anthony Brown,Timberwolves
2017-10-22,Justin Patton,Timberwolves
2017-10-22,Devin Robinson,Wizards
2017-10-22,Markieff Morris,Wizards
2017-10-22,Cameron Payne,Bulls
2017-10-22,Zach LaVine,Bulls
2017-10-22,C.J. Williams,Clippers
2017-10-22,Jamil Wilson,Clippers
2017-10-22,Jawun Evans,Clippers
2017-10-22,JaMychal Green,Grizzlies
2017-10-22,Luke Kornet,Knicks
2017-10-22,Mindaugas Kuzminskas,Knicks
2017-10-22,Thomas Bryant,Lakers
2017-10-22,Vander Blue,Lakers
2017-10-22,Myles Turner,Pacers
2017-10-22,Bruno Caboclo,Raptors
2017-10-22,K.J. McDaniels,Raptors
2017-10-22,Lorenzo Brown,Raptors
2017-10-22,Malcolm Miller,Raptors
2017-10-22,Daniel Hamilton,Thunder
2017-10-22,Kyle Singler,Thunder
2017-10-22,P.J. Dozier,Thunder
2017-10-22,Wade Baldwin IV,Blazers
2017-10-22,Derrick Rose,Cavaliers
2017-10-22,London Perrantes,Cavaliers
2017-10-22,Marcus Smart,Celtics
2017-10-22,DeAndre Bembry,Hawks
2017-10-22,Hassan Whiteside,Heat
2017-10-22,Cody Zeller,Hornets
2017-10-22,Giorgios Papagiannis ,Kings
2017-10-22,Luol Deng,Lakers
2017-10-22,Aaron Gordon,Magic
2017-10-22,Dennis Smith Jr.,Mavericks
2017-10-22,Kevon Looney,Warriors
2017-10-22,Omri Casspi,Warriors
2017-10-22,Jason Smith,Wizards
2017-10-22,Joel Embiid,76ers
2017-10-22,Joel Bolomboy,Bucks
2017-10-22,Rashad Vaughn,Bucks
2017-10-22,Rodney Hood,Jazz
2017-10-22,Frank Ntilikina,Knicks
2017-10-22,Isaiah Hicks,Knicks
2017-10-22,Elfrid Payton,Magic
2017-10-22,Richard Jefferson,Nuggets
2017-10-22,Eric Moreland,Pistons
2017-10-22,Jonas Valanciunas,Raptors
2017-10-22,Milos Tedosic,Clippers
2017-10-22,Nicolas Brussino,Hawks
2017-10-22,Alex Caruso,Lakers
2017-10-23,Kris Dunn,Bulls
2017-10-23,Dante Exum,Jazz
2017-10-23,Seth Curry,Mavericks
2017-10-23,Richaun Holmes,76ers
2017-10-23,Rajon Rondo,Pelicans
2017-10-23,Sheldon Mac,Wizards
2017-10-23,Miles Plumlee,Hawks
2017-10-23,Michael Carter-Williams,Hornets
2017-10-23,Rodney McGruder,Heat
2017-10-23,Omer Asik,Pelicans
2017-10-23,Davon Reed,Suns
2017-10-23,Glenn Robinson III,Pacers
2017-10-23,Nikola Mirotic,Bulls
2017-10-23,Isaiah Thomas,Cavaliers
2017-10-23,Gordon Hayward,Celtics
2017-10-23,Kadeem Allen,Celtics
2017-10-23,Marcus Morris,Celtics
2017-10-23,Ben McLemore,Grizzlies
