Date,Name,Team
2019-10-30,Nene Hilario ,Rockets
2019-10-30,Jalen Lecque,Suns
2019-10-30,Keita Bates-Diop,Timberwolves
2019-10-30,Naz Reid,Timberwolves
2019-10-30,Ian Mahinmi,Wizards
2019-10-30,Dragan Bender,Bucks
2019-10-30,Frank Mason,Bucks
2019-10-30,Enes Kanter,Celtics
2019-10-30,Nicolas Batum,Hornets
2019-10-30,Marvin Bagley III,Kings
2019-10-30,Alen Smailagic,Warriors
2019-10-30,Jordan McRae,Wizards
2019-10-30,Isaiah Roby,Mavericks
2019-10-30,Jrue Holiday,Pelicans
2019-10-30,Reggie Jackson ,Pistons
2019-10-30,John Henson,Cavaliers
2019-10-30,Derrick Jones Jr.,Heat
2019-10-30,Kevon Looney,Warriors
2019-10-30,Zach Collins,Blazers
2019-10-30,Derrick Favors,Pelicans
2019-10-30,Jordan Bone,Pistons
2019-10-30,Jared Harper,Suns
2019-10-30,Shake Milton,76ers
2019-10-30,Evan Turner,Hawks
2019-10-30,Elfrid Payton,Knicks
2019-10-30,Ryan Broekhoff,Mavericks
2019-10-30,Trey Burke,76ers
2019-10-30,Jaylen Brown,Celtics
2019-10-30,Kawhi Leonard,Clippers
2019-10-30,Edmond Sumner,Pacers
2019-10-30,Steven Adams,Thunder
2019-10-30,Jacob Evans,Warriors
2019-10-31,John Wall ,Wizards
2019-10-31,Gerald Green ,Rockets
2019-10-31,Ante Zizic,Cavaliers
2019-10-31,Zion Williamson,Pelicans
2019-10-31,Kyle Kuzma,Lakers
2019-10-31,Darius Miller,Pelicans
2019-10-31,Pau Gasol,Blazers
2019-10-31,Chandler Hutchison,Bulls
2019-10-31,Paul George,Clippers
2019-10-31,Dante Exum,Jazz
2019-10-31,Harry Giles,Kings
2019-10-31,Kadeem Allen,Knicks
2019-10-31,DeMarcus Cousins,Lakers
2019-10-31,Rajon Rondo,Lakers
2019-10-31,Blake Griffin,Pistons
2019-10-31,Sekou Doumbouya,Pistons
2019-10-31,Ty Jerome,Suns
2019-10-31,Andre Roberson,Thunder
2019-10-31,C.J. Miles,Wizards
2019-10-31,Zhaire Smith,76ers
2019-10-31,Jusuf Nurkic,Blazers
2019-10-31,Adam Mokoka,Bulls
2019-10-31,Cristiano Felicio,Bulls
2019-10-31,Max Strus,Bulls
2019-10-31,Andre Iguodala,Grizzlies
2019-10-31,Allen Crabbe,Hawks
2019-10-31,Chandler Parsons,Hawks
2019-10-31,Dion Waiters,Heat
2019-10-31,Reggie Bullock,Knicks
2019-10-31,Nicolas Claxton,Nets
2019-10-31,Bol Bol,Nuggets
2019-10-31,Michael Frazier II,Rockets
2019-10-31,Nene Hilario ,Rockets
2019-10-31,Jalen Lecque,Suns
2019-10-31,Keita Bates-Diop,Timberwolves
2019-10-31,Naz Reid,Timberwolves
2019-10-31,Ian Mahinmi,Wizards
2019-10-31,Dragan Bender,Bucks
2019-10-31,Frank Mason,Bucks
2019-10-31,Enes Kanter,Celtics
2019-10-31,Nicolas Batum,Hornets
2019-10-31,Marvin Bagley III,Kings
2019-10-31,Alen Smailagic,Warriors
2019-10-31,Jordan McRae,Wizards
2019-10-31,Isaiah Roby,Mavericks
2019-10-31,Reggie Jackson ,Pistons
2019-10-31,John Henson,Cavaliers
2019-10-31,Derrick Jones Jr.,Heat
2019-10-31,Kevon Looney,Warriors
2019-10-31,Zach Collins,Blazers
2019-10-31,Derrick Favors,Pelicans
2019-10-31,Jordan Bone,Pistons
2019-10-31,Jared Harper,Suns
2019-10-31,Shake Milton,76ers
2019-10-31,Evan Turner,Hawks
2019-10-31,Elfrid Payton,Knicks
2019-10-31,Ryan Broekhoff,Mavericks
2019-10-31,Trey Burke,76ers
2019-10-31,Jaylen Brown,Celtics
2019-10-31,Edmond Sumner,Pacers
2019-10-31,Steven Adams,Thunder
2019-10-31,Jacob Evans,Warriors
2019-10-31,Matthew Dellavedova,Cavaliers
2019-10-31,Trae Young,Hawks
2019-10-31,Justise Winslow,Heat
2019-10-31,K.Z. Okpala,Heat
2019-10-31,Will Barton,Nuggets
2019-10-31,Myles Turner,Pacers
2019-10-31,Stephen Curry,Warriors
2019-11-01,John Wall ,Wizards
2019-11-01,Gerald Green ,Rockets
2019-11-01,Ante Zizic,Cavaliers
2019-11-01,Zion Williamson,Pelicans
2019-11-01,Darius Miller,Pelicans
2019-11-01,Pau Gasol,Blazers
2019-11-01,Chandler Hutchison,Bulls
2019-11-01,Paul George,Clippers
2019-11-01,Dante Exum,Jazz
2019-11-01,Harry Giles,Kings
2019-11-01,DeMarcus Cousins,Lakers
2019-11-01,Rajon Rondo,Lakers
2019-11-01,Blake Griffin,Pistons
2019-11-01,Sekou Doumbouya,Pistons
2019-11-01,Ty Jerome,Suns
2019-11-01,Andre Roberson,Thunder
2019-11-01,C.J. Miles,Wizards
2019-11-01,Zhaire Smith,76ers
2019-11-01,Jusuf Nurkic,Blazers
2019-11-01,Adam Mokoka,Bulls
2019-11-01,Cristiano Felicio,Bulls
2019-11-01,Max Strus,Bulls
