Date,Name,Team
2016-12-12,Diamond Stone,Clippers
2016-12-12,Delon Wright,Raptors
2016-12-12,LaMarcus Aldridge,Spurs
2016-12-12,Josh Huestis,Thunder
2016-12-12,James Ennis,Grizzlies
2016-12-12,Reggie Bullock,Pistons
2016-12-12,Derrick Jones Jr.,Suns
2016-12-12,Jerryd Bayless,76ers
2016-12-12,Dion Waiters,Heat
2016-12-12,Dirk Nowitzki,Mavericks
2016-12-12,Gary Harris,Nuggets
2016-12-12,Christian Wood,Hornets
2016-12-12,Ian Mahinmi,Wizards
2016-12-12,Mike Conley Jr.,Grizzlies
2016-12-12,Vince Carter,Grizzlies
2016-12-12,Steve Novak,Bucks
2016-12-12,George Hill,Jazz
2016-12-12,Bobby Brown,Rockets
2016-12-12,Chinanu Onuaku,Rockets
2016-12-12,Rakeem Christmas,Pacers
2016-12-12,Jose Calderon,Lakers
2016-12-12,Dejounte Murray,Spurs
2016-12-12,Isaiah Thomas,Celtics
2016-12-12,Brandan Wright,Grizzlies
2016-12-12,Luke Babbitt,Heat
2016-12-12,Tarik Black,Lakers
2016-12-12,Andrew Bogut,Mavericks
2016-12-12,Manu Ginobili,Spurs
2016-12-12,Kent Bazemore,Hawks
2016-12-12,Rodney McGruder,Heat
2016-12-12,Rodney Hood,Jazz
2016-12-12,Jamal Murray,Nuggets
2016-12-12,Donatas Motiejunas,Rockets
2016-12-12,Aaron Harrison,Hornets
2016-12-12,Chris McCullough,Nets
2016-12-12,R.J. Hunter,Bulls
2016-12-12,Bryn Forbes,Spurs
2016-12-12,Jordan Mickey,Celtics
2016-12-12,Maurice N'dour,Knicks
2016-12-12,Bruno Caboclo,Raptors
2016-12-12,Nemanja Bjelica,Timberwolves
2016-12-12,Joel Embiid,76ers
2016-12-12,Tim Quarterman,Blazers
2016-12-12,Nikola Vucevic,Magic
2016-12-12,Justin Hamilton ,Nets
2016-12-12,Malik Beasley,Nuggets
2016-12-12,Anthony Davis,Pelicans
2016-12-12,Zaza Pachulia,Warriors
2016-12-12,Sergio Rodriguez,76ers
2016-12-12,Austin Rivers,Clippers
2016-12-12,Kyle O'Quinn,Knicks
2016-12-12,Kentavious Caldwell-Pope,Pistons
2016-12-12,Damian Jones,Warriors
2016-12-12,Matt Barnes,Kings
2016-12-12,Darrell Arthur,Nuggets
2016-12-12,Monta Ellis,Pacers
2016-12-12,Alex Len,Suns
2016-12-13,Jared Sullinger,Raptors
2016-12-13,Festus Ezeli,Blazers
2016-12-13,Shabazz Napier,Blazers
2016-12-13,Michael Beasley,Bucks
2016-12-13,Cristiano Felicio,Bulls
2016-12-13,Chris Bosh,Heat
2016-12-13,Alec Burks,Jazz
2016-12-13,Quincy Pondexter,Pelicans
2016-12-13,Tyreke Evans,Pelicans
2016-12-13,Ben Simmons,76ers
2016-12-13,Khris Middleton,Bucks
2016-12-13,Cameron Payne,Thunder
2016-12-13,Nikola Pekovic,Timberwolves
2016-12-13,Meyers Leonard,Blazers
2016-12-13,Brice Johnson,Clippers
2016-12-13,Tiago Splitter,Hawks
2016-12-13,Brook Lopez,Nets
2016-12-13,Michael Carter-Williams,Bulls
2016-12-13,Jarell Martin,Grizzlies
2016-12-13,Dante Cunningham,Pelicans
2016-12-13,Lance Stephenson,Pelicans
2016-12-13,Giorgios Papagiannis ,Kings
2016-12-13,Malachi Richardson,Kings
2016-12-13,Justise Winslow,Heat
2016-12-13,Derrick Favors,Jazz
2016-12-13,Quincy Acy,Mavericks
2016-12-13,Danuel House,Wizards
2016-12-13,Jose Barea ,Mavericks
2016-12-13,T.J. Warren,Suns
2016-12-13,Chandler Parsons,Grizzlies
2016-12-13,Diamond Stone,Clippers
2016-12-13,Delon Wright,Raptors
2016-12-13,LaMarcus Aldridge,Spurs
2016-12-13,Josh Huestis,Thunder
2016-12-13,James Ennis,Grizzlies
2016-12-13,Reggie Bullock,Pistons
2016-12-13,Derrick Jones Jr.,Suns
2016-12-13,Jerryd Bayless,76ers
2016-12-13,Dion Waiters,Heat
2016-12-13,Dirk Nowitzki,Mavericks
2016-12-13,Gary Harris,Nuggets
2016-12-13,Christian Wood,Hornets
2016-12-13,Ian Mahinmi,Wizards
2016-12-13,Mike Conley Jr.,Grizzlies
2016-12-13,Steve Novak,Bucks
2016-12-13,George Hill,Jazz
2016-12-13,Bobby Brown,Rockets
2016-12-13,Rakeem Christmas,Pacers
2016-12-13,Jose Calderon,Lakers
2016-12-13,Dejounte Murray,Spurs
2016-12-13,Isaiah Thomas,Celtics
2016-12-13,Brandan Wright,Grizzlies
2016-12-13,Luke Babbitt,Heat
2016-12-13,Tarik Black,Lakers
2016-12-13,Andrew Bogut,Mavericks
2016-12-13,Manu Ginobili,Spurs
2016-12-13,Rodney McGruder,Heat
2016-12-13,Rodney Hood,Jazz
2016-12-13,Jamal Murray,Nuggets
2016-12-13,Donatas Motiejunas,Rockets
2016-12-13,Aaron Harrison,Hornets
2016-12-13,Chris McCullough,Nets
2016-12-13,Bryn Forbes,Spurs
2016-12-13,Jordan Mickey,Celtics
2016-12-13,Maurice N'dour,Knicks
2016-12-13,Bruno Caboclo,Raptors
2016-12-13,Joel Embiid,76ers
2016-12-13,Nikola Vucevic,Magic
2016-12-13,Justin Hamilton ,Nets
2016-12-13,Malik Beasley,Nuggets
2016-12-13,Anthony Davis,Pelicans
2016-12-13,Zaza Pachulia,Warriors
2016-12-13,Sergio Rodriguez,76ers
2016-12-13,Austin Rivers,Clippers
2016-12-13,Kentavious Caldwell-Pope,Pistons
2016-12-13,Matt Barnes,Kings
2016-12-13,Darrell Arthur,Nuggets
2016-12-13,Monta Ellis,Pacers
2016-12-13,Alex Len,Suns
2016-12-13,Al-Farouq Aminu,Blazers
2016-12-13,Rajon Rondo,Bulls
2016-12-13,Kyrie Irving,Cavaliers
2016-12-13,Marc Gasol,Grizzlies
2016-12-13, Mike Scott,Hawks
2016-12-13,Marshall Plumlee,Knicks
2016-12-13,C.J. Wilcox,Magic
2016-12-13,Victor Oladipo,Thunder
2016-12-13,John Lucas III,Timberwolves
2016-12-13,James McAdoo ,Warriors
2016-12-14,Jared Sullinger,Raptors
2016-12-14,Festus Ezeli,Blazers
2016-12-14,Shabazz Napier,Blazers
2016-12-14,Michael Beasley,Bucks
2016-12-14,Cristiano Felicio,Bulls
2016-12-14,Chris Bosh,Heat
2016-12-14,Alec Burks,Jazz
2016-12-14,Quincy Pondexter,Pelicans
2016-12-14,Tyreke Evans,Pelicans
2016-12-14,Ben Simmons,76ers
2016-12-14,Khris Middleton,Bucks
2016-12-14,Cameron Payne,Thunder
2016-12-14,Nikola Pekovic,Timberwolves
2016-12-14,Meyers Leonard,Blazers
2016-12-14,Brice Johnson,Clippers
2016-12-14,Tiago Splitter,Hawks
2016-12-14,Brook Lopez,Nets
2016-12-14,Michael Carter-Williams,Bulls
2016-12-14,Jarell Martin,Grizzlies
2016-12-14,Dante Cunningham,Pelicans
2016-12-14,Lance Stephenson,Pelicans
2016-12-14,Giorgios Papagiannis ,Kings
2016-12-14,Quincy Acy,Mavericks
2016-12-14,Danuel House,Wizards
2016-12-14,Jose Barea ,Mavericks
2016-12-14,T.J. Warren,Suns
2016-12-14,Chandler Parsons,Grizzlies
2016-12-14,Diamond Stone,Clippers
2016-12-14,Delon Wright,Raptors
2016-12-14,LaMarcus Aldridge,Spurs
2016-12-14,Josh Huestis,Thunder
2016-12-14,James Ennis,Grizzlies
2016-12-14,Reggie Bullock,Pistons
2016-12-14,Derrick Jones Jr.,Suns
2016-12-14,Jerryd Bayless,76ers
2016-12-14,Dion Waiters,Heat
2016-12-14,Dirk Nowitzki,Mavericks
2016-12-14,Gary Harris,Nuggets
2016-12-14,Christian Wood,Hornets
2016-12-14,Ian Mahinmi,Wizards
2016-12-14,Mike Conley Jr.,Grizzlies
2016-12-14,Steve Novak,Bucks
2016-12-14,George Hill,Jazz
2016-12-14,Bobby Brown,Rockets
2016-12-14,Rakeem Christmas,Pacers
2016-12-14,Jose Calderon,Lakers
2016-12-14,Dejounte Murray,Spurs
2016-12-14,Isaiah Thomas,Celtics
2016-12-14,Brandan Wright,Grizzlies
2016-12-14,Tarik Black,Lakers
2016-12-14,Andrew Bogut,Mavericks
2016-12-14,Manu Ginobili,Spurs
2016-12-14,Rodney McGruder,Heat
2016-12-14,Jamal Murray,Nuggets
2016-12-14,Donatas Motiejunas,Rockets
2016-12-14,Aaron Harrison,Hornets
2016-12-14,Chris McCullough,Nets
2016-12-14,Maurice N'dour,Knicks
2016-12-14,Bruno Caboclo,Raptors
2016-12-14,Nikola Vucevic,Magic
2016-12-14,Malik Beasley,Nuggets
2016-12-14,Anthony Davis,Pelicans
2016-12-14,Zaza Pachulia,Warriors
2016-12-14,Darrell Arthur,Nuggets
2016-12-14,Monta Ellis,Pacers
2016-12-14,Alex Len,Suns
2016-12-14,Al-Farouq Aminu,Blazers
2016-12-14,Rajon Rondo,Bulls
2016-12-14,Kyrie Irving,Cavaliers
2016-12-14, Mike Scott,Hawks
2016-12-14,Marshall Plumlee,Knicks
2016-12-14,Victor Oladipo,Thunder
2016-12-14,John Lucas III,Timberwolves
2016-12-14,James McAdoo ,Warriors
2016-12-14,Nerlens Noel,76ers
2016-12-14,Kevin Love,Cavaliers
2016-12-14,LeBron James,Cavaliers
2016-12-14,Gerald Green ,Celtics
2016-12-14,Luc Mbah a Moute,Clippers
2016-12-14,Deyonta Davis,Grizzlies
2016-12-14,Ben McLemore,Kings
2016-12-14,DeMarcus Cousins,Kings
2016-12-14,Rudy Gay,Kings
2016-12-14,Derrick Rose,Knicks
2016-12-14,Jeremy Lin,Nets
2016-12-14,Tim Frazier,Pelicans
2016-12-14,Henry Ellenson,Pistons
2016-12-14,Lucas Nogueira,Raptors
2016-12-14,Chinanu Onuaku,Rockets
2016-12-14,Markieff Morris,Wizards
2016-12-15,Jared Sullinger,Raptors
2016-12-15,Festus Ezeli,Blazers
2016-12-15,Shabazz Napier,Blazers
2016-12-15,Michael Beasley,Bucks
2016-12-15,Cristiano Felicio,Bulls
2016-12-15,Chris Bosh,Heat
2016-12-15,Alec Burks,Jazz
2016-12-15,Quincy Pondexter,Pelicans
2016-12-15,Ben Simmons,76ers
2016-12-15,Khris Middleton,Bucks
2016-12-15,Cameron Payne,Thunder
2016-12-15,Nikola Pekovic,Timberwolves
2016-12-15,Meyers Leonard,Blazers
2016-12-15,Brice Johnson,Clippers
2016-12-15,Tiago Splitter,Hawks
2016-12-15,Brook Lopez,Nets
2016-12-15,Michael Carter-Williams,Bulls
2016-12-15,Jarell Martin,Grizzlies
2016-12-15,Dante Cunningham,Pelicans
2016-12-15,Lance Stephenson,Pelicans
2016-12-15,Giorgios Papagiannis ,Kings
2016-12-15,Quincy Acy,Mavericks
2016-12-15,Danuel House,Wizards
2016-12-15,Jose Barea ,Mavericks
2016-12-15,T.J. Warren,Suns
2016-12-15,Chandler Parsons,Grizzlies
2016-12-15,Diamond Stone,Clippers
2016-12-15,Delon Wright,Raptors
2016-12-15,LaMarcus Aldridge,Spurs
2016-12-15,Josh Huestis,Thunder
2016-12-15,James Ennis,Grizzlies
2016-12-15,Reggie Bullock,Pistons
2016-12-15,Jerryd Bayless,76ers
2016-12-15,Dion Waiters,Heat
2016-12-15,Dirk Nowitzki,Mavericks
2016-12-15,Christian Wood,Hornets
2016-12-15,Ian Mahinmi,Wizards
2016-12-15,Mike Conley Jr.,Grizzlies
2016-12-15,George Hill,Jazz
2016-12-15,Bobby Brown,Rockets
2016-12-15,Rakeem Christmas,Pacers
2016-12-15,Jose Calderon,Lakers
2016-12-15,Dejounte Murray,Spurs
2016-12-15,Isaiah Thomas,Celtics
2016-12-15,Brandan Wright,Grizzlies
2016-12-15,Tarik Black,Lakers
2016-12-15,Andrew Bogut,Mavericks
2016-12-15,Manu Ginobili,Spurs
2016-12-15,Rodney McGruder,Heat
2016-12-15,Jamal Murray,Nuggets
2016-12-15,Donatas Motiejunas,Rockets
2016-12-15,Aaron Harrison,Hornets
2016-12-15,Chris McCullough,Nets
2016-12-15,Bruno Caboclo,Raptors
2016-12-15,Nikola Vucevic,Magic
2016-12-15,Malik Beasley,Nuggets
2016-12-15,Anthony Davis,Pelicans
2016-12-15,Zaza Pachulia,Warriors
2016-12-15,Darrell Arthur,Nuggets
2016-12-15,Monta Ellis,Pacers
2016-12-15,Alex Len,Suns
2016-12-15,Al-Farouq Aminu,Blazers
2016-12-15,Kyrie Irving,Cavaliers
2016-12-15, Mike Scott,Hawks
2016-12-15,Victor Oladipo,Thunder
2016-12-15,John Lucas III,Timberwolves
2016-12-15,Nerlens Noel,76ers
2016-12-15,Kevin Love,Cavaliers
2016-12-15,LeBron James,Cavaliers
2016-12-15,Gerald Green ,Celtics
2016-12-15,Luc Mbah a Moute,Clippers
2016-12-15,Deyonta Davis,Grizzlies
2016-12-15,Ben McLemore,Kings
2016-12-15,DeMarcus Cousins,Kings
2016-12-15,Rudy Gay,Kings
2016-12-15,Derrick Rose,Knicks
2016-12-15,Jeremy Lin,Nets
2016-12-15,Tim Frazier,Pelicans
2016-12-15,Henry Ellenson,Pistons
2016-12-15,Lucas Nogueira,Raptors
2016-12-15,Chinanu Onuaku,Rockets
2016-12-15,Markieff Morris,Wizards
2016-12-15,R.J. Hunter,Bulls
2016-12-15,Carmelo Anthony,Knicks
2016-12-15,Alonzo Gee,Nuggets
2016-12-15,Rodney Stuckey,Pacers
2016-12-15,Damian Jones,Warriors
2016-12-16,Jared Sullinger,Raptors
2016-12-16,Festus Ezeli,Blazers
2016-12-16,Shabazz Napier,Blazers
2016-12-16,Michael Beasley,Bucks
2016-12-16,Cristiano Felicio,Bulls
2016-12-16,Chris Bosh,Heat
2016-12-16,Alec Burks,Jazz
2016-12-16,Quincy Pondexter,Pelicans
2016-12-16,Ben Simmons,76ers
2016-12-16,Khris Middleton,Bucks
2016-12-16,Cameron Payne,Thunder
2016-12-16,Nikola Pekovic,Timberwolves
2016-12-16,Meyers Leonard,Blazers
2016-12-16,Brice Johnson,Clippers
2016-12-16,Tiago Splitter,Hawks
2016-12-16,Brook Lopez,Nets
2016-12-16,Michael Carter-Williams,Bulls
2016-12-16,Jarell Martin,Grizzlies
2016-12-16,Dante Cunningham,Pelicans
2016-12-16,Lance Stephenson,Pelicans
2016-12-16,Giorgios Papagiannis ,Kings
2016-12-16,Quincy Acy,Mavericks
2016-12-16,Danuel House,Wizards
2016-12-16,Jose Barea ,Mavericks
2016-12-16,T.J. Warren,Suns
2016-12-16,Chandler Parsons,Grizzlies
2016-12-16,Diamond Stone,Clippers
2016-12-16,Delon Wright,Raptors
2016-12-16,LaMarcus Aldridge,Spurs
2016-12-16,Josh Huestis,Thunder
2016-12-16,James Ennis,Grizzlies
2016-12-16,Reggie Bullock,Pistons
2016-12-16,Jerryd Bayless,76ers
2016-12-16,Dion Waiters,Heat
2016-12-16,Dirk Nowitzki,Mavericks
2016-12-16,Christian Wood,Hornets
2016-12-16,Ian Mahinmi,Wizards
2016-12-16,George Hill,Jazz
2016-12-16,Bobby Brown,Rockets
2016-12-16,Rakeem Christmas,Pacers
2016-12-16,Jose Calderon,Lakers
2016-12-16,Dejounte Murray,Spurs
2016-12-16,Brandan Wright,Grizzlies
2016-12-16,Andrew Bogut,Mavericks
2016-12-16,Manu Ginobili,Spurs
2016-12-16,Rodney McGruder,Heat
2016-12-16,Jamal Murray,Nuggets
2016-12-16,Donatas Motiejunas,Rockets
2016-12-16,Aaron Harrison,Hornets
2016-12-16,Chris McCullough,Nets
2016-12-16,Bruno Caboclo,Raptors
2016-12-16,Malik Beasley,Nuggets
2016-12-16,Anthony Davis,Pelicans
2016-12-16,Zaza Pachulia,Warriors
2016-12-16,Darrell Arthur,Nuggets
2016-12-16,Monta Ellis,Pacers
2016-12-16,Alex Len,Suns
2016-12-16,Al-Farouq Aminu,Blazers
2016-12-16,Kyrie Irving,Cavaliers
2016-12-16, Mike Scott,Hawks
2016-12-16,Victor Oladipo,Thunder
2016-12-16,John Lucas III,Timberwolves
2016-12-16,Kevin Love,Cavaliers
2016-12-16,LeBron James,Cavaliers
2016-12-16,Gerald Green ,Celtics
2016-12-16,Luc Mbah a Moute,Clippers
2016-12-16,Deyonta Davis,Grizzlies
2016-12-16,DeMarcus Cousins,Kings
2016-12-16,Rudy Gay,Kings
2016-12-16,Derrick Rose,Knicks
2016-12-16,Henry Ellenson,Pistons
2016-12-16,R.J. Hunter,Bulls
2016-12-16,Carmelo Anthony,Knicks
2016-12-16,Alonzo Gee,Nuggets
2016-12-16,Rodney Stuckey,Pacers
2016-12-16,Damian Jones,Warriors
2016-12-16,Hollis Thompson,76ers
2016-12-16,Chris Andersen,Cavaliers
2016-12-16,Demetrius Jackson,Celtics
2016-12-16,Wade Baldwin IV,Grizzlies
2016-12-16,Tyler Johnson,Heat
2016-12-16,Omri Casspi,Kings
2016-12-16,Ivica Zubac,Lakers
2016-12-16,C.J. Wilcox,Magic
2016-12-16,Stephen Zimmerman Jr.,Magic
2016-12-16,Justin Hamilton ,Nets
2016-12-16,Solomon Hill,Pelicans
2016-12-16,Tyreke Evans,Pelicans
2016-12-17,Jared Sullinger,Raptors
2016-12-17,Festus Ezeli,Blazers
2016-12-17,Shabazz Napier,Blazers
2016-12-17,Michael Beasley,Bucks
2016-12-17,Cristiano Felicio,Bulls
2016-12-17,Chris Bosh,Heat
2016-12-17,Alec Burks,Jazz
2016-12-17,Quincy Pondexter,Pelicans
2016-12-17,Ben Simmons,76ers
2016-12-17,Khris Middleton,Bucks
2016-12-17,Cameron Payne,Thunder
2016-12-17,Nikola Pekovic,Timberwolves
2016-12-17,Meyers Leonard,Blazers
2016-12-17,Brice Johnson,Clippers
2016-12-17,Tiago Splitter,Hawks
2016-12-17,Brook Lopez,Nets
2016-12-17,Michael Carter-Williams,Bulls
2016-12-17,Jarell Martin,Grizzlies
2016-12-17,Dante Cunningham,Pelicans
2016-12-17,Lance Stephenson,Pelicans
2016-12-17,Giorgios Papagiannis ,Kings
2016-12-17,Quincy Acy,Mavericks
2016-12-17,Danuel House,Wizards
2016-12-17,Jose Barea ,Mavericks
2016-12-17,Chandler Parsons,Grizzlies
2016-12-17,Diamond Stone,Clippers
2016-12-17,Delon Wright,Raptors
2016-12-17,LaMarcus Aldridge,Spurs
2016-12-17,Josh Huestis,Thunder
2016-12-17,James Ennis,Grizzlies
2016-12-17,Reggie Bullock,Pistons
2016-12-17,Jerryd Bayless,76ers
2016-12-17,Dion Waiters,Heat
2016-12-17,Dirk Nowitzki,Mavericks
2016-12-17,Christian Wood,Hornets
2016-12-17,Ian Mahinmi,Wizards
2016-12-17,George Hill,Jazz
2016-12-17,Bobby Brown,Rockets
2016-12-17,Rakeem Christmas,Pacers
2016-12-17,Jose Calderon,Lakers
2016-12-17,Dejounte Murray,Spurs
2016-12-17,Brandan Wright,Grizzlies
2016-12-17,Andrew Bogut,Mavericks
2016-12-17,Manu Ginobili,Spurs
2016-12-17,Rodney McGruder,Heat
2016-12-17,Jamal Murray,Nuggets
2016-12-17,Donatas Motiejunas,Rockets
2016-12-17,Aaron Harrison,Hornets
2016-12-17,Chris McCullough,Nets
2016-12-17,Bruno Caboclo,Raptors
2016-12-17,Malik Beasley,Nuggets
2016-12-17,Anthony Davis,Pelicans
2016-12-17,Monta Ellis,Pacers
2016-12-17,Al-Farouq Aminu,Blazers
2016-12-17,Victor Oladipo,Thunder
2016-12-17,John Lucas III,Timberwolves
2016-12-17,Gerald Green ,Celtics
2016-12-17,Luc Mbah a Moute,Clippers
2016-12-17,Deyonta Davis,Grizzlies
2016-12-17,DeMarcus Cousins,Kings
2016-12-17,Rudy Gay,Kings
2016-12-17,Derrick Rose,Knicks
2016-12-17,R.J. Hunter,Bulls
2016-12-17,Alonzo Gee,Nuggets
2016-12-17,Rodney Stuckey,Pacers
2016-12-17,Damian Jones,Warriors
2016-12-17,Hollis Thompson,76ers
2016-12-17,Chris Andersen,Cavaliers
2016-12-17,Demetrius Jackson,Celtics
2016-12-17,Wade Baldwin IV,Grizzlies
2016-12-17,Tyler Johnson,Heat
2016-12-17,Omri Casspi,Kings
2016-12-17,C.J. Wilcox,Magic
2016-12-17,Stephen Zimmerman Jr.,Magic
2016-12-17,Justin Hamilton ,Nets
2016-12-17,Solomon Hill,Pelicans
2016-12-17,Tyreke Evans,Pelicans
2016-12-17,DeAndre Bembry,Hawks
2016-12-17,Wayne Ellington,Heat
2016-12-17,Marshall Plumlee,Knicks
2016-12-17,D'Angelo Russell,Lakers
2016-12-17,Tarik Black,Lakers
2016-12-17,Jon Leuer,Pistons
2016-12-17,Derrick Jones Jr.,Suns
2016-12-17,John Jenkins,Suns
2016-12-17,Anderson Varejao,Warriors
2016-12-18,Jared Sullinger,Raptors
2016-12-18,Festus Ezeli,Blazers
2016-12-18,Shabazz Napier,Blazers
2016-12-18,Michael Beasley,Bucks
2016-12-18,Cristiano Felicio,Bulls
2016-12-18,Chris Bosh,Heat
2016-12-18,Alec Burks,Jazz
2016-12-18,Quincy Pondexter,Pelicans
2016-12-18,Ben Simmons,76ers
2016-12-18,Khris Middleton,Bucks
2016-12-18,Cameron Payne,Thunder
2016-12-18,Nikola Pekovic,Timberwolves
2016-12-18,Meyers Leonard,Blazers
2016-12-18,Brice Johnson,Clippers
2016-12-18,Tiago Splitter,Hawks
2016-12-18,Brook Lopez,Nets
2016-12-18,Michael Carter-Williams,Bulls
2016-12-18,Jarell Martin,Grizzlies
2016-12-18,Lance Stephenson,Pelicans
2016-12-18,Giorgios Papagiannis ,Kings
2016-12-18,Quincy Acy,Mavericks
2016-12-18,Danuel House,Wizards
2016-12-18,Jose Barea ,Mavericks
2016-12-18,Chandler Parsons,Grizzlies
2016-12-18,Diamond Stone,Clippers
2016-12-18,Delon Wright,Raptors
2016-12-18,Josh Huestis,Thunder
2016-12-18,Reggie Bullock,Pistons
2016-12-18,Jerryd Bayless,76ers
2016-12-18,Dion Waiters,Heat
2016-12-18,Dirk Nowitzki,Mavericks
2016-12-18,Christian Wood,Hornets
2016-12-18,Ian Mahinmi,Wizards
2016-12-18,George Hill,Jazz
2016-12-18,Bobby Brown,Rockets
2016-12-18,Rakeem Christmas,Pacers
2016-12-18,Jose Calderon,Lakers
2016-12-18,Dejounte Murray,Spurs
2016-12-18,Brandan Wright,Grizzlies
2016-12-18,Andrew Bogut,Mavericks
2016-12-18,Manu Ginobili,Spurs
2016-12-18,Rodney McGruder,Heat
2016-12-18,Jamal Murray,Nuggets
2016-12-18,Donatas Motiejunas,Rockets
2016-12-18,Aaron Harrison,Hornets
2016-12-18,Chris McCullough,Nets
2016-12-18,Bruno Caboclo,Raptors
2016-12-18,Malik Beasley,Nuggets
2016-12-18,Anthony Davis,Pelicans
2016-12-18,Monta Ellis,Pacers
2016-12-18,Al-Farouq Aminu,Blazers
2016-12-18,Victor Oladipo,Thunder
2016-12-18,John Lucas III,Timberwolves
2016-12-18,Deyonta Davis,Grizzlies
2016-12-18,DeMarcus Cousins,Kings
2016-12-18,Rudy Gay,Kings
2016-12-18,Derrick Rose,Knicks
2016-12-18,R.J. Hunter,Bulls
2016-12-18,Alonzo Gee,Nuggets
2016-12-18,Rodney Stuckey,Pacers
2016-12-18,Damian Jones,Warriors
2016-12-18,Chris Andersen,Cavaliers
2016-12-18,Demetrius Jackson,Celtics
2016-12-18,Wade Baldwin IV,Grizzlies
2016-12-18,C.J. Wilcox,Magic
2016-12-18,Stephen Zimmerman Jr.,Magic
2016-12-18,Solomon Hill,Pelicans
2016-12-18,DeAndre Bembry,Hawks
2016-12-18,Wayne Ellington,Heat
2016-12-18,Marshall Plumlee,Knicks
2016-12-18,D'Angelo Russell,Lakers
2016-12-18,Tarik Black,Lakers
2016-12-18,Jon Leuer,Pistons
2016-12-18,Derrick Jones Jr.,Suns
2016-12-18,John Jenkins,Suns
2016-12-18,Anderson Varejao,Warriors
2016-12-18,Nik Stauskas,76ers
2016-12-18,Jordan Mickey,Celtics
2016-12-18,Spencer Dinwiddie,Nets
2016-12-18,Cory Joseph,Raptors
2016-12-18,Jason Smith,Wizards
2016-12-18,Kelly Oubre Jr.,Wizards
2016-12-18,Bryn Forbes,Spurs
2016-12-19,Jared Sullinger,Raptors
2016-12-19,Festus Ezeli,Blazers
2016-12-19,Shabazz Napier,Blazers
2016-12-19,Michael Beasley,Bucks
2016-12-19,Cristiano Felicio,Bulls
2016-12-19,Chris Bosh,Heat
2016-12-19,Alec Burks,Jazz
2016-12-19,Quincy Pondexter,Pelicans
2016-12-19,Ben Simmons,76ers
2016-12-19,Khris Middleton,Bucks
2016-12-19,Cameron Payne,Thunder
2016-12-19,Nikola Pekovic,Timberwolves
2016-12-19,Meyers Leonard,Blazers
2016-12-19,Brice Johnson,Clippers
2016-12-19,Tiago Splitter,Hawks
2016-12-19,Brook Lopez,Nets
2016-12-19,Michael Carter-Williams,Bulls
2016-12-19,Jarell Martin,Grizzlies
2016-12-19,Lance Stephenson,Pelicans
2016-12-19,Giorgios Papagiannis ,Kings
2016-12-19,Quincy Acy,Mavericks
2016-12-19,Danuel House,Wizards
2016-12-19,Chandler Parsons,Grizzlies
2016-12-19,Diamond Stone,Clippers
2016-12-19,Delon Wright,Raptors
2016-12-19,Reggie Bullock,Pistons
2016-12-19,Jerryd Bayless,76ers
2016-12-19,Dion Waiters,Heat
2016-12-19,Dirk Nowitzki,Mavericks
2016-12-19,Christian Wood,Hornets
2016-12-19,Ian Mahinmi,Wizards
2016-12-19,George Hill,Jazz
2016-12-19,Bobby Brown,Rockets
2016-12-19,Rakeem Christmas,Pacers
2016-12-19,Jose Calderon,Lakers
2016-12-19,Dejounte Murray,Spurs
2016-12-19,Brandan Wright,Grizzlies
2016-12-19,Andrew Bogut,Mavericks
2016-12-19,Manu Ginobili,Spurs
2016-12-19,Rodney McGruder,Heat
2016-12-19,Jamal Murray,Nuggets
2016-12-19,Donatas Motiejunas,Rockets
2016-12-19,Aaron Harrison,Hornets
2016-12-19,Chris McCullough,Nets
2016-12-19,Bruno Caboclo,Raptors
2016-12-19,Malik Beasley,Nuggets
2016-12-19,Anthony Davis,Pelicans
2016-12-19,Monta Ellis,Pacers
2016-12-19,Al-Farouq Aminu,Blazers
2016-12-19,Victor Oladipo,Thunder
2016-12-19,John Lucas III,Timberwolves
2016-12-19,Deyonta Davis,Grizzlies
2016-12-19,DeMarcus Cousins,Kings
2016-12-19,Rudy Gay,Kings
2016-12-19,Derrick Rose,Knicks
2016-12-19,R.J. Hunter,Bulls
2016-12-19,Alonzo Gee,Nuggets
2016-12-19,Rodney Stuckey,Pacers
2016-12-19,Damian Jones,Warriors
2016-12-19,Chris Andersen,Cavaliers
2016-12-19,Demetrius Jackson,Celtics
2016-12-19,Wade Baldwin IV,Grizzlies
2016-12-19,C.J. Wilcox,Magic
2016-12-19,Stephen Zimmerman Jr.,Magic
2016-12-19,Solomon Hill,Pelicans
2016-12-19,Wayne Ellington,Heat
2016-12-19,Marshall Plumlee,Knicks
2016-12-19,D'Angelo Russell,Lakers
2016-12-19,Tarik Black,Lakers
2016-12-19,Derrick Jones Jr.,Suns
2016-12-19,John Jenkins,Suns
2016-12-19,Anderson Varejao,Warriors
2016-12-19,Nik Stauskas,76ers
2016-12-19,Jordan Mickey,Celtics
2016-12-19,Spencer Dinwiddie,Nets
2016-12-19,Cory Joseph,Raptors
2016-12-19,Bryn Forbes,Spurs
2016-12-19,Kevin Love,Cavaliers
2016-12-19,Blake Griffin,Clippers
2016-12-19,Dwight Howard,Hawks
2016-12-19,Michael Gbinije,Pistons
2016-12-19,Clint Capela,Rockets
2016-12-20,Jared Sullinger,Raptors
2016-12-20,Festus Ezeli,Blazers
2016-12-20,Shabazz Napier,Blazers
2016-12-20,Michael Beasley,Bucks
