Date,Team,Name,In_Out
2010-10-03,Bulls,Carlos Boozer,Out
2010-10-06,Pistons,Jonas Jerebko,Out
2010-10-06,Pistons,Terrico White,Out
2010-10-08,Blazers,Jeff Ayres,Out
2010-10-08,Nets,Troy Murphy,Out
2010-10-08,Pistons,Jonas Jerebko,Out
2010-10-08,Pistons,Terrico White,Out
2010-10-09,Nuggets,Al Harrington,Out
2010-10-12,Bucks,Darington Hobson,Out
2010-10-12,Kings,Samuel Dalembert,Out
2010-10-17,Bobcats,Dominic McGuire,Out
2010-10-18,Warriors,Lou Amundson,Out
2010-10-19,Suns,Josh Childress,Out
2010-10-22,Heat,Mike Miller,Out
2010-10-25,Thunder,Nick Collison,Out
2010-10-25,Timberwolves,Martell Webster,Out
2010-10-26,Blazers,Elliot Williams,Out
2010-10-26,Blazers,Greg Oden,Out
2010-10-26,Blazers,Joel Przybilla,Out
2010-10-26,Celtics,Avery Bradley,Out
2010-10-26,Celtics,Kendrick Perkins,Out
2010-10-26,Celtics,Luke Harangody,Out
2010-10-26,Heat,Dexter Pittman,Out
2010-10-26,Heat,Jerry Stackhouse,Out
2010-10-26,Heat,Mario Chalmers,Out
2010-10-26,Heat,Mike Miller,Out
2010-10-26,Lakers,Andrew Bynum,Out
2010-10-26,Lakers,Luke Walton,Out
2010-10-26,Rockets,Jermaine Taylor,Out
2010-10-26,Rockets,Kyle Lowry,Out
2010-10-26,Rockets,Patrick Patterson,Out
2010-10-26,Suns,Gani Lawal,Out
2010-10-26,Suns,Matt Janning,Out
2010-10-27,76ers,Craig Brackins,Out
2010-10-27,76ers,Jodie Meeks,Out
2010-10-27,Bobcats,Dominic McGuire,Out
2010-10-27,Bobcats,Eduardo Najera,Out
2010-10-27,Bobcats,Kwame Brown,Out
2010-10-27,Bucks,Chris Douglas-Roberts,Out
2010-10-27,Bucks,Jon Brockman,Out
2010-10-27,Bucks,Luc Mbah a Moute,Out
2010-10-27,Bucks,Michael Redd,Out
2010-10-27,Bulls,Carlos Boozer,Out
2010-10-27,Cavaliers,Christian Eyenga,Out
2010-10-27,Cavaliers,Mo Williams,Out
2010-10-27,Cavaliers,Samardo Samuels,Out
2010-10-27,Clippers,Craig Smith,Out
2010-10-27,Clippers,Willie Warren,Out
2010-10-27,Grizzlies,Greivis Vasquez,Out
2010-10-27,Grizzlies,Marc Gasol,Out
2010-10-27,Hawks,Etan Thomas,Out
2010-10-27,Hawks,Pape Sy,Out
2010-10-27,Heat,Jamaal Magloire,Out
2010-10-27,Heat,Jerry Stackhouse,In
2010-10-27,Hornets,Aaron Gray,Out
2010-10-27,Hornets,Joe Alexander,Out
2010-10-27,Hornets,Quincy Pondexter,Out
2010-10-27,Jazz,Mehmet Okur,Out
2010-10-27,Kings,Antoine Wright,Out
2010-10-27,Kings,Samuel Dalembert,Out
2010-10-27,Knicks,Anthony Randolph,Out
2010-10-27,Knicks,Eddy Curry,Out
2010-10-27,Knicks,Kelenna Azubuike,Out
2010-10-27,Mavericks,Alex Ajinca,Out
2010-10-27,Mavericks,Rodrigue Beaubois,Out
2010-10-27,Mavericks,Steve Novak,Out
2010-10-27,Nets,Ben Uzoh,Out
2010-10-27,Nets,Quinton Ross,Out
2010-10-27,Nets,Troy Murphy,Out
2010-10-27,Nuggets,Chris Andersen,Out
2010-10-27,Nuggets,Kenyon Martin,Out
2010-10-27,Pacers,A.J. Price,Out
2010-10-27,Pacers,Dahntay Jones,Out
2010-10-27,Pacers,Lance Stephenson,Out
2010-10-27,Pistons,Chris Wilcox,Out
2010-10-27,Pistons,Jonas Jerebko,Out
2010-10-27,Pistons,Terrico White,Out
2010-10-27,Raptors,Ed Davis ,Out
2010-10-27,Raptors,Marcus Banks,Out
2010-10-27,Raptors,Solomon Alabi,Out
2010-10-27,Rockets,Yao Ming,Out
2010-10-27,Rockets,Jermaine Taylor,In
2010-10-27,Spurs,Alonzo Gee,Out
2010-10-27,Spurs,Tiago Splitter,Out
2010-10-27,Thunder,B.J. Mullens,Out
2010-10-27,Thunder,Morris Peterson,Out
2010-10-27,Thunder,Nick Collison,Out
2010-10-27,Timberwolves,Jonny Flynn,Out
2010-10-27,Timberwolves,Martell Webster,Out
2010-10-27,Timberwolves,Maurice Ager,Out
2010-10-27,Warriors,Ekpe Udoh,Out
2010-10-27,Warriors,Jeremy Lin,Out
2010-10-27,Warriors,Lou Amundson,Out
2010-10-28,Grizzlies,Zach Randolph,Out
2010-10-28,Hawks,Maurice Evans,Out
2010-10-28,Magic,Daniel Orton,Out
2010-10-28,Magic,Malik Allen,Out
2010-10-28,Spurs,Matt Bonner,Out
2010-10-28,Wizards,Gilbert Arenas,Out
2010-10-28,Wizards,Josh Howard,Out
2010-10-28,Wizards,Kevin Seraphin,Out
2010-10-29,Cavaliers,Samardo Samuels,In
2010-10-29,Celtics,Jermaine O'Neal,Out
2010-10-29,Celtics,Luke Harangody,In
2010-10-29,Grizzlies,Zach Randolph,Out
2010-10-29,Grizzlies,Marc Gasol,In
2010-10-29,Hawks,Maurice Evans,Out
2010-10-29,Hawks,Etan Thomas,In
2010-10-29,Heat,Juwan Howard,Out
2010-10-29,Heat,Jamaal Magloire,In
2010-10-29,Heat,Mario Chalmers,In
2010-10-29,Kings,Pooh Jeter,Out
2010-10-29,Kings,Hassan Whiteside,Out
2010-10-29,Kings,Antoine Wright,In
2010-10-29,Kings,Samuel Dalembert,In
2010-10-29,Pistons,Will Bynum,Out
2010-10-29,Raptors,Joey Dorsey,Out
2010-10-29,Raptors,Marcus Banks,In
2010-10-29,Warriors,Jeff Adrien,Out
2010-10-29,Warriors,Jeremy Lin,In
2010-10-30,Cavaliers,Samardo Samuels,Out
2010-10-30,Grizzlies,Xavier Henry,Out
2010-10-30,Grizzlies,Greivis Vasquez,In
2010-10-30,Pacers,Jeff Foster,Out
2010-10-30,Pacers,Dahntay Jones,In
2010-10-30,Pistons,Will Bynum,Out
2010-10-30,Rockets,Ish Smith,Out
2010-10-30,Rockets,Kyle Lowry,In
2010-10-30,Rockets,Yao Ming,In
2010-10-30,Spurs,Matt Bonner,Out
2010-10-30,Spurs,Alonzo Gee,In
2010-10-30,Wizards,Kevin Seraphin,In
2010-10-31,Clippers,Randy Foye,Out
2010-10-31,Clippers,Craig Smith,In
2010-10-31,Warriors,Stephen Curry,Out
2010-10-31,Warriors,Jeff Adrien,In
2010-11-01,Clippers,Baron Davis,Out
2010-11-01,Clippers,Willie Warren,In
2010-11-01,Raptors,Marcus Banks,Out
2010-11-01,Raptors,Joey Dorsey,In
2010-11-01,Spurs,Alonzo Gee,Out
2010-11-01,Spurs,Tiago Splitter,In
2010-11-02,Blazers,Patty Mills,Out
2010-11-02,Blazers,Elliot Williams,In
2010-11-02,Cavaliers,Antawn Jamison,Out
2010-11-02,Cavaliers,Mo Williams,In
2010-11-02,Celtics,Shaquille O'Neal,Out
2010-11-02,Celtics,Jermaine O'Neal,In
2010-11-02,Grizzlies,Greivis Vasquez,Out
2010-11-02,Grizzlies,Xavier Henry,In
2010-11-02,Heat,Jamaal Magloire,Out
2010-11-02,Heat,Juwan Howard,In
2010-11-02,Pistons,Richard Hamilton,Out
2010-11-02,Pistons,Will Bynum,Out
2010-11-03,Grizzlies,DeMarre Carroll,Out
2010-11-03,Grizzlies,Greivis Vasquez,In
2010-11-03,Hawks,Jamal Crawford,Out
2010-11-03,Hornets,Peja Stojakovic,Out
2010-11-03,Hornets,Quincy Pondexter,In
2010-11-03,Jazz,Jeremy Evans,Out
2010-11-03,Jazz,Kyrylo Fesenko,Out
2010-11-03,Nets,Joe Smith ,Out
2010-11-03,Nets,Stephen Graham,Out
2010-11-03,Nets,Quinton Ross,In
2010-11-03,Nets,Troy Murphy,In
2010-11-03,Nuggets,Nene Hilario ,Out
2010-11-03,Pistons,Richard Hamilton,Out
2010-11-03,Pistons,Will Bynum,Out
2010-11-03,Rockets,Jermaine Taylor,Out
2010-11-03,Rockets,Kyle Lowry,In
2010-11-03,Spurs,George Hill,Out
2010-11-03,Spurs,Alonzo Gee,In
2010-11-03,Timberwolves,Michael Beasley,Out
2010-11-03,Timberwolves,Maurice Ager,In
2010-11-03,Warriors,Brandan Wright,Out
2010-11-04,Blazers,Elliot Williams,Out
2010-11-04,Blazers,Patty Mills,In
2010-11-04,Knicks,Shawne Williams,Out
2010-11-04,Knicks,Anthony Randolph,In
2010-11-05,Bucks,Andrew Bogut,Out
2010-11-05,Grizzlies,Hamed Haddadi,Out
2010-11-05,Grizzlies,Zach Randolph,In
2010-11-05,Hawks,Marvin Williams,Out
2010-11-05,Jazz,Jeremy Evans,Out
2010-11-05,Lakers,Devin Ebanks,Out
2010-11-05,Lakers,Luke Walton,In
2010-11-05,Nuggets,Nene Hilario ,Out
2010-11-05,Timberwolves,Maurice Ager,Out
2010-11-05,Timberwolves,Michael Beasley,In
2010-11-05,Warriors,Jeremy Lin,Out
2010-11-05,Warriors,Stephen Curry,In
2010-11-05,Wizards,Gilbert Arenas,In
2010-11-06,Blazers,Elliot Williams,Out
2010-11-06,Blazers,Rudy Fernandez,Out
2010-11-06,Heat,Juwan Howard,Out
2010-11-06,Heat,Jamaal Magloire,In
2010-11-06,Kings,Pooh Jeter,In
2010-11-06,Kings,Hassan Whiteside,In
2010-11-06,Magic,Jameer Nelson,Out
2010-11-06,Magic,Malik Allen,In
2010-11-06,Nuggets,Nene Hilario ,Out
2010-11-06,Raptors,Sonny Weems,Out
2010-11-06,Raptors,Sonny Weems,Out
2010-11-06,Raptors,Marcus Banks,In
2010-11-06,Rockets,Kyle Lowry,Out
2010-11-06,Rockets,Yao Ming,Out
2010-11-06,Rockets,Ish Smith,In
2010-11-06,Rockets,Jermaine Taylor,In
2010-11-06,Spurs,George Hill,In
2010-11-07,76ers,Andre Iguodala,Out
2010-11-07,76ers,Jodie Meeks,In
2010-11-07,Hawks,Marvin Williams,Out
2010-11-07,Rockets,Aaron Brooks,Out
2010-11-07,Rockets,Yao Ming,In
2010-11-07,Thunder,Jeff Green,Out
2010-11-07,Thunder,Morris Peterson,In
2010-11-07,Timberwolves,Lazar Hayward,Out
2010-11-07,Timberwolves,Michael Beasley,In
2010-11-07,Warriors,Jeff Adrien,Out
2010-11-07,Warriors,Jeremy Lin,In
2010-11-08,Hawks,Marvin Williams,Out
2010-11-08,Magic,Mickael Pietrus,Out
2010-11-08,Raptors,Joey Dorsey,Out
2010-11-08,Raptors,Sonny Weems,In
2010-11-08,Spurs,Garrett Temple,Out
2010-11-09,Bucks,Carlos Delfino,Out
2010-11-09,Cavaliers,Manny Harris,Out
2010-11-09,Cavaliers,Antawn Jamison,In
2010-11-09,Clippers,Eric Gordon,Out
2010-11-09,Clippers,Baron Davis,In
2010-11-09,Lakers,Derrick Caracter,Out
2010-11-09,Lakers,Devin Ebanks,In
2010-11-09,Nets,Terrence Williams,Out
2010-11-09,Nets,Stephen Graham,In
2010-11-09,Timberwolves,Luke Ridnour,Out
2010-11-09,Timberwolves,Lazar Hayward,In
2010-11-10,76ers,Craig Brackins,In
2010-11-10,Bucks,Carlos Delfino,Out
2010-11-10,Clippers,Baron Davis,Out
2010-11-10,Clippers,Chris Kaman,Out
2010-11-10,Hawks,Marvin Williams,Out
2010-11-10,Kings,Pooh Jeter,Out
2010-11-10,Kings,Hassan Whiteside,Out
2010-11-10,Knicks,Ronny Turiaf,Out
2010-11-10,Knicks,Shawne Williams,In
2010-11-10,Magic,Malik Allen,Out
2010-11-10,Magic,Jameer Nelson,In
2010-11-10,Mavericks,Caron Butler,Out
2010-11-10,Mavericks,Steve Novak,In
2010-11-10,Nets,Stephen Graham,Out
2010-11-10,Nets,Troy Murphy,Out
2010-11-10,Nets,Ben Uzoh,In
2010-11-10,Nets,Joe Smith ,In
2010-11-10,Raptors,David Andersen,Out
2010-11-10,Raptors,Leandro Barbosa,Out
2010-11-10,Raptors,Joey Dorsey,In
2010-11-10,Rockets,Jermaine Taylor,Out
2010-11-10,Rockets,Kyle Lowry,In
2010-11-10,Timberwolves,Wayne Ellington,Out
2010-11-10,Warriors,Dan Gadzuric,Out
2010-11-10,Warriors,Jeff Adrien,In
2010-11-10,Wizards,Kevin Seraphin,Out
2010-11-10,Wizards,Lester Hudson,Out
2010-11-10,Clippers,Eric Gordon,In
2010-11-10,Clippers,Eric Gordon,Out
2010-11-11,Celtics,Jermaine O'Neal,Out
2010-11-11,Celtics,Shaquille O'Neal,In
2010-11-11,Lakers,Theo Ratliff,Out
2010-11-11,Lakers,Derrick Caracter,In
2010-11-11,Rockets,Yao Ming,Out
2010-11-11,Spurs,James Anderson,Out
2010-11-11,Warriors,David Lee,Out
2010-11-11,Warriors,Dan Gadzuric,In
2010-11-12,76ers,Craig Brackins,Out
2010-11-12,76ers,Darius Songaila,Out
2010-11-12,76ers,Andre Iguodala,In
2010-11-12,Clippers,Chris Kaman,Out
2010-11-12,Hawks,Etan Thomas,Out
2010-11-12,Hawks,Maurice Evans,In
2010-11-12,Raptors,David Andersen,Out
2010-11-12,Raptors,Linas Kleiza,Out
2010-11-12,Raptors,Ed Davis ,In
2010-11-12,Raptors,Solomon Alabi,In
2010-11-12,Rockets,Yao Ming,Out
2010-11-12,Rockets,Jermaine Taylor,In
2010-11-12,Thunder,B.J. Mullens,In
2010-11-12,Warriors,David Lee,Out
2010-11-12,Clippers,Randy Foye,In
2010-11-12,Clippers,Randy Foye,Out
2010-11-13,Bobcats,Eduardo Najera,In
2010-11-13,Bucks,Carlos Delfino,Out
2010-11-13,Cavaliers,Anderson Varejao,Out
2010-11-13,Cavaliers,Mo Williams,Out
2010-11-13,Cavaliers,Manny Harris,In
2010-11-13,Cavaliers,Samardo Samuels,In
2010-11-13,Celtics,Jermaine O'Neal,Out
2010-11-13,Heat,Jamaal Magloire,Out
2010-11-13,Heat,Juwan Howard,In
2010-11-13,Hornets,Marcus Thornton ,Out
2010-11-13,Hornets,Peja Stojakovic,In
2010-11-13,Nets,Joe Smith ,Out
2010-11-13,Nets,Troy Murphy,In
2010-11-13,Raptors,Ed Davis ,Out
2010-11-13,Raptors,Reggie Evans,Out
2010-11-13,Raptors,David Andersen,In
2010-11-13,Spurs,James Anderson,Out
2010-11-13,Spurs,Matt Bonner,In
2010-11-14,Lakers,Steve Blake,Out
2010-11-14,Lakers,Theo Ratliff,In
2010-11-14,Pistons,DaJuan Summers,Out
2010-11-14,Pistons,Chris Wilcox,In
2010-11-14,Rockets,Chase Budinger,Out
2010-11-14,Thunder,B.J. Mullens,Out
2010-11-14,Thunder,Daequan Cook,Out
2010-11-14,Thunder,Jeff Green,In
2010-11-14,Thunder,Nick Collison,In
2010-11-14,Timberwolves,Nikola Pekovic,Out
2010-11-14,Timberwolves,Wayne Ellington,Out
2010-11-15,Bobcats,Gerald Henderson Jr.,Out
2010-11-15,Bobcats,Kwame Brown,In
2010-11-15,Clippers,Randy Foye,Out
2010-11-15,Jazz,Raja Bell,Out
2010-11-15,Magic,J.J. Redick,Out
2010-11-15,Magic,Malik Allen,In
2010-11-15,Nets,Damion James,Out
2010-11-15,Nets,Stephen Graham,In
2010-11-15,Suns,Robin Lopez,Out
2010-11-15,Suns,Gani Lawal,In
2010-11-15,Thunder,Jeff Green,Out
2010-11-15,Timberwolves,Nikola Pekovic,Out
2010-11-15,Timberwolves,Wayne Ellington,Out
2010-11-16,76ers,Andre Iguodala,Out
2010-11-16,76ers,Darius Songaila,In
2010-11-16,Blazers,Brandon Roy,Out
2010-11-16,Bucks,Carlos Delfino,Out
2010-11-16,Cavaliers,Samardo Samuels,Out
2010-11-16,Cavaliers,Anderson Varejao,In
2010-11-16,Knicks,Shawne Williams,Out
2010-11-16,Knicks,Ronny Turiaf,In
2010-11-16,Lakers,Theo Ratliff,Out
2010-11-16,Lakers,Steve Blake,In
2010-11-16,Pacers,Darren Collison,Out
2010-11-16,Pacers,Tyler Hansbrough,Out
2010-11-16,Pacers,A.J. Price,In
2010-11-16,Pacers,Jeff Foster,In
2010-11-16,Raptors,Solomon Alabi,Out
2010-11-16,Raptors,Linas Kleiza,In
2010-11-16,Wizards,John Wall ,Out
2010-11-16,Wizards,Jianlian Yi,Out
2010-11-16,Wizards,Hamady N'Diaye,In
2010-11-16,Wizards,Lester Hudson,In
2010-11-17,Celtics,Jermaine O'Neal,Out
2010-11-17,Clippers,Randy Foye,Out
2010-11-17,Jazz,Kyrylo Fesenko,Out
2010-11-17,Mavericks,Steve Novak,Out
2010-11-17,Mavericks,Caron Butler,In
2010-11-17,Nets,Ben Uzoh,Out
2010-11-17,Nets,Troy Murphy,Out
2010-11-17,Nets,Joe Smith ,In
2010-11-17,Nets,Terrence Williams,In
2010-11-17,Rockets,Chase Budinger,Out
2010-11-17,Thunder,Cole Aldrich,Out
2010-11-17,Thunder,B.J. Mullens,In
2010-11-17,Timberwolves,Nikola Pekovic,Out
2010-11-17,Timberwolves,Luke Ridnour,In
2010-11-18,Blazers,Brandon Roy,Out
2010-11-18,Magic,Jason Williams,Out
2010-11-18,Pacers,Tyler Hansbrough,In
2010-11-19,Blazers,Greg Oden,Out
2010-11-19,Bobcats,Eduardo Najera,Out
2010-11-19,Bobcats,Kwame Brown,In
2010-11-19,Bucks,Carlos Delfino,Out
2010-11-19,Cavaliers,Manny Harris,Out
2010-11-19,Cavaliers,Mo Williams,In
2010-11-19,Heat,Juwan Howard,Out
2010-11-19,Knicks,Timofey Mozgov,Out
2010-11-19,Nets,Terrence Williams,Out
2010-11-19,Nets,Ben Uzoh,In
2010-11-19,Thunder,Kevin Durant,Out
2010-11-19,Thunder,Daequan Cook,In
2010-11-19,Warriors,Brandan Wright,Out
2010-11-20,Blazers,Brandon Roy,Out
2010-11-20,Bobcats,Kwame Brown,Out
2010-11-20,Bobcats,Dominic McGuire,In
2010-11-20,Bucks,Carlos Delfino,Out
2010-11-20,Heat,Dwyane Wade,Out
2010-11-20,Heat,Jamaal Magloire,In
2010-11-20,Magic,Malik Allen,Out
2010-11-20,Magic,J.J. Redick,In
2010-11-20,Nets,Quinton Ross,Out
2010-11-20,Nets,Terrence Williams,In
2010-11-20,Pacers,Dahntay Jones,Out
2010-11-20,Suns,Steve Nash,Out
2010-11-21,Celtics,Rajon Rondo,Out
2010-11-21,Celtics,Avery Bradley,In
2010-11-21,Hornets,Marcus Thornton ,In
2010-11-21,Kings,Antoine Wright,Out
2010-11-21,Kings,Pooh Jeter,In
2010-11-21,Raptors,Leandro Barbosa,In
2010-11-21,Wizards,Hamady N'Diaye,Out
2010-11-21,Wizards,John Wall ,In
2010-11-21,Wizards,John Wall ,Out
2010-11-22,Heat,Udonis Haslem,Out
2010-11-22,Heat,Dwyane Wade,In
2010-11-22,Hornets,David Andersen,Out
2010-11-22,Hornets,Marcus Banks,Out
2010-11-22,Hornets,Marcus Thornton ,Out
2010-11-22,Hornets,Aaron Gray,In
2010-11-22,Nuggets,Chauncey Billups,Out
2010-11-22,Nuggets,Chris Andersen,In
2010-11-22,Pacers,A.J. Price,Out
2010-11-22,Pacers,Jeff Foster,Out
2010-11-22,Pacers,Dahntay Jones,In
2010-11-22,Pacers,Darren Collison,In
2010-11-22,Thunder,Daequan Cook,Out
2010-11-22,Thunder,Morris Peterson,Out
2010-11-22,Thunder,Jeff Green,In
2010-11-22,Thunder,Kevin Durant,In
2010-11-22,Warriors,Brandan Wright,Out
2010-11-23,76ers,Andre Iguodala,In
2010-11-23,Bobcats,DeSagana Diop,Out
2010-11-23,Bobcats,Kwame Brown,In
2010-11-23,Heat,Udonis Haslem,Out
2010-11-23,Nets,Damion James,In
2010-11-23,Pacers,Dahntay Jones,Out
2010-11-23,Pacers,Jeff Foster,In
2010-11-24,76ers,Darius Songaila,Out
2010-11-24,76ers,Craig Brackins,In
2010-11-24,Bucks,Andrew Bogut,Out
2010-11-24,Bucks,Carlos Delfino,Out
2010-11-24,Bulls,Taj Gibson,Out
2010-11-24,Celtics,Delonte West,Out
2010-11-24,Hornets,Pops Mensah-Bonsu,Out
2010-11-24,Magic,Vince Carter,Out
2010-11-24,Magic,Jason Williams,In
2010-11-24,Magic,Malik Allen,In
2010-11-24,Thunder,B.J. Mullens,Out
2010-11-24,Thunder,Morris Peterson,In
2010-11-24,Warriors,Brandan Wright,Out
2010-11-25,Kings,Francisco Garcia,Out
2010-11-25,Kings,Antoine Wright,In
2010-11-25,Wizards,Al Thornton,Out
2010-11-25,Wizards,Hamady N'Diaye,In
2010-11-26,Bucks,Andrew Bogut,Out
2010-11-26,Bucks,Carlos Delfino,Out
2010-11-26,Bulls,Derrick Rose,Out
2010-11-26,Celtics,Delonte West,Out
2010-11-26,Celtics,Rajon Rondo,In
2010-11-26,Grizzlies,Acie Law,Out
2010-11-26,Grizzlies,DeMarre Carroll,In
2010-11-26,Mavericks,Alex Ajinca,In
2010-11-26,Raptors,Reggie Evans,Out
2010-11-26,Thunder,Nenad Krstic,Out
2010-11-26,Thunder,B.J. Mullens,In
2010-11-26,Warriors,Brandan Wright,Out
2010-11-26,Mavericks,Brendan Haywood,Out
2010-11-27,76ers,Craig Brackins,Out
2010-11-27,76ers,Darius Songaila,In
2010-11-27,Bucks,Andrew Bogut,Out
2010-11-27,Bucks,Carlos Delfino,Out
2010-11-27,Bucks,Corey Maggette,Out
2010-11-27,Bucks,Drew Gooden,Out
2010-11-27,Bucks,Chris Douglas-Roberts,In
2010-11-27,Bulls,John Lucas III,Out
2010-11-27,Bulls,Derrick Rose,In
2010-11-27,Mavericks,Alex Ajinca,Out
2010-11-27,Warriors,Brandan Wright,Out
2010-11-27,Warriors,David Lee,In
2010-11-27,Wizards,John Wall ,Out
2010-11-27,Mavericks,Brendan Haywood,In
2010-11-28,Blazers,Sean Marks,Out
2010-11-28,Clippers,Randy Foye,Out
2010-11-28,Knicks,Ronny Turiaf,Out
2010-11-28,Knicks,Toney Douglas,Out
2010-11-28,Knicks,Shawne Williams,In
2010-11-28,Lakers,Devin Ebanks,Out
2010-11-28,Nets,Joe Smith ,Out
2010-11-28,Nets,Troy Murphy,In
2010-11-28,Nuggets,Renaldo Balkman,Out
2010-11-28,Nuggets,Chauncey Billups,In
2010-11-28,Pacers,Paul George,Out
2010-11-28,Pacers,Dahntay Jones,In
2010-11-28,Raptors,Peja Stojakovic,Out
2010-11-28,Raptors,Reggie Evans,Out
2010-11-29,Bucks,Andrew Bogut,Out
2010-11-29,Bucks,Corey Maggette,Out
2010-11-29,Bucks,Drew Gooden,Out
2010-11-29,Hornets,Aaron Gray,Out
2010-11-29,Hornets,David Andersen,In
2010-11-29,Thunder,B.J. Mullens,Out
2010-11-29,Thunder,Nenad Krstic,In
2010-11-29,Wizards,John Wall ,Out
2010-11-30,Celtics,Delonte West,Out
2010-11-30,Grizzlies,Darrell Arthur,Out
2010-11-30,Grizzlies,Acie Law,In
2010-11-30,Kings,Francisco Garcia,In
2010-11-30,Knicks,Toney Douglas,In
2010-11-30,Magic,Malik Allen,Out
2010-11-30,Magic,Vince Carter,In
2010-12-01,Bucks,Andrew Bogut,Out
2010-12-01,Bulls,Brian Scalabrine,Out
2010-12-01,Bulls,Carlos Boozer,In
2010-12-01,Clippers,Randy Foye,Out
2010-12-01,Clippers,Baron Davis,In
2010-12-01,Hawks,Joe Johnson,Out
2010-12-01,Hawks,Etan Thomas,In
2010-12-01,Magic,J.J. Redick,Out
2010-12-01,Magic,Malik Allen,In
2010-12-01,Mavericks,Dominique Jones,Out
2010-12-01,Mavericks,Steve Novak,In
2010-12-01,Nets,Devin Harris,Out
2010-12-01,Nets,Quinton Ross,In
2010-12-01,Raptors,Peja Stojakovic,Out
2010-12-01,Raptors,Reggie Evans,Out
2010-12-01,Raptors,Ed Davis ,In
2010-12-01,Thunder,Kevin Durant,Out
2010-12-01,Thunder,B.J. Mullens,In
2010-12-01,Wizards,Hamady N'Diaye,Out
2010-12-01,Wizards,Al Thornton,In
2010-12-02,Clippers,Chris Kaman,In
2010-12-02,Hawks,Joe Johnson,Out
2010-12-03,76ers,Darius Songaila,Out
2010-12-03,76ers,Andre Iguodala,In
2010-12-03,Blazers,Luke Babbitt,Out
2010-12-03,Blazers,Joel Przybilla,In
2010-12-03,Bobcats,DeSagana Diop,Out
2010-12-03,Bulls,Kurt Thomas,Out
2010-12-03,Bulls,Brian Scalabrine,In
2010-12-03,Clippers,Willie Warren,Out
2010-12-03,Grizzlies,DeMarre Carroll,Out
2010-12-03,Grizzlies,Darrell Arthur,In
2010-12-03,Hornets,David West,Out
2010-12-03,Magic,Dwight Howard,Out
2010-12-03,Magic,Jameer Nelson,Out
2010-12-03,Magic,Mickael Pietrus,Out
2010-12-03,Nuggets,Melvin Ely,Out
2010-12-03,Nuggets,Renaldo Balkman,In
2010-12-03,Pacers,Jeff Foster,Out
2010-12-03,Pacers,A.J. Price,In
2010-12-03,Raptors,Peja Stojakovic,Out
2010-12-03,Wizards,Nick Young,Out
2010-12-03,Wizards,Jianlian Yi,In
2010-12-03,Magic,J.J. Redick,In
2010-12-03,Magic,J.J. Redick,Out
2010-12-04,Bucks,Drew Gooden,Out
2010-12-04,Bulls,Brian Scalabrine,Out
2010-12-04,Bulls,Kurt Thomas,In
2010-12-04,Cavaliers,J.J. Hickson,Out
2010-12-04,Cavaliers,Joey Graham,Out
2010-12-04,Cavaliers,Manny Harris,In
2010-12-04,Cavaliers,Samardo Samuels,In
2010-12-04,Magic,Dwight Howard,Out
2010-12-04,Magic,J.J. Redick,Out
2010-12-04,Magic,Jameer Nelson,Out
2010-12-04,Magic,Ryan Anderson,Out
2010-12-04,Timberwolves,Anthony Tolliver,Out
2010-12-04,Timberwolves,Michael Beasley,Out
2010-12-04,Timberwolves,Nikola Pekovic,In
2010-12-05,Cavaliers,Manny Harris,Out
2010-12-05,Cavaliers,Samardo Samuels,Out
2010-12-05,Cavaliers,J.J. Hickson,In
2010-12-05,Cavaliers,Joey Graham,In
2010-12-05,Celtics,Rajon Rondo,Out
2010-12-05,Grizzlies,DeMarre Carroll,In
2010-12-05,Hornets,Didier Mbenga ,Out
2010-12-05,Hornets,Aaron Gray,In
2010-12-05,Nets,Ben Uzoh,Out
2010-12-05,Nets,Devin Harris,In
2010-12-05,Nuggets,Chris Andersen,Out
2010-12-05,Nuggets,Melvin Ely,In
2010-12-05,Raptors,Peja Stojakovic,Out
2010-12-05,Thunder,D.J. White,Out
2010-12-05,Thunder,Morris Peterson,Out
2010-12-05,Thunder,Kevin Durant,In
2010-12-05,Warriors,Rodney Carney,Out
2010-12-05,Wizards,Kevin Seraphin,Out
2010-12-05,Wizards,Nick Young,In
2010-12-06,Bucks,Brian Skinner,Out
2010-12-06,Bulls,Kurt Thomas,Out
2010-12-06,Bulls,Brian Scalabrine,In
2010-12-06,Clippers,Chris Kaman,Out
2010-12-06,Clippers,Willie Warren,In
2010-12-06,Hawks,Jordan Crawford,Out
2010-12-06,Knicks,Bill Walker,Out
2010-12-06,Knicks,Ronny Turiaf,In
2010-12-06,Magic,Jameer Nelson,Out
2010-12-06,Magic,Ryan Anderson,Out
2010-12-06,Magic,Mickael Pietrus,In
2010-12-06,Bucks,Drew Gooden,In
2010-12-06,Bucks,Drew Gooden,Out
2010-12-07,Mavericks,Tyson Chandler,Out
2010-12-07,Mavericks,Alex Ajinca,In
2010-12-07,Nets,Stephen Graham,Out
2010-12-07,Nets,Ben Uzoh,In
2010-12-07,Pistons,DaJuan Summers,In
2010-12-07,Warriors,Rodney Carney,Out
2010-12-07,Warriors,Lou Amundson,In
2010-12-07,Wizards,Andray Blatche,Out
2010-12-07,Wizards,Kevin Seraphin,In
2010-12-08,Bucks,Drew Gooden,Out
2010-12-08,Bucks,Brian Skinner,In
2010-12-08,Bulls,Brian Scalabrine,Out
2010-12-08,Bulls,Kurt Thomas,In
2010-12-08,Cavaliers,Jamario Moon,Out
