Date,Team,Name,In_Out
2017-12-02,76ers,Furkan Korkmaz,Out
2017-12-02,76ers,James McAdoo ,Out
2017-12-02,76ers,Justin Anderson,Out
2017-12-02,76ers,Joel Embiid,In
2017-12-02,Blazers,Zach Collins,Out
2017-12-02,Blazers,Caleb Swanigan,In
2017-12-02,Grizzlies,Brandan Wright,Out
2017-12-02,Grizzlies,Chandler Parsons,Out
2017-12-02,Grizzlies,Kobi Simmons,In
2017-12-02,Hawks,John Collins ,Out
2017-12-02,Hawks,Mike Muscala,Out
2017-12-02,Kings,Justin Jackson,Out
2017-12-02,Kings,Willie Cauley-Stein,Out
2017-12-02,Lakers,Ivica Zubac,Out
2017-12-02,Lakers,Kyle Kuzma,In
2017-12-02,Nets,Allen Crabbe,In
2017-12-02,Nets,Rondae Hollis-Jefferson,In
2017-12-02,Nuggets,Nikola Jokic,Out
2017-12-02,Nuggets,Torrey Craig,Out
2017-12-02,Nuggets,Tyler Lydon,In
2017-12-02,Pelicans,Anthony Davis,Out
2017-12-02,Rockets,Troy Williams,Out
2017-12-02,Suns,Alex Len,Out
2017-12-02,Grizzlies,Ivan Rabb,In
2017-12-02,Hawks,Tyler Dorsey,In
2017-12-02,Kings,JaKarr Sampson,Out
2017-12-03,Knicks,Kristaps Porzingis,Out
2017-12-03,Knicks,Tim Hardaway Jr.,Out
2017-12-03,Knicks,Frank Ntilikina,In
2017-12-03,Knicks,Joakim Noah,In
2017-12-03,Lakers,Thomas Bryant,Out
2017-12-03,Lakers,Ivica Zubac,In
2017-12-03,Magic,Khem Birch,Out
2017-12-03,Rockets,Demetrius Jackson,In
2017-12-03,Spurs, Tony Parker,Out
2017-12-03,Spurs,Manu Ginobili,Out
2017-12-03,Spurs,LaMarcus Aldridge,Out
2017-12-03,Spurs,Rudy Gay,Out
2017-12-03,Spurs,Derrick White,In
2017-12-03,Thunder,Dakari Johnson,Out
2017-12-03,Thunder,Kyle Singler,In
2017-12-04,Bulls,Antonio Blakeney,Out
2017-12-04,Bulls,Bobby Portis,In
2017-12-04,Grizzlies,Ivan Rabb,Out
2017-12-04,Grizzlies,Kobi Simmons,Out
2017-12-04,Hawks,John Collins ,Out
2017-12-04,Hawks,Josh Magette,Out
2017-12-04,Hawks,Nicolas Brussino,In
2017-12-04,Hornets,Julyan Stone,Out
2017-12-04,Hornets,Kemba Walker,In
2017-12-04,Jazz,Nate Wolters,Out
2017-12-04,Jazz,Tony Bradley,Out
2017-12-04,Jazz,Raul Neto,In
2017-12-04,Jazz,Rudy Gobert,In
2017-12-04,Nets,Isaiah Whitehead,Out
2017-12-04,Nuggets,Tyler Lydon,Out
2017-12-04,Nuggets,Wilson Chandler,In
2017-12-04,Spurs,Joffrey Lauvergne,Out
2017-12-04,Spurs,Kyle Anderson,Out
2017-12-04,Spurs,Manu Ginobili,In
2017-12-04,Spurs,LaMarcus Aldridge,In
2017-12-04,Spurs,Rudy Gay,In
2017-12-04,Suns,Alex Len,In
2017-12-04,Warriors,Zaza Pachulia,Out
2017-12-04,Warriors,Andre Iguodala,In
2017-12-04,Cavaliers,John Holland,Out
2017-12-05,Blazers,Caleb Swanigan,Out
2017-12-05,Blazers,Zach Collins,In
2017-12-05,Jazz,Raul Neto,Out
2017-12-05,Jazz,Tony Bradley,In
2017-12-05,Kings,Willie Cauley-Stein,Out
2017-12-05,Thunder,Kyle Singler,Out
2017-12-05,Thunder,Dakari Johnson,In
2017-12-05,Warriors,Patrick McCaw,Out
2017-12-05,Warriors,Stephen Curry,Out
2017-12-05,Wizards,Jason Smith,Out
2017-12-06,Bucks,Jason Terry,Out
2017-12-06,Bucks,Jason Terry,Out
2017-12-06,Bucks,Sterling Brown,In
2017-12-06,Celtics,Jaylen Brown,Out
2017-12-06,Celtics,Marcus Morris,Out
2017-12-06,Clippers,Brice Johnson,Out
2017-12-06,Clippers,Danilo Gallinari,In
2017-12-06,Grizzlies,Chandler Parsons,In
2017-12-06,Hornets,Steve Clifford,Out
2017-12-06,Knicks,Ron Baker,Out
2017-12-06,Knicks,Kristaps Porzingis,In
2017-12-06,Pacers,Ike Anigbogu,In
2017-12-06,Spurs, Tony Parker,In
2017-12-06,Suns,Devin Booker,Out
2017-12-06,Warriors,Draymond Green,Out
2017-12-06,Warriors,Patrick McCaw,Out
2017-12-06,Warriors,Stephen Curry,Out
2017-12-06,Warriors,Quinn Cook,In
2017-12-06,Warriors,Zaza Pachulia,In
2017-12-07,76ers,Dario Saric,Out
2017-12-07,76ers,James McAdoo ,In
2017-12-07,76ers,T.J. McConnell,In
2017-12-07,Hornets,Cody Zeller,Out
2017-12-07,Hornets,Frank Kaminsky,Out
2017-12-07,Jazz,Tony Bradley,Out
2017-12-07,Jazz,Raul Neto,In
2017-12-07,Lakers,Thomas Bryant,Out
2017-12-07,Lakers,Ivica Zubac,In
2017-12-07,Magic,Evan Fournier,Out
2017-12-07,Pelicans,Alex Ajinca,Out
2017-12-07,Rockets,Nene Hilario ,Out
2017-12-07,Suns,Devin Booker,Out
2017-12-07,Thunder,Jerami Grant,Out
2017-12-07,Thunder,Paul George,Out
2017-12-07,Thunder,Kyle Singler,In
2017-12-07,Jazz,Rodney Hood,In
2017-12-07,Suns,Derrick Jones Jr.,In
2017-12-07,Jazz,Rodney Hood,Out
2017-12-07,76ers,Furkan Korkmaz,In
2017-12-08,Blazers,Jusuf Nurkic,Out
2017-12-08,Bucks,Tony Snell,Out
2017-12-08,Bulls,Kay Felder,Out
2017-12-08,Bulls,Nikola Mirotic,In
2017-12-08,Celtics,Jaylen Brown,In
2017-12-08,Celtics,Marcus Morris,In
2017-12-08,Hornets,Cody Zeller,Out
2017-12-08,Kings,Skal Labissiere,Out
2017-12-08,Kings,Willie Cauley-Stein,Out
2017-12-08,Kings,Giorgios Papagiannis ,In
2017-12-08,Mavericks,Dennis Smith Jr.,Out
2017-12-08,Mavericks,Johnathan Motley,In
2017-12-08,Pelicans,Rajon Rondo,Out
2017-12-08,Pelicans,Anthony Davis,In
2017-12-08,Warriors,Patrick McCaw,Out
2017-12-08,Warriors,Zaza Pachulia,Out
2017-12-08,Warriors,Draymond Green,In
2017-12-08,Hornets,Mangok Mathiang,In
2017-12-09,76ers,Joel Embiid,Out
2017-12-09,76ers,T.J. McConnell,Out
2017-12-09,76ers,Dario Saric,In
2017-12-09,Blazers,Jusuf Nurkic,Out
2017-12-09,Blazers,Moe Harkless,Out
2017-12-09,Blazers,Caleb Swanigan,In
2017-12-09,Cavaliers,Kevin Love,Out
2017-12-09,Grizzlies,Chandler Parsons,Out
2017-12-09,Hornets,Frank Kaminsky,Out
2017-12-09,Hornets,Jeremy Lamb,Out
2017-12-09,Knicks,Joakim Noah,Out
2017-12-09,Knicks,Ron Baker,In
2017-12-09,Magic,Aaron Gordon,Out
2017-12-09,Magic,Evan Fournier,Out
2017-12-09,Nets,Joe Harris,Out
2017-12-09,Nets,Billy Ouattara,Out
2017-12-09,Rockets,Briante Weber,Out
2017-12-09,Rockets,Nene Hilario ,In
2017-12-09,Spurs, Tony Parker,Out
2017-12-09,Spurs,Danny Green,Out
2017-12-09,Spurs,Manu Ginobili,Out
2017-12-09,Spurs,Pau Gasol,Out
2017-12-09,Spurs,Darrun Hilliard,In
2017-12-09,Spurs,Joffrey Lauvergne,In
2017-12-09,Spurs,Matt Costello,In
2017-12-09,Thunder,Jerami Grant,In
2017-12-09,Magic,Adreian Payne,In
2017-12-09,Hornets,Julyan Stone,In
2017-12-10,76ers,Joel Embiid,Out
2017-12-10,76ers,Robert Covington,Out
2017-12-10,Celtics,Marcus Morris,Out
2017-12-10,Celtics,Kadeem Allen,In
2017-12-10,Kings,Jack Cooley,Out
2017-12-10,Kings,Justin Jackson,In
2017-12-10,Kings,Skal Labissiere,In
2017-12-10,Mavericks,Nerlens Noel,Out
2017-12-10,Pacers,Darren Collison,Out
2017-12-10,Pelicans,Jameer Nelson,Out
2017-12-10,Pelicans,Rajon Rondo,In
2017-12-11,Bulls,Lauri Markkanen,Out
2017-12-11,Bulls,Kay Felder,In
2017-12-11,Celtics,Kyrie Irving,Out
2017-12-11,Celtics,Jabari Bird,In
2017-12-11,Clippers,Danilo Gallinari,Out
2017-12-11,Clippers,Milos Teodosic,In
2017-12-11,Grizzlies,Chandler Parsons,In
2017-12-11,Hornets,Nicolas Batum,Out
2017-12-11,Hornets,Frank Kaminsky,In
2017-12-11,Hornets,Jeremy Lamb,In
2017-12-11,Jazz,Raul Neto,Out
2017-12-11,Pelicans,Anthony Davis,Out
2017-12-11,Pelicans,Dante Cunningham,Out
2017-12-11,Pelicans,Jameer Nelson,Out
2017-12-11,Pelicans,Tony Allen,Out
2017-12-11,Thunder,Andre Roberson,Out
2017-12-11,Thunder,Paul George,In
2017-12-11,Warriors,Draymond Green,Out
2017-12-11,Warriors,Zaza Pachulia,Out
2017-12-11,Warriors,Patrick McCaw,In
2017-12-11,Grizzlies,Ivan Rabb,In
2017-12-11,Pelicans,Charles Cooke,In
2017-12-11,Pelicans,Jalen Jones,In
2017-12-12,76ers,Jacob Pullen,Out
2017-12-12,76ers,Joel Embiid,In
2017-12-12,76ers,T.J. McConnell,In
2017-12-12,Cavaliers,Dwyane Wade,Out
2017-12-12,Cavaliers,Kevin Love,In
2017-12-12,Cavaliers,London Perrantes,In
2017-12-12,Cavaliers,Tristan Thompson,In
2017-12-12,Kings,JaKarr Sampson,Out
2017-12-12,Kings,Willie Cauley-Stein,In
2017-12-12,Nets,Joe Harris,In
2017-12-12,Nuggets,Monte Morris,In
2017-12-12,Spurs,Darrun Hilliard,Out
2017-12-12,Spurs,Derrick White,Out
2017-12-12,Spurs,Matt Costello,Out
2017-12-12,Spurs, Tony Parker,In
2017-12-12,Spurs,Danny Green,In
2017-12-12,Spurs,Manu Ginobili,In
2017-12-12,Spurs,Kawhi Leonard,In
2017-12-12,Spurs,Pau Gasol,In
2017-12-12,Wizards,Ian Mahinmi,Out
2017-12-12,Wizards,Jason Smith,In
2017-12-13,Blazers,Meyers Leonard,Out
2017-12-13,Blazers,Moe Harkless,In
2017-12-13,Bulls,Lauri Markkanen,Out
2017-12-13,Celtics,Al Horford,Out
2017-12-13,Celtics,Kyrie Irving,In
2017-12-13,Grizzlies,Tyreke Evans,Out
2017-12-13,Heat,Tyler Johnson,Out
2017-12-13,Hornets,Julyan Stone,Out
2017-12-13,Hornets,Nicolas Batum,In
2017-12-13,Jazz,Raul Neto,Out
2017-12-13,Jazz,Nate Wolters,In
2017-12-13,Jazz,Rodney Hood,In
2017-12-13,Magic,Aaron Gordon,Out
2017-12-13,Magic,Arron Afflalo,Out
2017-12-13,Nuggets,Monte Morris,Out
2017-12-13,Nuggets,Will Barton,Out
2017-12-13,Nuggets,Nikola Jokic,In
2017-12-13,Pacers,Darren Collison,In
2017-12-13,Pelicans,Anthony Davis,In
2017-12-13,Pelicans,Dante Cunningham,In
2017-12-13,Pelicans,Jameer Nelson,In
2017-12-13,Rockets,Demetrius Jackson,Out
2017-12-13,Rockets,Qi Zhou,In
2017-12-13,Wizards,Markieff Morris,Out
2017-12-13,Wizards,John Wall ,In
2017-12-13,Magic,Jamel Artis,In
2017-12-13,Magic,Khem Birch,In
2017-12-14,Blazers,Meyers Leonard,In
2017-12-14,Bucks,Mirza Teletovic,Out
2017-12-14,Cavaliers,Tristan Thompson,Out
2017-12-14,Cavaliers,Dwyane Wade,In
2017-12-14,Hawks,John Collins ,In
2017-12-14,Kings,Giorgios Papagiannis ,Out
2017-12-14,Kings,Malachi Richardson,In
2017-12-14,Warriors,Nick Young,Out
2017-12-15,76ers,Furkan Korkmaz,Out
2017-12-15,76ers,Robert Covington,In
2017-12-15,Blazers,Caleb Swanigan,Out
2017-12-15,Blazers,Jusuf Nurkic,In
2017-12-15,Bucks,Joel Bolomboy,Out
2017-12-15,Bulls,Lauri Markkanen,Out
2017-12-15,Cavaliers,John Holland,Out
2017-12-15,Celtics,Jabari Bird,Out
2017-12-15,Celtics,Kadeem Allen,Out
2017-12-15,Celtics,Al Horford,In
2017-12-15,Clippers,Austin Rivers,Out
2017-12-15,Clippers,Milos Teodosic,Out
2017-12-15,Clippers,Brice Johnson,In
2017-12-15,Grizzlies,Tyreke Evans,Out
2017-12-15,Heat,Justise Winslow,Out
2017-12-15,Heat,Tyler Johnson,In
2017-12-15,Hornets,Mangok Mathiang,Out
2017-12-15,Jazz,Joe Johnson,In
2017-12-15,Magic,Arron Afflalo,Out
2017-12-15,Magic,Khem Birch,Out
2017-12-15,Magic,Aaron Gordon,In
2017-12-15,Nets,Allen Crabbe,Out
2017-12-15,Nets,DeMarre Carroll,Out
2017-12-15,Nuggets,Juan Hernangomez,Out
2017-12-15,Nuggets,Will Barton,In
2017-12-15,Pistons,Avery Bradley,Out
2017-12-15,Raptors,C.J. Miles,Out
2017-12-15,Raptors,Delon Wright,In
2017-12-15,Rockets,Luc Mbah a Moute,Out
2017-12-15,Thunder,Kyle Singler,Out
2017-12-15,Thunder,Andre Roberson,In
2017-12-15,Wizards,Ian Mahinmi,In
2017-12-15,Wizards,Markieff Morris,In
2017-12-15,Hornets,Julyan Stone,In
2017-12-15,Nuggets,Torrey Craig,In
2017-12-15,Hornets,Julyan Stone,Out
2017-12-15,Nets,Isaiah Whitehead,In
2017-12-16,Cavaliers,Tristan Thompson,In
2017-12-16,Clippers,Milos Teodosic,In
2017-12-16,Grizzlies,Chandler Parsons,Out
2017-12-16,Grizzlies,Ivan Rabb,Out
2017-12-16,Grizzlies,Kobi Simmons,In
2017-12-16,Jazz,Derrick Favors,Out
2017-12-16,Jazz,Rudy Gobert,Out
2017-12-16,Knicks,Kristaps Porzingis,Out
2017-12-16,Knicks,Joakim Noah,In
2017-12-16,Magic,Aaron Gordon,Out
2017-12-16,Rockets,Clint Capela,Out
2017-12-16,Spurs, Tony Parker,Out
2017-12-16,Spurs,Danny Green,Out
2017-12-16,Spurs,Kawhi Leonard,Out
2017-12-16,Spurs,Darrun Hilliard,In
2017-12-16,Thunder,Steven Adams,Out
2017-12-16,Thunder,Kyle Singler,In
2017-12-16,Jazz,Tony Bradley,In
2017-12-16,Spurs,Derrick White,In
2017-12-17,76ers,Joel Embiid,Out
2017-12-17,76ers,Trevor Booker,Out
2017-12-17,Cavaliers,Dwyane Wade,Out
2017-12-17,Cavaliers,London Perrantes,Out
2017-12-17,Heat,James Johnson,Out
2017-12-17,Kings,De'Aaron Fox,Out
2017-12-17,Kings,De'Aaron Fox,Out
2017-12-17,Kings,Giorgios Papagiannis ,In
2017-12-17,Magic,Aaron Gordon,Out
2017-12-17,Magic,Jonathan Isaac,In
2017-12-17,Nets,Allen Crabbe,In
2017-12-17,Nets,DeMarre Carroll,In
2017-12-17,Pacers,Ike Anigbogu,Out
2017-12-17,Pacers,T.J. Leaf,Out
2017-12-17,Pacers,Alex Poythress,In
2017-12-17,Raptors,Serge Ibaka,Out
2017-12-17,Raptors,C.J. Miles,In
2017-12-17,Warriors,Shaun Livingston,Out
2017-12-17,Warriors,Nick Young,In
2017-12-17,Wizards,Otto Porter Jr.,Out
2017-12-17,76ers,Furkan Korkmaz,Out
2017-12-18,76ers,Joel Embiid,Out
2017-12-18,76ers,Trevor Booker,Out
2017-12-18,76ers,Jacob Pullen,In
2017-12-18,Bulls,Lauri Markkanen,In
2017-12-18,Clippers,Lou Williams,Out
2017-12-18,Clippers,Wes Johnson,Out
2017-12-18,Clippers,Austin Rivers,In
2017-12-18,Heat,Goran Dragic,Out
2017-12-18,Heat,James Johnson,Out
2017-12-18,Heat,Derrick Walton Jr.,In
2017-12-18,Hornets,Treveon Graham,Out
2017-12-18,Hornets,Julyan Stone,In
2017-12-18,Hornets,Mangok Mathiang,In
2017-12-18,Jazz,Derrick Favors,Out
2017-12-18,Lakers,Ivica Zubac,Out
2017-12-18,Lakers,Thomas Bryant,In
2017-12-18,Mavericks,Dennis Smith Jr.,In
2017-12-18,Nuggets,Emmanuel Mudiay,Out
2017-12-18,Nuggets,Juan Hernangomez,In
2017-12-18,Rockets,Clint Capela,In
2017-12-18,Spurs,Darrun Hilliard,Out
2017-12-18,Spurs,Derrick White,Out
2017-12-18,Spurs, Tony Parker,In
2017-12-18,Spurs,Kawhi Leonard,In
2017-12-18,Warriors,Shaun Livingston,Out
2017-12-18,Warriors,Damian Jones,In
2017-12-19,76ers,Trevor Booker,In
2017-12-19,Bucks,D.J. Wilson,Out
2017-12-19,Bucks,Jason Terry,In
2017-12-19,Bucks,Matthew Dellavedova,In
2017-12-19,Bucks,Tony Snell,In
2017-12-19,Cavaliers,Dwyane Wade,In
2017-12-19,Kings,George Hill,Out
2017-12-19,Kings,De'Aaron Fox,In
2017-12-19,Lakers,Brook Lopez,Out
2017-12-19,Pelicans,Jalen Jones,Out
2017-12-19,Wizards,Otto Porter Jr.,Out
2017-12-20,Clippers,Brice Johnson,Out
2017-12-20,Clippers,Lou Williams,In
2017-12-20,Grizzlies,Chandler Parsons,Out
2017-12-20,Grizzlies,Ivan Rabb,In
2017-12-20,Hawks,Tyler Dorsey,Out
2017-12-20,Heat,Hassan Whiteside,Out
2017-12-20,Heat,Matt Williams,In
2017-12-20,Jazz,Donovan Mitchell,Out
2017-12-20,Jazz,Rudy Gobert,Out
2017-12-20,Jazz,Derrick Favors,In
2017-12-20,Kings,De'Aaron Fox,Out
2017-12-20,Kings,George Hill,In
2017-12-20,Lakers,Brook Lopez,Out
2017-12-20,Lakers,Alex Caruso,In
2017-12-20,Magic,Arron Afflalo,In
2017-12-20,Mavericks,Johnathan Motley,Out
2017-12-20,Mavericks,Dennis Smith Jr.,In
2017-12-20,Nets,Isaiah Whitehead,Out
2017-12-20,Nets,Milton Doyle,Out
2017-12-20,Nuggets,Gary Harris,Out
2017-12-20,Raptors,C.J. Miles,Out
2017-12-20,Raptors,Lorenzo Brown,Out
2017-12-20,Raptors,Malcolm Miller,In
2017-12-20,Raptors,Serge Ibaka,In
2017-12-20,Rockets,Clint Capela,Out
2017-12-20,Rockets,Demetrius Jackson,In
2017-12-20,Spurs, Tony Parker,Out
2017-12-20,Spurs,Kawhi Leonard,Out
2017-12-20,Spurs,Danny Green,In
2017-12-20,Spurs,Kyle Anderson,In
2017-12-20,Thunder,Kyle Singler,Out
2017-12-20,Thunder,Steven Adams,In
2017-12-20,Warriors,Andre Iguodala,Out
2017-12-20,Wizards,Markieff Morris,In
2017-12-21,76ers,J.J. Redick,Out
2017-12-21,Blazers,Damian Lillard,Out
2017-12-21,Cavaliers,J.R. Smith,Out
2017-12-21,Celtics,Jaylen Brown,Out
2017-12-21,Celtics,Shane Larkin,Out
2017-12-21,Grizzlies,Marc Gasol,Out
2017-12-21,Grizzlies,Vince Hunter,Out
2017-12-21,Grizzlies,Brandan Wright,In
2017-12-21,Grizzlies,Chandler Parsons,In
2017-12-21,Jazz,Nate Wolters,Out
2017-12-21,Knicks,Joakim Noah,Out
2017-12-21,Knicks,Kristaps Porzingis,In
2017-12-21,Raptors,Alfonzo McKinnie,Out
2017-12-21,Rockets,Chris Paul,Out
2017-12-21,Spurs,Danny Green,Out
2017-12-21,Spurs,Manu Ginobili,Out
2017-12-21,Spurs, Tony Parker,In
2017-12-21,Spurs,Kawhi Leonard,In
2017-12-21,Celtics,Kadeem Allen,In
2017-12-21,Jazz,Erik McCree,Out
2017-12-22,Blazers,Caleb Swanigan,In
2017-12-22,Clippers,Milos Teodosic,Out
2017-12-22,Hawks,Dennis Schroder,Out
2017-12-22,Hornets,Julyan Stone,Out
2017-12-22,Hornets,Mangok Mathiang,Out
2017-12-22,Knicks,Damyean Dotson,Out
2017-12-22,Knicks,Joakim Noah,In
2017-12-22,Magic,Jonathan Isaac,Out
2017-12-22,Nuggets,Monte Morris,Out
2017-12-22,Nuggets,Gary Harris,In
2017-12-22,Rockets,Briante Weber,In
2017-12-22,Warriors,Andre Iguodala,In
2017-12-22,Warriors,Draymond Green,In
2017-12-22,Warriors,Shaun Livingston,In
2017-12-22,Wizards,Otto Porter Jr.,In
2017-12-22,Jazz,Nate Wolters,In
2017-12-22,Warriors,Damian Jones,Out
2017-12-23,76ers,Joel Embiid,In
2017-12-23,Blazers,Noah Vonleh,Out
2017-12-23,Bucks,Giannis Antetokounmpo,Out
2017-12-23,Bucks,D.J. Wilson,In
2017-12-23,Celtics,Jaylen Brown,In
2017-12-23,Celtics,Shane Larkin,In
2017-12-23,Clippers,Milos Teodosic,In
2017-12-23,Grizzlies,JaMychal Green,Out
2017-12-23,Grizzlies,Ivan Rabb,In
2017-12-23,Hawks,Dennis Schroder,In
2017-12-23,Heat,Dion Waiters,Out
2017-12-23,Heat,Goran Dragic,In
2017-12-23,Heat,James Johnson,In
2017-12-23,Hornets,Treveon Graham,In
2017-12-23,Jazz,Donovan Mitchell,In
2017-12-23,Kings,Vince Carter,Out
2017-12-23,Lakers,Brandon Ingram,Out
2017-12-23,Magic,Nikola Vucevic,Out
2017-12-23,Spurs,Danny Green,Out
2017-12-23,Spurs,Kawhi Leonard,Out
2017-12-23,Spurs,Manu Ginobili,In
2017-12-23,Spurs,Pau Gasol,In
2017-12-23,Warriors,Shaun Livingston,Out
2017-12-23,Pacers,T.J. Leaf,In
2017-12-24,Lakers,Lonzo Ball,Out
2017-12-25,76ers,J.J. Redick,In
2017-12-25,Cavaliers,J.R. Smith,In
2017-12-25,Celtics,Kadeem Allen,Out
2017-12-25,Celtics,Semi Ojeleye,Out
2017-12-25,Celtics,Jabari Bird,In
2017-12-25,Celtics,Marcus Morris,In
2017-12-25,Lakers,Lonzo Ball,Out
2017-12-25,Lakers,Ivica Zubac,In
2017-12-25,Rockets,Chinanu Onuaku,In
2017-12-25,Rockets,Clint Capela,In
2017-12-25,Timberwolves,Nemanja Bjelica,In
2017-12-25,Warriors,Shaun Livingston,In
2017-12-25,Warriors,Zaza Pachulia,In
2017-12-26,Bucks,Rashad Vaughn,Out
2017-12-26,Bucks,Giannis Antetokounmpo,In
2017-12-26,Celtics,Marcus Morris,Out
2017-12-26,Grizzlies,Chandler Parsons,Out
2017-12-26,Grizzlies,Vince Hunter,In
2017-12-26,Heat,James Johnson,Out
2017-12-26,Heat,Hassan Whiteside,In
2017-12-26,Jazz,Tony Bradley,Out
2017-12-26,Kings,Vince Carter,In
2017-12-26,Magic,Jamel Artis,Out
2017-12-26,Magic,Nikola Vucevic,Out
2017-12-26,Magic,Evan Fournier,In
2017-12-26,Magic,Jonathan Isaac,In
2017-12-26,Magic,Khem Birch,In
2017-12-26,Nets,Milton Doyle,In
2017-12-26,Nuggets,Juan Hernangomez,Out
2017-12-26,Nuggets,Emmanuel Mudiay,In
2017-12-26,Pistons,Avery Bradley,Out
2017-12-26,Raptors,Malcolm Miller,Out
2017-12-26,Raptors,C.J. Miles,In
2017-12-26,Raptors,Lucas Nogueira,In
2017-12-26,Spurs,Brandon Paul,Out
2017-12-26,Spurs,Danny Green,In
2017-12-26,Spurs,Kawhi Leonard,In
2017-12-26,Suns,Danuel House,Out
2017-12-26,Suns,Devin Booker,In
2017-12-26,Pistons,Dwight Buycks,In
2017-12-27,Celtics,Jaylen Brown,Out
2017-12-27,Celtics,Jaylen Brown,Out
2017-12-27,Celtics,Kadeem Allen,In
2017-12-27,Grizzlies,Brandan Wright,Out
2017-12-27,Grizzlies,Chandler Parsons,In
2017-12-27,Knicks,Joakim Noah,Out
2017-12-27,Knicks,Damyean Dotson,In
2017-12-27,Lakers,Brandon Ingram,In
2017-12-27,Pacers,Victor Oladipo,Out
2017-12-27,Pacers,Ike Anigbogu,In
2017-12-27,Pistons,Reggie Jackson ,Out
2017-12-27,Rockets,Clint Capela,Out
2017-12-27,Timberwolves,Aaron Brooks,Out
2017-12-27,Warriors,Quinn Cook,Out
2017-12-28,76ers,Jacob Pullen,Out
2017-12-28,76ers,James McAdoo ,Out
2017-12-28,76ers,Justin Anderson,In
2017-12-28,Blazers,Caleb Swanigan,Out
2017-12-28,Celtics,Kadeem Allen,Out
2017-12-28,Celtics,Marcus Morris,In
2017-12-28,Knicks,Damyean Dotson,Out
2017-12-28,Knicks,Joakim Noah,In
2017-12-28,Magic,Jonathan Isaac,Out
2017-12-28,Magic,Aaron Gordon,In
2017-12-28,Pistons,Reggie Jackson ,Out
2017-12-28,Rockets,Clint Capela,Out
2017-12-28,Rockets,Demetrius Jackson,Out
2017-12-28,Spurs,Kawhi Leonard,Out
2017-12-28,Spurs,Brandon Paul,In
2017-12-28,Timberwolves,Jeff Teague,Out
2017-12-28,Timberwolves,Aaron Brooks,In
2017-12-28,Suns,Danuel House,In
2017-12-29,Bulls,Kris Dunn,Out
2017-12-29,Clippers,Blake Griffin,In
2017-12-29,Clippers,Wes Johnson,In
2017-12-29,Grizzlies,Chandler Parsons,Out
2017-12-29,Heat,Dion Waiters,Out
2017-12-29,Lakers,Tyler Ennis,Out
2017-12-29,Raptors,Lorenzo Brown,In
2017-12-29,Rockets,Nene Hilario ,Out
2017-12-29,Rockets,Chris Paul,In
2017-12-29,Spurs,Rudy Gay,Out
2017-12-29,Thunder,Paul George,Out
2017-12-29,Thunder,Paul George,Out
2017-12-29,Thunder,Kyle Singler,In
2017-12-29,Warriors,Omri Casspi,Out
2017-12-29,Raptors,Bruno Caboclo,In
2017-12-30,76ers,Joel Embiid,Out
2017-12-30,76ers,Justin Anderson,Out
2017-12-30,76ers,Jacob Pullen,In
2017-12-30,Blazers,Meyers Leonard,Out
2017-12-30,Blazers,Noah Vonleh,Out
2017-12-30,Blazers,Noah Vonleh,In
2017-12-30,Clippers,Austin Rivers,Out
2017-12-30,Grizzlies,Chandler Parsons,Out
2017-12-30,Grizzlies,Vince Hunter,Out
2017-12-30,Grizzlies,Brandan Wright,In
2017-12-30,Grizzlies,JaMychal Green,In
2017-12-30,Hawks,Tyler Dorsey,In
2017-12-30,Nuggets,Juan Hernangomez,Out
2017-12-30,Nuggets,Malik Beasley,Out
2017-12-30,Pelicans,Charles Cooke,Out
2017-12-30,Pistons,Stanley Johnson,Out
2017-12-30,Pistons,Luis Montero,In
2017-12-30,Spurs,Rudy Gay,Out
2017-12-30,Spurs,Kawhi Leonard,In
2017-12-30,Warriors,Kevon Looney,Out
2017-12-30,Warriors,Omri Casspi,In
2017-12-30,Warriors,Stephen Curry,In
2017-12-31,76ers,Joel Embiid,In
2017-12-31,Bulls,Kris Dunn,In
2017-12-31,Celtics,Jabari Bird,Out
2017-12-31,Celtics,Jaylen Brown,In
2017-12-31,Grizzlies,Ivan Rabb,Out
2017-12-31,Grizzlies,Wayne Selden Jr.,In
2017-12-31,Lakers,Tyler Ennis,In
2017-12-31,Mavericks,Josh McRoberts,In
2017-12-31,Rockets,Clint Capela,In
2017-12-31,Rockets,Nene Hilario ,In
2017-12-31,Thunder,Andre Roberson,Out
2017-12-31,Thunder,Paul George,In
2018-01-01,Blazers,Meyers Leonard,In
2018-01-01,Kings,Frank Mason,Out
2018-01-01,Lakers,Thomas Bryant,Out
2018-01-01,Lakers,Vander Blue,In
2018-01-01,Raptors,Bruno Caboclo,Out
2018-01-01,Raptors,Lorenzo Brown,Out
2018-01-01,Rockets,James Harden,Out
2018-01-02,Blazers,Damian Lillard,In
2018-01-02,Cavaliers,Ante Zizic,Out
2018-01-02,Cavaliers,Isaiah Thomas,In
2018-01-02,Cavaliers,Isaiah Thomas,In
2018-01-02,Clippers,Austin Rivers,Out
2018-01-02,Hawks,Mike Muscala,In
2018-01-02,Hornets,Julyan Stone,In
2018-01-02,Kings,Frank Mason,Out
2018-01-02,Kings,De'Aaron Fox,In
2018-01-02,Knicks,Ron Baker,Out
2018-01-02,Knicks,Damyean Dotson,In
2018-01-02,Nuggets,Juan Hernangomez,In
2018-01-02,Nuggets,Malik Beasley,In
2018-01-02,Suns,Jared Dudley,Out
