Date,VH,Team,Final,ML
110,H,LAC,0,-750
110,V,OKC,0,300
110,H,BRK,0,-400
110,V,DEN,0,-210
110,H,NYK,0,175
110,V,MIA,0,-310
110,H,BOS,0,255
110,V,LAL,0,-150
110,H,HOU,0,130
110,V,SAS,0,-145
110,H,MIN,0,125
110,V,TOR,0,-145
110,H,GSW,0,125
111,V,MEM,0,-145
111,H,CLE,0,125
111,V,PHO,0,-260
111,H,WAS,0,215
111,V,MIL,0,-500
111,H,ORL,0,350
111,V,NYK,0,170
111,H,CHO,0,-200
111,V,PHI,0,195
111,H,ATL,0,-235
111,V,TOR,0,170
111,H,POR,0,-200
111,V,IND,0,-210
111,H,SAC,0,175
112,V,MIA,0,280
112,H,PHI,0,-360
112,V,UTA,0,-1000
112,H,CLE,0,600
112,V,DEN,0,-105
112,H,BRK,0,-115
112,V,SAS,0,-135
112,H,OKC,0,115
112,V,LAL,0,-200
112,H,HOU,0,170
112,V,IND,0,130
112,H,GSW,0,-150
113,V,MIL,0,-600
113,H,DET,0,400
113,V,DAL,0,-145
113,H,CHO,0,125
113,V,BRK,0,-140
113,H,NYK,0,120
113,V,LAL,0,-550
113,H,OKC,0,425
113,V,MEM,0,115
113,H,MIN,0,-135
113,V,POR,0,-165
113,H,SAC,0,145
113,V,NOP,0,340
113,H,LAC,0,-480
114,V,MIA,0,415
114,H,PHI,0,-630
114,V,CHO,0,270
114,H,TOR,0,-340
114,V,HOU,0,240
114,H,SAS,0,-290
114,V,GSW,0,165
114,H,DEN,0,-190
114,V,IND,0,130
114,H,POR,0,-150
