Date,VH,Team,Final,ML
1023,H,NOP,116,-245
1023,V,SAC,112,614
1023,H,DEN,126,-900
1024,V,BRK,102,125
1024,H,CLE,86,-145
1024,V,DAL,104,-130
1024,H,ATL,111,110
1024,V,NYK,87,300
1024,H,MIA,110,-400
1024,V,MIN,105,325
1024,H,TOR,112,-425
1024,V,CHO,110,-200
1024,H,CHI,112,170
1024,V,UTA,100,-105
1024,H,HOU,89,-115
1024,V,IND,116,105
1024,H,SAS,96,-125
1024,V,PHI,108,180
1024,H,MIL,123,-220
1024,V,LAL,131,-230
1024,H,PHO,113,185
1024,V,MEM,92,-140
1024,H,SAC,97,120
1024,V,WAS,122,450
1024,H,GSW,144,-650
1025,V,CLE,103,375
1025,H,DET,110,-500
1025,V,POR,128,-170
1025,H,ORL,114,145
1025,V,BOS,101,-110
1025,H,OKC,95,-110
1025,V,DEN,114,-120
1025,H,LAL,121,100
1026,V,CHI,106,450
1026,H,CHO,135,-650
1026,V,DAL,107,650
1026,H,TOR,116,-1000
1026,V,GSW,128,-1000
1026,H,NYK,100,650
1026,V,BRK,115,375
1026,H,NOP,117,-500
1026,V,LAC,133,150
1026,H,HOU,113,-180
1026,V,MIL,125,-130
1026,H,MIN,95,110
1026,V,WAS,112,-240
1026,H,SAC,116,190
1027,V,BOS,109,-160
1027,H,DET,89,140
1027,V,UTA,132,-260
1027,H,NOP,111,210
1027,V,CHO,103,230
1027,H,PHI,105,-280
1027,V,CHI,97,190
1027,H,ATL,85,-240
1027,V,IND,119,-350
1027,H,CLE,107,275
1027,V,POR,111,105
1027,H,MIA,120,-125
1027,V,PHO,96,275
1027,H,MEM,117,-350
1027,V,LAL,106,-115
1027,H,SAS,110,-105
1027,V,ORL,91,375
1027,H,MIL,113,-500
1028,V,GSW,120,-650
1028,H,BRK,114,450
1028,V,PHO,110,1000
1028,H,OKC,117,-2000
1028,V,UTA,113,-200
1028,H,DAL,104,170
1028,V,WAS,104,145
1028,H,LAC,136,-170
1029,V,ATL,92,650
1029,H,PHI,113,-1000
1029,V,POR,103,145
1029,H,IND,93,-170
1029,V,SAC,123,375
1029,H,MIA,113,-500
1029,V,BRK,96,100
1029,H,NYK,115,-120
1029,V,TOR,109,-130
1029,H,MIL,124,110
1029,V,GSW,149,-900
1029,H,CHI,124,600
1029,V,LAL,120,-125
1029,H,MIN,124,105
1029,V,DAL,108,250
1029,H,SAS,113,-310
1029,V,NOP,111,375
1029,H,DEN,116,-500
1030,V,ATL,114,172
1030,H,CLE,136,-205
1030,V,MIA,113,140
1030,H,CHO,125,-160
1030,V,SAC,107,170
1030,H,ORL,99,-200
1030,V,DET,105,371
1030,H,BOS,108,-480
1030,V,PHI,112,215
1030,H,TOR,129,-260
1030,V,POR,104,170
1030,H,HOU,85,-200
1030,V,LAC,110,144
1030,H,OKC,128,-165
1030,V,WAS,95,-105
1030,H,MEM,107,-115
1031,V,DET,119,110
1031,H,BRK,120,-130
1031,V,DEN,108,-400
1031,H,CHI,107,317
1031,V,IND,107,-256
1031,H,NYK,101,212
1031,V,UTA,125,-320
1031,H,MIN,128,260
1031,V,NOP,121,386
1031,H,GSW,131,-502
1031,V,SAS,120,-350
1031,H,PHO,90,281
1031,V,DAL,113,318
1031,H,LAL,114,-402
1101,V,OKC,111,100
1101,H,CHO,107,-120
1101,V,LAC,113,190
1101,H,PHI,122,-240
1101,V,DEN,110,-230
1101,H,CLE,91,185
1101,V,SAC,146,-135
1101,H,ATL,115,115
1101,V,MIL,113,120
1101,H,BOS,117,-140
1101,V,NOP,119,275
1101,H,POR,132,-350
1102,V,LAC,120,-170
1102,H,ORL,95,145
1102,V,HOU,119,-190
1102,H,BRK,111,160
1102,V,OKC,134,145
1102,H,WAS,111,-170
1102,V,IND,107,-310
1102,H,CHI,105,250
1102,V,NYK,118,200
1102,H,DAL,106,-250
1102,V,MEM,110,275
1102,H,UTA,100,-350
1102,V,TOR,107,-650
1102,H,PHO,98,450
1102,V,MIN,99,550
1102,H,GSW,116,-800
1103,V,DET,99,275
1103,H,PHI,109,-350
1103,V,BOS,101,-165
1103,H,IND,102,142
1103,V,CLE,94,450
1103,H,CHO,126,-650
1103,V,MIA,118,-240
1103,H,ATL,123,190
1103,V,HOU,96,-425
1103,H,CHI,88,325
1103,V,NOP,95,105
1103,H,SAS,109,-125
1103,V,UTA,88,160
1103,H,DEN,103,-190
1103,V,LAL,114,135
1103,H,POR,110,-155
1104,V,SAC,109,450
1104,H,MIL,144,-650
1104,V,PHI,97,-180
1104,H,BRK,122,150
1104,V,NYK,95,240
1104,H,WAS,108,-300
1104,V,ORL,117,280
1104,H,SAS,110,-360
1104,V,MEM,100,-190
1104,H,PHO,102,160
1104,V,MIN,81,225
1104,H,POR,111,-275
1104,V,TOR,121,105
1104,H,LAL,107,-125
1105,V,HOU,98,-110
1105,H,IND,94,-110
1105,V,MIA,120,130
1105,H,DET,115,-150
1105,V,CLE,100,150
1105,H,ORL,102,-180
1105,V,CHI,116,130
1105,H,NYK,115,-150
1105,V,NOP,116,140
1105,H,OKC,122,-160
1105,V,BOS,107,100
1105,H,DEN,115,-120
1105,V,TOR,124,135
1105,H,UTA,111,-155
1105,V,MEM,101,1000
1105,H,GSW,117,-2000
1105,V,MIN,109,190
1105,H,LAC,120,-240
1106,V,ATL,102,600
1106,H,CHO,113,-900
1106,V,WAS,100,-125
1106,H,DAL,119,105
1106,V,BRK,104,-140
1106,H,PHO,82,120
1106,V,MIL,103,-130
1106,H,POR,118,110
1107,V,DET,103,-155
1107,H,ORL,96,135
1107,V,OKC,95,-280
1107,H,CLE,86,230
1107,V,NYK,112,-120
1107,H,ATL,107,100
1107,V,SAS,88,-105
1107,H,MIA,95,-115
1107,V,DEN,87,-160
1107,H,MEM,89,140
1107,V,CHI,98,550
1107,H,NOP,107,-800
1107,V,PHI,100,125
1107,H,IND,94,-145
1107,V,DAL,102,400
1107,H,UTA,117,-550
1107,V,TOR,114,-550
1107,H,SAC,105,400
1107,V,MIN,110,220
1107,H,LAL,114,-270
1108,V,HOU,80,-210
1108,H,OKC,98,175
1108,V,BOS,116,-500
1108,H,PHO,109,375
1108,V,LAC,105,180
1108,H,POR,116,-220
1108,V,MIL,134,220
1108,H,GSW,111,-270
1109,V,WAS,108,-170
1109,H,ORL,117,145
1109,V,CHO,132,190
1109,H,PHI,133,-240
1109,V,DET,124,-250
1109,H,ATL,109,200
1109,V,IND,110,-135
1109,H,MIA,102,115
1109,V,BRK,112,350
1109,H,DEN,110,-450
1109,V,BOS,115,220
1109,H,UTA,123,-270
1109,V,MIN,110,-135
1109,H,SAC,121,115
1110,V,NYK,112,1000
1110,H,TOR,128,-2000
1110,V,MIL,126,-190
1110,H,LAC,128,160
1110,V,PHO,99,375
1110,H,NOP,119,-500
1110,V,CLE,98,170
1110,H,CHI,99,-200
1110,V,WAS,116,145
1110,H,MIA,110,-170
1110,V,PHI,106,170
1110,H,MEM,112,-200
1110,V,BRK,100,300
1110,H,GSW,116,-400
1110,V,HOU,89,-170
1110,H,SAS,96,145
1110,V,OKC,96,105
1110,H,DAL,111,-125
1110,V,LAL,101,-250
1110,H,SAC,86,200
1111,V,CHO,113,120
1111,H,DET,103,-140
1111,V,IND,103,125
1111,H,HOU,115,-145
1111,V,ORL,115,142
1111,H,NYK,89,-165
1111,V,MIL,121,140
1111,H,DEN,114,-160
1111,V,BOS,94,110
1111,H,POR,100,-130
1111,V,ATL,106,550
1111,H,LAL,107,-800
1112,V,ORL,109,280
1112,H,WAS,117,-360
1112,V,PHI,124,120
1112,H,MIA,114,-140
1112,V,NOP,126,400
1112,H,TOR,110,-550
1112,V,DAL,103,-140
1112,H,CHI,98,120
1112,V,UTA,96,-170
1112,H,MEM,88,145
1112,V,PHO,101,300
1112,H,OKC,118,-400
1112,V,BRK,113,145
1112,H,MIN,120,-170
1112,V,SAS,99,-140
1112,H,SAC,104,120
1112,V,GSW,116,-170
1112,H,LAC,121,145
1113,V,CHO,89,-450
1113,H,CLE,113,350
1113,V,HOU,109,150
1113,H,DEN,99,-180
1113,V,ATL,103,650
1113,H,GSW,110,-1000
1114,V,PHI,106,-240
1114,H,ORL,111,190
1114,V,CLE,95,700
1114,H,WAS,119,-1100
1114,V,CHI,82,800
1114,H,BOS,111,-1400
1114,V,DET,106,400
1114,H,TOR,104,-550
1114,V,MIA,120,-135
1114,H,BRK,107,115
1114,V,NYK,103,320
1114,H,OKC,128,-420
1114,V,NOP,100,-130
1114,H,MIN,107,110
1114,V,MEM,116,400
1114,H,MIL,113,-550
1114,V,UTA,68,-220
1114,H,DAL,118,180
1114,V,SAS,96,-250
1114,H,PHO,116,200
1114,V,POR,117,115
1114,H,LAL,126,-135
1115,V,GSW,86,160
1115,H,HOU,107,-190
1115,V,ATL,93,850
1115,H,DEN,138,-1500
1115,V,SAS,111,230
1115,H,LAC,116,-280
1116,V,BRK,115,220
1116,H,WAS,104,-270
1116,V,MIA,91,180
1116,H,IND,99,-220
1116,V,UTA,107,125
1116,H,PHI,113,-145
1116,V,TOR,116,115
1116,H,BOS,123,-135
1116,V,POR,96,100
1116,H,MIN,112,-120
1116,V,SAC,104,225
1116,H,MEM,112,-275
1116,V,NYK,124,500
1116,H,NOP,129,-700
1116,V,CHI,104,1000
1116,H,MIL,123,-2000
1117,V,LAC,127,-180
1117,H,BRK,119,150
1117,V,LAL,117,-185
1117,H,ORL,130,155
1117,V,ATL,89,550
1117,H,IND,97,-800
1117,V,DEN,115,-110
1117,H,NOP,125,-110
1117,V,PHI,122,125
1117,H,CHO,119,-145
1117,V,UTA,98,155
1117,H,BOS,86,-185
1117,V,SAC,112,750
1117,H,HOU,132,-1200
1117,V,TOR,122,-600
1117,H,CHI,83,425
1117,V,GSW,109,-135
1117,H,DAL,112,115
1117,V,OKC,110,-200
1117,H,PHO,100,170
1118,V,MEM,100,175
1118,H,MIN,87,-210
1118,V,POR,119,-125
1118,H,WAS,109,105
1118,V,LAL,113,-115
1118,H,MIA,97,-105
1118,V,NYK,117,170
1118,H,ORL,131,-200
1118,V,GSW,92,135
1118,H,SAS,104,-155
1119,V,BOS,112,-180
1119,H,CHO,117,150
1119,V,UTA,94,-180
1119,H,IND,121,150
1119,V,PHO,114,600
1119,H,PHI,119,-900
1119,V,CLE,102,400
1119,H,DET,113,-550
1119,V,LAC,127,-275
1119,H,ATL,119,225
1119,V,DEN,98,200
1119,H,MIL,104,-250
1119,V,SAS,126,260
1119,H,NOP,140,-330
1119,V,DAL,88,135
1119,H,MEM,98,-155
1119,V,OKC,113,-200
1119,H,SAC,117,170
1120,V,TOR,93,-330
1120,H,ORL,91,260
1120,V,LAC,118,-110
1120,H,WAS,125,-110
1120,V,POR,118,-300
1120,H,NYK,114,240
1120,V,BRK,104,125
1120,H,MIA,92,-145
1121,V,NOP,120,145
1121,H,PHI,121,-170
1121,V,IND,109,142
1121,H,CHO,127,-165
1121,V,TOR,124,-400
1121,H,ATL,108,300
1121,V,NYK,117,1000
1121,H,BOS,109,-2000
1121,V,DET,124,350
1121,H,HOU,126,-450
1121,V,POR,100,260
1121,H,MIL,143,-330
1121,V,DEN,103,-110
1121,H,MIN,101,-110
1121,V,PHO,116,-120
1121,H,CHI,124,100
1121,V,LAL,109,-500
1121,H,CLE,105,375
1121,V,MEM,104,135
1121,H,SAS,103,-155
1121,V,BRK,113,180
1121,H,DAL,119,-220
1121,V,SAC,119,400
1121,H,UTA,110,-550
1121,V,OKC,123,-110
1121,H,GSW,95,-110
1123,V,MIN,112,-125
1123,H,BRK,102,105
1123,V,MEM,107,155
1123,H,LAC,112,-179
1123,V,HOU,111,-180
1123,H,DET,116,155
1123,V,NOP,109,-300
1123,H,NYK,114,245
1123,V,CLE,121,797
1123,H,PHI,112,-1300
1123,V,WAS,107,435
1123,H,TOR,125,-580
1123,V,BOS,114,-350
1123,H,ATL,96,281
1123,V,MIA,103,-170
1123,H,CHI,96,148
1123,V,SAS,111,105
1123,H,IND,100,-125
1123,V,CHO,104,227
1123,H,OKC,109,-277
1123,V,PHO,116,837
1123,H,MIL,114,-1400
1123,V,ORL,87,317
1123,H,DEN,112,-400
1123,V,UTA,83,125
1123,H,LAL,90,-145
1123,V,POR,97,-107
1123,H,GSW,125,-114
1124,V,HOU,108,-330
1124,H,CLE,117,267
1124,V,NOP,114,139
1124,H,WAS,124,-159
1124,V,CHI,96,520
1124,H,MIN,111,-725
1124,V,DEN,105,199
1124,H,OKC,98,-240
1124,V,SAS,129,398
1124,H,MIL,135,-522
1124,V,SAC,116,222
1124,H,GSW,117,-270
1124,V,BOS,104,-140
1124,H,DAL,113,120
1125,V,ORL,108,275
1125,H,LAL,104,-350
1125,V,PHO,107,300
1125,H,DET,118,-400
1125,V,MIA,115,650
1125,H,TOR,125,-1000
1125,V,PHI,127,-200
1125,H,BRK,125,170
1125,V,NYK,103,285
1125,H,MEM,98,-370
1125,V,CHO,123,-300
1125,H,ATL,124,240
1125,V,UTA,133,-180
1125,H,SAC,112,150
1125,V,LAC,104,150
1125,H,POR,100,-180
1126,V,MIN,102,-240
1126,H,CLE,95,190
1126,V,MIL,107,-200
1126,H,CHO,110,170
1126,V,HOU,131,105
1126,H,WAS,135,-125
1126,V,SAS,108,-280
1126,H,CHI,107,230
1126,V,BOS,124,110
1126,H,NOP,107,-130
1126,V,IND,121,170
1126,H,UTA,88,-200
1126,V,ORL,110,240
1126,H,GSW,116,-300
1127,V,NYK,108,275
1127,H,DET,115,-350
1127,V,ATL,115,260
1127,H,MIA,113,-330
1127,V,TOR,122,-250
1127,H,MEM,114,200
1127,V,IND,109,-145
1127,H,PHO,104,125
1127,V,LAL,85,130
1127,H,DEN,117,-150
1128,V,NYK,91,750
1128,H,PHI,117,-1200
1128,V,ATL,94,650
1128,H,CHO,108,-1000
1128,V,UTA,101,-170
1128,H,BRK,91,145
1128,V,SAS,89,155
1128,H,MIN,128,-185
1128,V,DAL,128,200
1128,H,HOU,108,-250
1128,V,CHI,113,1100
1128,H,MIL,116,-2500
1128,V,CLE,83,750
1128,H,OKC,100,-1200
1128,V,WAS,104,230
1128,H,NOP,125,-280
1128,V,ORL,112,400
1128,H,POR,115,-550
1128,V,PHO,99,600
1128,H,LAC,115,-900
1129,V,GSW,128,375
1129,H,TOR,131,-500
1129,V,LAC,133,-135
1129,H,SAC,121,115
1129,V,IND,96,180
1129,H,LAL,104,-220
1130,V,WAS,98,340
1130,H,PHI,123,-440
1130,V,CHI,88,340
1130,H,DET,107,-440
1130,V,CLE,95,850
1130,H,BOS,128,-1500
1130,V,UTA,119,110
1130,H,CHO,111,-130
1130,V,MEM,131,-145
1130,H,BRK,125,125
1130,V,NOP,101,-150
1130,H,MIA,106,130
1130,V,HOU,136,-180
1130,H,SAS,105,150
1130,V,ATL,109,850
1130,H,OKC,124,-1500
1130,V,ORL,99,-190
1130,H,PHO,85,160
1130,V,DAL,103,150
1130,H,LAL,114,-180
1130,V,DEN,113,105
1130,H,POR,112,-125
1201,V,MIL,134,-425
1201,H,NYK,136,325
1201,V,GSW,102,-210
1201,H,DET,111,175
1201,V,BRK,88,225
1201,H,WAS,102,-275
1201,V,BOS,118,105
1201,H,MIN,109,-125
1201,V,CHI,105,900
1201,H,HOU,121,-1600
1201,V,TOR,106,-1200
1201,H,CLE,95,750
1201,V,IND,110,-125
1201,H,SAC,111,105
1202,V,PHO,96,600
1202,H,LAL,120,-900
1202,V,NOP,119,130
1202,H,CHO,109,-150
1202,V,MEM,95,225
1202,H,PHI,103,-275
1202,V,UTA,100,-180
1202,H,MIA,102,150
1202,V,POR,118,-110
1202,H,SAS,131,-110
1202,V,LAC,110,-160
1202,H,DAL,114,140
1203,V,OKC,110,-135
1203,H,DET,83,115
1203,V,WAS,110,-130
1203,H,NYK,107,110
1203,V,GSW,128,-800
1203,H,ATL,111,550
1203,V,DEN,106,240
1203,H,TOR,103,-300
1203,V,CLE,99,210
1203,H,BRK,97,-260
1203,V,HOU,91,-140
1203,H,MIN,103,120
1203,V,LAC,129,105
1203,H,NOP,126,-125
1204,V,CHI,90,320
1204,H,IND,96,-420
1204,V,ORL,105,125
1204,H,MIA,90,-145
1204,V,POR,102,105
1204,H,DAL,111,-125
1204,V,SAC,122,-240
1204,H,PHO,105,190
1204,V,SAS,105,275
1204,H,UTA,139,-350
1205,V,GSW,129,-850
1205,H,CLE,105,575
1205,V,DEN,124,-200
1205,H,ORL,118,170
1205,V,WAS,131,-160
1205,H,ATL,117,140
1205,V,OKC,114,-270
1205,H,BRK,112,220
1205,V,CHO,104,170
1205,H,MIN,121,-200
1205,V,PHI,102,220
1205,H,TOR,113,-270
1205,V,DET,92,260
1205,H,MIL,115,-330
1205,V,DAL,106,180
1205,H,NOP,132,-220
1205,V,LAC,86,110
1205,H,MEM,96,-130
1205,V,SAS,113,300
1205,H,LAL,121,-400
1206,V,NYK,100,850
1206,H,BOS,128,-1500
1206,V,PHO,86,800
1206,H,POR,108,-1400
1206,V,HOU,91,105
1206,H,UTA,118,-125
1207,V,PHI,117,115
1207,H,DET,111,-135
1207,V,IND,112,145
1207,H,ORL,90,-170
1207,V,DEN,107,100
1207,H,CHO,113,-120
1207,V,SAC,129,-155
1207,H,CLE,110,135
1207,V,TOR,105,-420
1207,H,BRK,106,320
1207,V,MEM,107,190
1207,H,NOP,103,-240
1207,V,OKC,112,-500
1207,H,CHI,114,375
1207,V,LAL,120,-120
1207,H,SAS,133,100
1207,V,MIA,115,-420
1207,H,PHO,98,320
1207,V,GSW,105,110
1207,H,MIL,95,-130
1208,V,HOU,104,-169
1208,H,DAL,107,146
1208,V,SAC,97,172
1208,H,IND,107,-205
1208,V,DEN,98,-230
1208,H,ATL,106,192
1208,V,WAS,101,-350
1208,H,CLE,116,281
1208,V,BRK,112,105
1208,H,NYK,104,-125
1208,V,BOS,133,-345
1208,H,CHI,77,278
1208,V,LAL,111,120
1208,H,MEM,88,-140
1208,V,MIN,105,144
1208,H,POR,113,-165
1208,V,MIA,121,428
1208,H,LAC,98,-570
1209,V,NOP,116,-140
1209,H,DET,108,120
1209,V,MIL,104,175
1209,H,TOR,99,-210
1209,V,UTA,97,-180
1209,H,SAS,110,150
1209,V,CHO,119,-250
1209,H,NYK,107,200
1210,V,WAS,101,200
1210,H,IND,109,-250
1210,V,DET,102,600
1210,H,PHI,116,-900
1210,V,NOP,100,120
1210,H,BOS,113,-140
1210,V,CLE,92,425
1210,H,MIL,108,-600
1210,V,UTA,113,180
1210,H,OKC,122,-220
1210,V,SAC,108,-130
1210,H,CHI,89,110
1210,V,ORL,76,160
1210,H,DAL,101,-190
1210,V,LAC,123,-600
1210,H,PHO,119,425
1210,V,MEM,99,140
1210,H,DEN,105,-160
1210,V,MIN,108,425
1210,H,GSW,116,-600
1210,V,MIA,105,180
1210,H,LAL,108,-220
1211,V,POR,104,225
1211,H,HOU,111,-275
1211,V,PHO,86,775
1211,H,SAS,111,-1300
1211,V,TOR,123,-160
1211,H,LAC,99,140
1212,V,BRK,127,210
1212,H,PHI,124,-260
1212,V,BOS,130,-180
1212,H,WAS,125,150
1212,V,NYK,106,-115
1212,H,CLE,113,-105
1212,V,DET,107,185
1212,H,CHO,108,-230
1212,V,MIL,97,-130
1212,H,IND,113,110
1212,V,POR,83,145
1212,H,MEM,92,-170
1212,V,OKC,114,-140
1212,H,NOP,118,120
1212,V,ATL,107,400
1212,H,DAL,114,-550
1212,V,MIA,84,325
1212,H,UTA,111,-425
1212,V,MIN,130,-150
1212,H,SAC,141,130
1212,V,TOR,113,275
1212,H,GSW,93,-350
1213,V,LAL,111,200
1213,H,HOU,126,-250
1213,V,LAC,87,130
1213,H,SAS,125,-150
1213,V,CHI,91,190
1213,H,ORL,97,-240
1213,V,DAL,89,-260
1213,H,PHO,99,210
1214,V,ATL,108,650
1214,H,BOS,129,-1000
1214,V,NYK,126,425
1214,H,CHO,124,-600
1214,V,MIL,114,-550
1214,H,CLE,102,400
1214,V,IND,113,130
1214,H,PHI,101,-150
1214,V,WAS,118,130
1214,H,BRK,125,-150
1214,V,MIA,100,160
1214,H,MEM,97,-190
1214,V,TOR,122,-125
1214,H,POR,128,105
1214,V,GSW,130,-370
1214,H,SAC,125,285
1214,V,OKC,98,-130
1214,H,DEN,109,110
1215,V,UTA,89,-260
1215,H,ORL,96,210
1215,V,LAL,128,-120
1215,H,CHO,100,100
1215,V,BOS,104,-130
1215,H,DET,113,110
1215,V,HOU,105,-200
1215,H,MEM,97,170
1215,V,CHI,98,500
1215,H,SAS,93,-700
1215,V,MIN,99,-350
1215,H,PHO,107,275
1215,V,LAC,104,225
1215,H,OKC,110,-275
1216,V,ATL,127,250
1216,H,BRK,144,-310
1216,V,PHI,128,-500
1216,H,CLE,105,375
1216,V,NYK,99,650
1216,H,IND,110,-1000
1216,V,LAL,110,-155
1216,H,WAS,128,135
1216,V,SAC,120,160
1216,H,DAL,113,-190
1216,V,MIA,102,200
1216,H,NOP,96,-250
1216,V,TOR,86,142
1216,H,DEN,95,-165
1217,V,MIL,107,-150
1217,H,DET,104,130
1217,V,PHO,128,-125
1217,H,NYK,110,105
1217,V,SAC,105,280
1217,H,MIN,132,-360
1217,V,CHI,96,750
1217,H,OKC,121,-1200
1217,V,UTA,97,180
1217,H,HOU,102,-220
1217,V,PHI,96,100
1217,H,SAS,123,-120
1217,V,MEM,93,775
1217,H,GSW,110,-1300
1217,V,POR,131,100
1217,H,LAC,127,-120
1218,V,CLE,92,750
1218,H,IND,91,-1200
1218,V,LAL,110,-120
1218,H,BRK,115,100
1218,V,WAS,110,-160
1218,H,ATL,118,140
1218,V,DAL,118,170
1218,H,DEN,126,-200
1219,V,NYK,109,750
1219,H,PHI,131,-1200
1219,V,SAS,129,-155
1219,H,ORL,90,135
1219,V,CLE,99,850
1219,H,CHO,110,-1500
1219,V,PHO,111,700
1219,H,BOS,103,-1100
1219,V,IND,96,155
1219,H,TOR,99,-185
1219,V,DET,129,200
1219,H,MIN,123,-250
1219,V,WAS,118,600
1219,H,HOU,136,-900
1219,V,BRK,96,-125
1219,H,CHI,93,105
1219,V,NOP,115,350
1219,H,MIL,123,-450
1219,V,GSW,103,-130
1219,H,UTA,108,110
1219,V,MEM,92,210
1219,H,POR,99,-260
1219,V,OKC,132,-200
1219,H,SAC,113,170
1220,V,HOU,99,-150
1220,H,MIA,101,130
1220,V,DAL,121,135
1220,H,LAC,125,-155
1221,V,DET,86,150
1221,H,CHO,98,-180
1221,V,CLE,110,600
1221,H,TOR,126,-900
1221,V,IND,114,-145
1221,H,BRK,106,125
1221,V,ATL,114,120
1221,H,NYK,107,-140
1221,V,MIL,120,-125
1221,H,BOS,107,105
1221,V,ORL,80,-160
1221,H,CHI,90,140
1221,V,MIN,98,150
1221,H,SAS,124,-180
1221,V,MEM,99,105
1221,H,SAC,102,-125
1221,V,UTA,120,100
1221,H,POR,90,-120
1221,V,NOP,104,180
1221,H,LAL,112,-220
1222,V,DEN,111,120
1222,H,LAC,132,-140
1222,V,PHO,146,160
1222,H,WAS,149,-190
1222,V,TOR,101,320
1222,H,PHI,126,-420
1222,V,SAS,101,160
1222,H,HOU,108,-190
1222,V,MIL,87,-125
1222,H,MIA,94,105
1222,V,DAL,116,600
1222,H,GSW,120,-900
1222,V,OKC,107,105
1222,H,UTA,106,-125
1223,V,ATL,98,375
1223,H,DET,95,-500
1223,V,WAS,89,500
1223,H,IND,105,-700
1223,V,MIA,115,120
1223,H,ORL,91,-140
1223,V,PHO,103,350
1223,H,BRK,111,-450
1223,V,NOP,117,-115
1223,H,SAC,122,-105
1223,V,CHI,112,-105
1223,H,CLE,92,-115
1223,V,CHO,103,275
1223,H,BOS,119,-350
1223,V,MIN,114,240
1223,H,OKC,112,-300
1223,V,LAC,127,500
1223,H,GSW,129,-700
1223,V,DAL,118,275
1223,H,POR,121,-350
1223,V,MEM,107,180
1223,H,LAL,99,-220
1225,V,MIL,109,-600
1225,H,NYK,95,425
1225,V,OKC,109,-120
1225,H,HOU,113,100
1225,V,PHI,114,175
1225,H,BOS,121,-210
1225,V,LAL,127,375
1225,H,GSW,101,-500
1225,V,POR,96,240
1225,H,UTA,117,-300
1226,V,PHO,122,185
1226,H,ORL,120,-230
1226,V,WAS,95,160
1226,H,DET,106,-190
1226,V,IND,129,-280
1226,H,ATL,121,230
1226,V,TOR,106,-130
1226,H,MIA,104,110
1226,V,CHO,132,100
1226,H,BRK,134,-120
1226,V,CLE,87,400
1226,H,MEM,95,-550
1226,V,MIN,119,-185
1226,H,CHI,94,155
1226,V,NOP,119,110
1226,H,DAL,122,-130
1226,V,DEN,103,150
1226,H,SAS,111,-180
1226,V,SAC,118,170
1226,H,LAC,127,-200
1227,V,BOS,113,-145
1227,H,HOU,127,125
1227,V,NYK,96,950
1227,H,MIL,112,-1800
1227,V,LAL,116,155
1227,H,SAC,117,-185
1227,V,POR,110,350
1227,H,GSW,109,-450
1227,V,PHI,114,170
1227,H,UTA,97,-200
1228,V,BRK,87,170
1228,H,CHO,100,-200
1228,V,DET,88,240
1228,H,IND,125,-300
1228,V,TOR,87,-200
