Profit,Params
814.6547977375469,"[10, 0.1, 1, 100, 3, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 100, 3, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 100, 5, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 100, 5, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 100, 5, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 100, 10, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 100, 10, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 100, 10, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 500, 1, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 500, 1, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 500, 1, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 500, 3, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 500, 3, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 500, 3, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 500, 5, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 500, 5, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 500, 5, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 500, 10, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 500, 10, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 500, 10, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 1000, 1, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 1000, 1, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 1000, 1, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 1000, 3, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 1000, 3, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 1000, 3, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 1000, 5, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 1000, 5, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 1000, 5, 8, 0]"
984.1786072613564,"[10, 0.1, 1, 1000, 10, 3, 0]"
814.6547977375469,"[10, 0.1, 1, 1000, 10, 5, 0]"
916.4307440134932,"[10, 0.1, 1, 1000, 10, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 10, 1, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 10, 1, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 10, 1, 8, 0]"
217.2403000488555,"[10, 0.1, 3, 10, 3, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 10, 3, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 10, 3, 8, 0]"
260.24030004885554,"[10, 0.1, 3, 10, 5, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 10, 5, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 10, 5, 8, 0]"
232.24030004885552,"[10, 0.1, 3, 10, 10, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 10, 10, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 10, 10, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 100, 1, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 100, 1, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 100, 1, 8, 0]"
260.24030004885554,"[10, 0.1, 3, 100, 3, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 100, 3, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 100, 3, 8, 0]"
217.2403000488555,"[10, 0.1, 3, 100, 5, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 100, 5, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 100, 5, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 100, 10, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 100, 10, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 100, 10, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 500, 1, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 500, 1, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 500, 1, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 500, 3, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 500, 3, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 500, 3, 8, 0]"
217.2403000488555,"[10, 0.1, 3, 500, 5, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 500, 5, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 500, 5, 8, 0]"
260.24030004885554,"[10, 0.1, 3, 500, 10, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 500, 10, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 500, 10, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 1000, 1, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 1000, 1, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 1000, 1, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 1000, 3, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 1000, 3, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 1000, 3, 8, 0]"
192.24030004885552,"[10, 0.1, 3, 1000, 5, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 1000, 5, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 1000, 5, 8, 0]"
217.2403000488555,"[10, 0.1, 3, 1000, 10, 3, 0]"
304.17138562994126,"[10, 0.1, 3, 1000, 10, 5, 0]"
55.21438152293696,"[10, 0.1, 3, 1000, 10, 8, 0]"
338.0563877496021,"[10, 0.1, 5, 10, 1, 3, 0]"
321.66500312355845,"[10, 0.1, 5, 10, 1, 5, 0]"
-9.678919407448216,"[10, 0.1, 5, 10, 1, 8, 0]"
220.58782190684266,"[10, 0.1, 5, 10, 3, 3, 0]"
326.4791056876611,"[10, 0.1, 5, 10, 3, 5, 0]"
20.82108059255175,"[10, 0.1, 5, 10, 3, 8, 0]"
267.95102537004607,"[10, 0.1, 5, 10, 5, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 10, 5, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 10, 5, 8, 0]"
207.13685620587702,"[10, 0.1, 5, 10, 10, 3, 0]"
177.12094913832803,"[10, 0.1, 5, 10, 10, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 10, 10, 8, 0]"
267.95102537004607,"[10, 0.1, 5, 100, 1, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 100, 1, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 100, 1, 8, 0]"
279.7692071882279,"[10, 0.1, 5, 100, 3, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 100, 3, 5, 0]"
8.440128211599369,"[10, 0.1, 5, 100, 3, 8, 0]"
310.5563877496021,"[10, 0.1, 5, 100, 5, 3, 0]"
313.91500312355845,"[10, 0.1, 5, 100, 5, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 100, 5, 8, 0]"
371.05638774960204,"[10, 0.1, 5, 100, 10, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 100, 10, 5, 0]"
8.440128211599369,"[10, 0.1, 5, 100, 10, 8, 0]"
220.58782190684266,"[10, 0.1, 5, 500, 1, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 500, 1, 5, 0]"
20.82108059255175,"[10, 0.1, 5, 500, 1, 8, 0]"
267.95102537004607,"[10, 0.1, 5, 500, 3, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 500, 3, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 500, 3, 8, 0]"
267.95102537004607,"[10, 0.1, 5, 500, 5, 3, 0]"
82.57549459287364,"[10, 0.1, 5, 500, 5, 5, 0]"
-30.99926572779459,"[10, 0.1, 5, 500, 5, 8, 0]"
237.95102537004607,"[10, 0.1, 5, 500, 10, 3, 0]"
175.13959715697607,"[10, 0.1, 5, 500, 10, 5, 0]"
227.90408055695582,"[10, 0.1, 5, 500, 10, 8, 0]"
237.13685620587694,"[10, 0.1, 5, 1000, 1, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 1000, 1, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 1000, 1, 8, 0]"
237.13685620587694,"[10, 0.1, 5, 1000, 3, 3, 0]"
162.5754945928735,"[10, 0.1, 5, 1000, 3, 5, 0]"
-4.178919407448188,"[10, 0.1, 5, 1000, 3, 8, 0]"
310.5563877496021,"[10, 0.1, 5, 1000, 5, 3, 0]"
82.57549459287364,"[10, 0.1, 5, 1000, 5, 5, 0]"
20.82108059255175,"[10, 0.1, 5, 1000, 5, 8, 0]"
267.95102537004607,"[10, 0.1, 5, 1000, 10, 3, 0]"
177.12094913832803,"[10, 0.1, 5, 1000, 10, 5, 0]"
20.82108059255175,"[10, 0.1, 5, 1000, 10, 8, 0]"
324.81647415829553,"[10, 0.1, 10, 10, 1, 3, 0]"
162.02938426213325,"[10, 0.1, 10, 10, 1, 5, 0]"
-41.8473841583486,"[10, 0.1, 10, 10, 1, 8, 0]"
139.95314222878702,"[10, 0.1, 10, 10, 3, 3, 0]"
166.00582513679433,"[10, 0.1, 10, 10, 3, 5, 0]"
285.3485987943793,"[10, 0.1, 10, 10, 3, 8, 0]"
547.0392722490255,"[10, 0.1, 10, 10, 5, 3, 0]"
227.56966325945598,"[10, 0.1, 10, 10, 5, 5, 0]"
56.97372548622269,"[10, 0.1, 10, 10, 5, 8, 0]"
406.0030784037234,"[10, 0.1, 10, 10, 10, 3, 0]"
108.3049573771032,"[10, 0.1, 10, 10, 10, 5, 0]"
141.58715759720033,"[10, 0.1, 10, 10, 10, 8, 0]"
283.21768767417973,"[10, 0.1, 10, 100, 1, 3, 0]"
-3.814788468449102,"[10, 0.1, 10, 100, 1, 5, 0]"
54.50847193159615,"[10, 0.1, 10, 100, 1, 8, 0]"
329.65723258287755,"[10, 0.1, 10, 100, 3, 3, 0]"
299.4716240437698,"[10, 0.1, 10, 100, 3, 5, 0]"
-45.68798152274657,"[10, 0.1, 10, 100, 3, 8, 0]"
94.8596700879011,"[10, 0.1, 10, 100, 5, 3, 0]"
174.88732328705524,"[10, 0.1, 10, 100, 5, 5, 0]"
190.53069106492734,"[10, 0.1, 10, 100, 5, 8, 0]"
379.40189093894554,"[10, 0.1, 10, 100, 10, 3, 0]"
239.2852138356203,"[10, 0.1, 10, 100, 10, 5, 0]"
202.0047676012788,"[10, 0.1, 10, 100, 10, 8, 0]"
452.6128044215982,"[10, 0.1, 10, 500, 1, 3, 0]"
354.27821940918864,"[10, 0.1, 10, 500, 1, 5, 0]"
250.1741877099052,"[10, 0.1, 10, 500, 1, 8, 0]"
338.2190291196742,"[10, 0.1, 10, 500, 3, 3, 0]"
249.02667065466335,"[10, 0.1, 10, 500, 3, 5, 0]"
70.762650842354,"[10, 0.1, 10, 500, 3, 8, 0]"
427.03306230870726,"[10, 0.1, 10, 500, 5, 3, 0]"
289.0606322128186,"[10, 0.1, 10, 500, 5, 5, 0]"
8.45234614567227,"[10, 0.1, 10, 500, 5, 8, 0]"
232.56044062153364,"[10, 0.1, 10, 500, 10, 3, 0]"
102.16166929263858,"[10, 0.1, 10, 500, 10, 5, 0]"
168.45650815463242,"[10, 0.1, 10, 500, 10, 8, 0]"
172.5423455091669,"[10, 0.1, 10, 1000, 1, 3, 0]"
53.966165871328755,"[10, 0.1, 10, 1000, 1, 5, 0]"
102.48229885164119,"[10, 0.1, 10, 1000, 1, 8, 0]"
336.4254756640362,"[10, 0.1, 10, 1000, 3, 3, 0]"
82.00920140893336,"[10, 0.1, 10, 1000, 3, 5, 0]"
83.0227501426327,"[10, 0.1, 10, 1000, 3, 8, 0]"
286.0332723152733,"[10, 0.1, 10, 1000, 5, 3, 0]"
64.06048346021541,"[10, 0.1, 10, 1000, 5, 5, 0]"
64.47081645823897,"[10, 0.1, 10, 1000, 5, 8, 0]"
167.4775930146476,"[10, 0.1, 10, 1000, 10, 3, 0]"
161.4756369341924,"[10, 0.1, 10, 1000, 10, 5, 0]"
74.17979150210923,"[10, 0.1, 10, 1000, 10, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 10, 1, 3, 0]"
303.49962175411,"[10, 0.2, 1, 10, 1, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 10, 1, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 10, 3, 3, 0]"
303.49962175411,"[10, 0.2, 1, 10, 3, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 10, 3, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 10, 5, 3, 0]"
303.49962175411,"[10, 0.2, 1, 10, 5, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 10, 5, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 10, 10, 3, 0]"
303.49962175411,"[10, 0.2, 1, 10, 10, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 10, 10, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 100, 1, 3, 0]"
303.49962175411,"[10, 0.2, 1, 100, 1, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 100, 1, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 100, 3, 3, 0]"
303.49962175411,"[10, 0.2, 1, 100, 3, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 100, 3, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 100, 5, 3, 0]"
303.49962175411,"[10, 0.2, 1, 100, 5, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 100, 5, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 100, 10, 3, 0]"
303.49962175411,"[10, 0.2, 1, 100, 10, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 100, 10, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 500, 1, 3, 0]"
303.49962175411,"[10, 0.2, 1, 500, 1, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 500, 1, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 500, 3, 3, 0]"
303.49962175411,"[10, 0.2, 1, 500, 3, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 500, 3, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 500, 5, 3, 0]"
303.49962175411,"[10, 0.2, 1, 500, 5, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 500, 5, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 500, 10, 3, 0]"
303.49962175411,"[10, 0.2, 1, 500, 10, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 500, 10, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 1000, 1, 3, 0]"
303.49962175411,"[10, 0.2, 1, 1000, 1, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 1000, 1, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 1000, 3, 3, 0]"
303.49962175411,"[10, 0.2, 1, 1000, 3, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 1000, 3, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 1000, 5, 3, 0]"
303.49962175411,"[10, 0.2, 1, 1000, 5, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 1000, 5, 8, 0]"
53.99030004885546,"[10, 0.2, 1, 1000, 10, 3, 0]"
303.49962175411,"[10, 0.2, 1, 1000, 10, 5, 0]"
699.9321914907472,"[10, 0.2, 1, 1000, 10, 8, 0]"
-3.348318474734608,"[10, 0.2, 3, 10, 1, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 10, 1, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 10, 1, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 10, 3, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 10, 3, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 10, 3, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 10, 5, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 10, 5, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 10, 5, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 10, 10, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 10, 10, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 10, 10, 8, 0]"
20.65168152526542,"[10, 0.2, 3, 100, 1, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 100, 1, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 100, 1, 8, 0]"
-3.348318474734608,"[10, 0.2, 3, 100, 3, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 100, 3, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 100, 3, 8, 0]"
36.20723708082096,"[10, 0.2, 3, 100, 5, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 100, 5, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 100, 5, 8, 0]"
-3.348318474734608,"[10, 0.2, 3, 100, 10, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 100, 10, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 100, 10, 8, 0]"
36.20723708082096,"[10, 0.2, 3, 500, 1, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 500, 1, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 500, 1, 8, 0]"
-3.348318474734608,"[10, 0.2, 3, 500, 3, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 500, 3, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 500, 3, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 500, 5, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 500, 5, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 500, 5, 8, 0]"
-3.348318474734608,"[10, 0.2, 3, 500, 10, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 500, 10, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 500, 10, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 1000, 1, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 1000, 1, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 1000, 1, 8, 0]"
20.65168152526542,"[10, 0.2, 3, 1000, 3, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 1000, 3, 5, 0]"
-259.055748145036,"[10, 0.2, 3, 1000, 3, 8, 0]"
12.207237080820978,"[10, 0.2, 3, 1000, 5, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 1000, 5, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 1000, 5, 8, 0]"
36.20723708082096,"[10, 0.2, 3, 1000, 10, 3, 0]"
33.06167312022865,"[10, 0.2, 3, 1000, 10, 5, 0]"
-275.3057481450359,"[10, 0.2, 3, 1000, 10, 8, 0]"
152.73938400101912,"[10, 0.2, 5, 10, 1, 3, 0]"
-270.5002676951049,"[10, 0.2, 5, 10, 1, 5, 0]"
-220.3672214483939,"[10, 0.2, 5, 10, 1, 8, 0]"
163.52074600818767,"[10, 0.2, 5, 10, 3, 3, 0]"
135.74425361163262,"[10, 0.2, 5, 10, 3, 5, 0]"
-190.21570629687875,"[10, 0.2, 5, 10, 3, 8, 0]"
171.12074600818758,"[10, 0.2, 5, 10, 5, 3, 0]"
-278.6935044100808,"[10, 0.2, 5, 10, 5, 5, 0]"
-283.74469180412507,"[10, 0.2, 5, 10, 5, 8, 0]"
197.08996837978992,"[10, 0.2, 5, 10, 10, 3, 0]"
189.09923196661086,"[10, 0.2, 5, 10, 10, 5, 0]"
-251.7990396302121,"[10, 0.2, 5, 10, 10, 8, 0]"
251.98899997644173,"[10, 0.2, 5, 100, 1, 3, 0]"
-251.80461552119192,"[10, 0.2, 5, 100, 1, 5, 0]"
-290.744691804125,"[10, 0.2, 5, 100, 1, 8, 0]"
167.31371774233583,"[10, 0.2, 5, 100, 3, 3, 0]"
178.19523400378952,"[10, 0.2, 5, 100, 3, 5, 0]"
-208.5490396302121,"[10, 0.2, 5, 100, 3, 8, 0]"
250.09553592415415,"[10, 0.2, 5, 100, 5, 3, 0]"
-237.25916097573736,"[10, 0.2, 5, 100, 5, 5, 0]"
-250.19630470735098,"[10, 0.2, 5, 100, 5, 8, 0]"
128.06519045263207,"[10, 0.2, 5, 100, 10, 3, 0]"
125.34425361163264,"[10, 0.2, 5, 100, 10, 5, 0]"
-265.0338881150607,"[10, 0.2, 5, 100, 10, 8, 0]"
137.62419428404976,"[10, 0.2, 5, 500, 1, 3, 0]"
-251.80461552119192,"[10, 0.2, 5, 500, 1, 5, 0]"
-250.31287362230702,"[10, 0.2, 5, 500, 1, 8, 0]"
159.822333309775,"[10, 0.2, 5, 500, 3, 3, 0]"
-278.6935044100808,"[10, 0.2, 5, 500, 3, 5, 0]"
-265.54903963021206,"[10, 0.2, 5, 500, 3, 8, 0]"
209.63839306701118,"[10, 0.2, 5, 500, 5, 3, 0]"
-231.44963716621353,"[10, 0.2, 5, 500, 5, 5, 0]"
-283.0542156136489,"[10, 0.2, 5, 500, 5, 8, 0]"
140.6383930670111,"[10, 0.2, 5, 500, 10, 3, 0]"
-278.6935044100808,"[10, 0.2, 5, 500, 10, 5, 0]"
-269.3875489469822,"[10, 0.2, 5, 500, 10, 8, 0]"
177.3899683797899,"[10, 0.2, 5, 1000, 1, 3, 0]"
-251.80461552119192,"[10, 0.2, 5, 1000, 1, 5, 0]"
-209.6312907124631,"[10, 0.2, 5, 1000, 1, 8, 0]"
178.3778888653305,"[10, 0.2, 5, 1000, 3, 3, 0]"
-270.5002676951049,"[10, 0.2, 5, 1000, 3, 5, 0]"
-289.19189677306906,"[10, 0.2, 5, 1000, 3, 8, 0]"
167.4064181062565,"[10, 0.2, 5, 1000, 5, 3, 0]"
175.74425361163264,"[10, 0.2, 5, 1000, 5, 5, 0]"
-223.40618248735495,"[10, 0.2, 5, 1000, 5, 8, 0]"
209.9651904526321,"[10, 0.2, 5, 1000, 10, 3, 0]"
143.67758694496598,"[10, 0.2, 5, 1000, 10, 5, 0]"
-205.6551002362727,"[10, 0.2, 5, 1000, 10, 8, 0]"
26.579555360849135,"[10, 0.2, 10, 10, 1, 3, 0]"
75.87308393163941,"[10, 0.2, 10, 10, 1, 5, 0]"
67.87893477095352,"[10, 0.2, 10, 10, 1, 8, 0]"
410.4539143308617,"[10, 0.2, 10, 10, 3, 3, 0]"
-44.91052749807952,"[10, 0.2, 10, 10, 3, 5, 0]"
29.004579993668415,"[10, 0.2, 10, 10, 3, 8, 0]"
505.249098418283,"[10, 0.2, 10, 10, 5, 3, 0]"
-55.056066656334664,"[10, 0.2, 10, 10, 5, 5, 0]"
-18.19618540551326,"[10, 0.2, 10, 10, 5, 8, 0]"
326.68454987815096,"[10, 0.2, 10, 10, 10, 3, 0]"
-190.9984445398892,"[10, 0.2, 10, 10, 10, 5, 0]"
-226.6390192525463,"[10, 0.2, 10, 10, 10, 8, 0]"
669.8456804698026,"[10, 0.2, 10, 100, 1, 3, 0]"
-114.16942044710794,"[10, 0.2, 10, 100, 1, 5, 0]"
142.77055434754448,"[10, 0.2, 10, 100, 1, 8, 0]"
655.1862612296723,"[10, 0.2, 10, 100, 3, 3, 0]"
137.06976948077937,"[10, 0.2, 10, 100, 3, 5, 0]"
-217.71811905079906,"[10, 0.2, 10, 100, 3, 8, 0]"
261.34647205913495,"[10, 0.2, 10, 100, 5, 3, 0]"
224.78553618526803,"[10, 0.2, 10, 100, 5, 5, 0]"
13.965522837297772,"[10, 0.2, 10, 100, 5, 8, 0]"
342.45544237760345,"[10, 0.2, 10, 100, 10, 3, 0]"
211.38684957775777,"[10, 0.2, 10, 100, 10, 5, 0]"
-223.0881867381511,"[10, 0.2, 10, 100, 10, 8, 0]"
337.0459035404391,"[10, 0.2, 10, 500, 1, 3, 0]"
244.6414080677879,"[10, 0.2, 10, 500, 1, 5, 0]"
9.85647635235598,"[10, 0.2, 10, 500, 1, 8, 0]"
291.68847715529853,"[10, 0.2, 10, 500, 3, 3, 0]"
-204.03807801415263,"[10, 0.2, 10, 500, 3, 5, 0]"
-73.33487792910208,"[10, 0.2, 10, 500, 3, 8, 0]"
140.77450420014907,"[10, 0.2, 10, 500, 5, 3, 0]"
-39.81400316427117,"[10, 0.2, 10, 500, 5, 5, 0]"
20.5924324183345,"[10, 0.2, 10, 500, 5, 8, 0]"
182.61164033987154,"[10, 0.2, 10, 500, 10, 3, 0]"
-164.28842807346842,"[10, 0.2, 10, 500, 10, 5, 0]"
-207.7396045516533,"[10, 0.2, 10, 500, 10, 8, 0]"
465.0337845335318,"[10, 0.2, 10, 1000, 1, 3, 0]"
187.1370749562442,"[10, 0.2, 10, 1000, 1, 5, 0]"
139.03454923871217,"[10, 0.2, 10, 1000, 1, 8, 0]"
638.1944896800743,"[10, 0.2, 10, 1000, 3, 3, 0]"
-44.31761066787864,"[10, 0.2, 10, 1000, 3, 5, 0]"
60.92613606950522,"[10, 0.2, 10, 1000, 3, 8, 0]"
246.6172744116821,"[10, 0.2, 10, 1000, 5, 3, 0]"
143.725305566214,"[10, 0.2, 10, 1000, 5, 5, 0]"
204.92881344204926,"[10, 0.2, 10, 1000, 5, 8, 0]"
703.3436179749446,"[10, 0.2, 10, 1000, 10, 3, 0]"
179.2501826499145,"[10, 0.2, 10, 1000, 10, 5, 0]"
-209.51508872441678,"[10, 0.2, 10, 1000, 10, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 10, 1, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 10, 1, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 10, 1, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 10, 3, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 10, 3, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 10, 3, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 10, 5, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 10, 5, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 10, 5, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 10, 10, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 10, 10, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 10, 10, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 100, 1, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 100, 1, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 100, 1, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 100, 3, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 100, 3, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 100, 3, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 100, 5, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 100, 5, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 100, 5, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 100, 10, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 100, 10, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 100, 10, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 500, 1, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 500, 1, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 500, 1, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 500, 3, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 500, 3, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 500, 3, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 500, 5, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 500, 5, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 500, 5, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 500, 10, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 500, 10, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 500, 10, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 1000, 1, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 1000, 1, 5, 0]"
