Profit,Params
916.4307440134932,"[100, 0.01, 1, 1000, 1, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 1000, 3, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 1000, 3, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 1000, 3, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 1000, 5, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 1000, 5, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 1000, 5, 8, 0]"
984.1786072613564,"[100, 0.01, 1, 1000, 10, 3, 0]"
1009.1786072613564,"[100, 0.01, 1, 1000, 10, 5, 0]"
916.4307440134932,"[100, 0.01, 1, 1000, 10, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 10, 1, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 10, 1, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 10, 1, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 10, 3, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 10, 3, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 10, 3, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 10, 5, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 10, 5, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 10, 5, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 10, 10, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 10, 10, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 10, 10, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 100, 1, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 100, 1, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 100, 1, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 100, 3, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 100, 3, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 100, 3, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 100, 5, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 100, 5, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 100, 5, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 100, 10, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 100, 10, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 100, 10, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 500, 1, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 500, 1, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 500, 1, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 500, 3, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 500, 3, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 500, 3, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 500, 5, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 500, 5, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 500, 5, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 500, 10, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 500, 10, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 500, 10, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 1000, 1, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 1000, 1, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 1000, 1, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 1000, 3, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 1000, 3, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 1000, 3, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 1000, 5, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 1000, 5, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 1000, 5, 8, 0]"
247.9326077411631,"[100, 0.01, 3, 1000, 10, 3, 0]"
450.8412268997823,"[100, 0.01, 3, 1000, 10, 5, 0]"
-12.487999429443986,"[100, 0.01, 3, 1000, 10, 8, 0]"
192.45102537004587,"[100, 0.01, 5, 10, 1, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 10, 1, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 10, 1, 8, 0]"
193.45102537004587,"[100, 0.01, 5, 10, 3, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 10, 3, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 10, 3, 8, 0]"
162.45102537004604,"[100, 0.01, 5, 10, 5, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 10, 5, 5, 0]"
-42.6554983840273,"[100, 0.01, 5, 10, 5, 8, 0]"
207.45102537004595,"[100, 0.01, 5, 10, 10, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 10, 10, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 10, 10, 8, 0]"
162.45102537004604,"[100, 0.01, 5, 100, 1, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 100, 1, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 100, 1, 8, 0]"
193.45102537004587,"[100, 0.01, 5, 100, 3, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 100, 3, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 100, 3, 8, 0]"
204.26920718822777,"[100, 0.01, 5, 100, 5, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 100, 5, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 100, 5, 8, 0]"
162.45102537004604,"[100, 0.01, 5, 100, 10, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 100, 10, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 100, 10, 8, 0]"
207.45102537004595,"[100, 0.01, 5, 500, 1, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 500, 1, 5, 0]"
-30.15549838402732,"[100, 0.01, 5, 500, 1, 8, 0]"
207.45102537004595,"[100, 0.01, 5, 500, 3, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 500, 3, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 500, 3, 8, 0]"
193.45102537004587,"[100, 0.01, 5, 500, 5, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 500, 5, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 500, 5, 8, 0]"
193.45102537004587,"[100, 0.01, 5, 500, 10, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 500, 10, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 500, 10, 8, 0]"
207.45102537004595,"[100, 0.01, 5, 1000, 1, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 1000, 1, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 1000, 1, 8, 0]"
205.26920718822777,"[100, 0.01, 5, 1000, 3, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 1000, 3, 5, 0]"
0.34450161597267304,"[100, 0.01, 5, 1000, 3, 8, 0]"
207.45102537004595,"[100, 0.01, 5, 1000, 5, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 1000, 5, 5, 0]"
-73.15549838402731,"[100, 0.01, 5, 1000, 5, 8, 0]"
193.45102537004587,"[100, 0.01, 5, 1000, 10, 3, 0]"
255.28837974693505,"[100, 0.01, 5, 1000, 10, 5, 0]"
-89.40549838402734,"[100, 0.01, 5, 1000, 10, 8, 0]"
298.7060417066294,"[100, 0.01, 10, 10, 1, 3, 0]"
117.86887810162713,"[100, 0.01, 10, 10, 1, 5, 0]"
213.83153865200202,"[100, 0.01, 10, 10, 1, 8, 0]"
529.7399244905129,"[100, 0.01, 10, 10, 3, 3, 0]"
188.20221143496047,"[100, 0.01, 10, 10, 3, 5, 0]"
118.07631726520165,"[100, 0.01, 10, 10, 3, 8, 0]"
468.08191583250357,"[100, 0.01, 10, 10, 5, 3, 0]"
107.26281749556654,"[100, 0.01, 10, 10, 5, 5, 0]"
169.35300329846663,"[100, 0.01, 10, 10, 5, 8, 0]"
396.91524916583694,"[100, 0.01, 10, 10, 10, 3, 0]"
161.43742067016967,"[100, 0.01, 10, 10, 10, 5, 0]"
142.53996855643913,"[100, 0.01, 10, 10, 10, 8, 0]"
317.89608695549816,"[100, 0.01, 10, 100, 1, 3, 0]"
117.86887810162713,"[100, 0.01, 10, 100, 1, 5, 0]"
169.7750540737783,"[100, 0.01, 10, 100, 1, 8, 0]"
310.1565911571789,"[100, 0.01, 10, 100, 3, 3, 0]"
123.86887810162713,"[100, 0.01, 10, 100, 3, 5, 0]"
142.18525960898378,"[100, 0.01, 10, 100, 3, 8, 0]"
579.5581063086946,"[100, 0.01, 10, 100, 5, 3, 0]"
144.36887810162716,"[100, 0.01, 10, 100, 5, 5, 0]"
157.95079061793595,"[100, 0.01, 10, 100, 5, 8, 0]"
326.01373401432176,"[100, 0.01, 10, 100, 10, 3, 0]"
172.20221143496036,"[100, 0.01, 10, 100, 10, 5, 0]"
79.16852116325266,"[100, 0.01, 10, 100, 10, 8, 0]"
567.7399244905129,"[100, 0.01, 10, 500, 1, 3, 0]"
97.36887810162713,"[100, 0.01, 10, 500, 1, 5, 0]"
113.56105474993922,"[100, 0.01, 10, 500, 1, 8, 0]"
312.89608695549816,"[100, 0.01, 10, 500, 3, 3, 0]"
96.11996035270943,"[100, 0.01, 10, 500, 3, 5, 0]"
125.70681133312169,"[100, 0.01, 10, 500, 3, 8, 0]"
486.58191583250414,"[100, 0.01, 10, 500, 5, 3, 0]"
154.8688781016271,"[100, 0.01, 10, 500, 5, 5, 0]"
202.77719082591503,"[100, 0.01, 10, 500, 5, 8, 0]"
579.5581063086946,"[100, 0.01, 10, 500, 10, 3, 0]"
93.70221143496046,"[100, 0.01, 10, 500, 10, 5, 0]"
180.34339801054332,"[100, 0.01, 10, 500, 10, 8, 0]"
568.7637340143223,"[100, 0.01, 10, 1000, 1, 3, 0]"
144.36887810162716,"[100, 0.01, 10, 1000, 1, 5, 0]"
76.14711141358205,"[100, 0.01, 10, 1000, 1, 8, 0]"
467.45204570263354,"[100, 0.01, 10, 1000, 3, 3, 0]"
120.36887810162716,"[100, 0.01, 10, 1000, 3, 5, 0]"
142.78958453186158,"[100, 0.01, 10, 1000, 3, 8, 0]"
548.7399244905129,"[100, 0.01, 10, 1000, 5, 3, 0]"
78.76281749556652,"[100, 0.01, 10, 1000, 5, 5, 0]"
243.6703109907743,"[100, 0.01, 10, 1000, 5, 8, 0]"
313.3960869554982,"[100, 0.01, 10, 1000, 10, 3, 0]"
139.4244336571827,"[100, 0.01, 10, 1000, 10, 5, 0]"
254.21484540372984,"[100, 0.01, 10, 1000, 10, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 10, 1, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 10, 1, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 10, 1, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 10, 3, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 10, 3, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 10, 3, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 10, 5, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 10, 5, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 10, 5, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 10, 10, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 10, 10, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 10, 10, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 100, 1, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 100, 1, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 100, 1, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 100, 3, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 100, 3, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 100, 3, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 100, 5, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 100, 5, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 100, 5, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 100, 10, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 100, 10, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 100, 10, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 500, 1, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 500, 1, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 500, 1, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 500, 3, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 500, 3, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 500, 3, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 500, 5, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 500, 5, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 500, 5, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 500, 10, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 500, 10, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 500, 10, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 1000, 1, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 1000, 1, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 1000, 1, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 1000, 3, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 1000, 3, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 1000, 3, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 1000, 5, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 1000, 5, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 1000, 5, 8, 0]"
90.25119023393921,"[100, 0.05, 1, 1000, 10, 3, 0]"
207.54448027722924,"[100, 0.05, 1, 1000, 10, 5, 0]"
-108.47434641579099,"[100, 0.05, 1, 1000, 10, 8, 0]"
52.107493432718826,"[100, 0.05, 3, 10, 1, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 10, 1, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 10, 1, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 10, 3, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 10, 3, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 10, 3, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 10, 5, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 10, 5, 5, 0]"
-276.9769715252014,"[100, 0.05, 3, 10, 5, 8, 0]"
-4.16234783712245,"[100, 0.05, 3, 10, 10, 3, 0]"
22.80108261209253,"[100, 0.05, 3, 10, 10, 5, 0]"
-258.2759911330447,"[100, 0.05, 3, 10, 10, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 100, 1, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 100, 1, 5, 0]"
-274.52599113304456,"[100, 0.05, 3, 100, 1, 8, 0]"
27.10749343271884,"[100, 0.05, 3, 100, 3, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 100, 3, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 100, 3, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 100, 5, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 100, 5, 5, 0]"
-292.85932446637787,"[100, 0.05, 3, 100, 5, 8, 0]"
-4.16234783712245,"[100, 0.05, 3, 100, 10, 3, 0]"
90.80108261209253,"[100, 0.05, 3, 100, 10, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 100, 10, 8, 0]"
36.39320771843312,"[100, 0.05, 3, 500, 1, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 500, 1, 5, 0]"
-274.52599113304456,"[100, 0.05, 3, 500, 1, 8, 0]"
11.393207718433121,"[100, 0.05, 3, 500, 3, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 500, 3, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 500, 3, 8, 0]"
27.10749343271884,"[100, 0.05, 3, 500, 5, 3, 0]"
22.80108261209253,"[100, 0.05, 3, 500, 5, 5, 0]"
-274.52599113304456,"[100, 0.05, 3, 500, 5, 8, 0]"
27.10749343271884,"[100, 0.05, 3, 500, 10, 3, 0]"
90.80108261209253,"[100, 0.05, 3, 500, 10, 5, 0]"
-274.52599113304456,"[100, 0.05, 3, 500, 10, 8, 0]"
11.393207718433121,"[100, 0.05, 3, 1000, 1, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 1000, 1, 5, 0]"
-258.2759911330447,"[100, 0.05, 3, 1000, 1, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 1000, 3, 3, 0]"
50.80108261209253,"[100, 0.05, 3, 1000, 3, 5, 0]"
-292.85932446637787,"[100, 0.05, 3, 1000, 3, 8, 0]"
11.5519378771633,"[100, 0.05, 3, 1000, 5, 3, 0]"
22.80108261209253,"[100, 0.05, 3, 1000, 5, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 1000, 5, 8, 0]"
36.5519378771633,"[100, 0.05, 3, 1000, 10, 3, 0]"
90.80108261209253,"[100, 0.05, 3, 1000, 10, 5, 0]"
-258.64363819186815,"[100, 0.05, 3, 1000, 10, 8, 0]"
219.3541771364464,"[100, 0.05, 5, 10, 1, 3, 0]"
-131.64537706185413,"[100, 0.05, 5, 10, 1, 5, 0]"
-271.03589814396787,"[100, 0.05, 5, 10, 1, 8, 0]"
178.53114990592712,"[100, 0.05, 5, 10, 3, 3, 0]"
-172.3106431682967,"[100, 0.05, 5, 10, 3, 5, 0]"
-287.035898143968,"[100, 0.05, 5, 10, 3, 8, 0]"
226.75280628507554,"[100, 0.05, 5, 10, 5, 3, 0]"
-233.79150861792465,"[100, 0.05, 5, 10, 5, 5, 0]"
-256.035898143968,"[100, 0.05, 5, 10, 5, 8, 0]"
211.23621176848098,"[100, 0.05, 5, 10, 10, 3, 0]"
-17.595856444011623,"[100, 0.05, 5, 10, 10, 5, 0]"
-302.035898143968,"[100, 0.05, 5, 10, 10, 8, 0]"
121.51024126967721,"[100, 0.05, 5, 100, 1, 3, 0]"
-184.76252311067853,"[100, 0.05, 5, 100, 1, 5, 0]"
-302.035898143968,"[100, 0.05, 5, 100, 1, 8, 0]"
58.02446767886933,"[100, 0.05, 5, 100, 3, 3, 0]"
-147.07254793020147,"[100, 0.05, 5, 100, 3, 5, 0]"
-293.5914536995234,"[100, 0.05, 5, 100, 3, 8, 0]"
223.05439358666283,"[100, 0.05, 5, 100, 5, 3, 0]"
-122.59585644401182,"[100, 0.05, 5, 100, 5, 5, 0]"
-254.5358981439679,"[100, 0.05, 5, 100, 5, 8, 0]"
235.27661580888505,"[100, 0.05, 5, 100, 10, 3, 0]"
-190.64397650163002,"[100, 0.05, 5, 100, 10, 5, 0]"
-254.5358981439679,"[100, 0.05, 5, 100, 10, 8, 0]"
234.05439358666288,"[100, 0.05, 5, 500, 1, 3, 0]"
-122.26252311067847,"[100, 0.05, 5, 500, 1, 5, 0]"
-231.0914536995233,"[100, 0.05, 5, 500, 1, 8, 0]"
-3.9454882048148754,"[100, 0.05, 5, 500, 3, 3, 0]"
-104.26252311067847,"[100, 0.05, 5, 500, 3, 5, 0]"
-302.035898143968,"[100, 0.05, 5, 500, 3, 8, 0]"
206.35385882730446,"[100, 0.05, 5, 500, 5, 3, 0]"
-115.76302412067767,"[100, 0.05, 5, 500, 5, 5, 0]"
-302.5914536995235,"[100, 0.05, 5, 500, 5, 8, 0]"
411.4245487805635,"[100, 0.05, 5, 500, 10, 3, 0]"
-77.26252311067836,"[100, 0.05, 5, 500, 10, 5, 0]"
-341.5914536995234,"[100, 0.05, 5, 500, 10, 8, 0]"
103.75027413048224,"[100, 0.05, 5, 1000, 1, 3, 0]"
-159.29150861792488,"[100, 0.05, 5, 1000, 1, 5, 0]"
-239.5358981439679,"[100, 0.05, 5, 1000, 1, 8, 0]"
286.95663023889955,"[100, 0.05, 5, 1000, 3, 3, 0]"
-59.26252311067837,"[100, 0.05, 5, 1000, 3, 5, 0]"
-309.78589814396787,"[100, 0.05, 5, 1000, 3, 8, 0]"
194.12329690556615,"[100, 0.05, 5, 1000, 5, 3, 0]"
-178.26302412067767,"[100, 0.05, 5, 1000, 5, 5, 0]"
-302.035898143968,"[100, 0.05, 5, 1000, 5, 8, 0]"
145.61857569923185,"[100, 0.05, 5, 1000, 10, 3, 0]"
-184.76252311067853,"[100, 0.05, 5, 1000, 10, 5, 0]"
-295.035898143968,"[100, 0.05, 5, 1000, 10, 8, 0]"
345.1768064491332,"[100, 0.05, 10, 10, 1, 3, 0]"
-34.306404132478576,"[100, 0.05, 10, 10, 1, 5, 0]"
-150.18234967246303,"[100, 0.05, 10, 10, 1, 8, 0]"
164.5815860072308,"[100, 0.05, 10, 10, 3, 3, 0]"
-144.85623870650687,"[100, 0.05, 10, 10, 3, 5, 0]"
-70.85287262192661,"[100, 0.05, 10, 10, 3, 8, 0]"
440.8685571820606,"[100, 0.05, 10, 10, 5, 3, 0]"
-101.8535235853706,"[100, 0.05, 10, 10, 5, 5, 0]"
-184.5490276562882,"[100, 0.05, 10, 10, 5, 8, 0]"
290.78501707908316,"[100, 0.05, 10, 10, 10, 3, 0]"
96.88391630274403,"[100, 0.05, 10, 10, 10, 5, 0]"
-315.5839649719519,"[100, 0.05, 10, 10, 10, 8, 0]"
254.58945920330416,"[100, 0.05, 10, 100, 1, 3, 0]"
-38.231822273266744,"[100, 0.05, 10, 100, 1, 5, 0]"
-162.32470479214606,"[100, 0.05, 10, 100, 1, 8, 0]"
462.34010254001566,"[100, 0.05, 10, 100, 3, 3, 0]"
-124.11431834616542,"[100, 0.05, 10, 100, 3, 5, 0]"
-136.39193329961608,"[100, 0.05, 10, 100, 3, 8, 0]"
448.917778458868,"[100, 0.05, 10, 100, 5, 3, 0]"
278.23550267231883,"[100, 0.05, 10, 100, 5, 5, 0]"
-203.2379604484495,"[100, 0.05, 10, 100, 5, 8, 0]"
438.6554093994621,"[100, 0.05, 10, 100, 10, 3, 0]"
70.89575491390795,"[100, 0.05, 10, 100, 10, 5, 0]"
-75.3023341034023,"[100, 0.05, 10, 100, 10, 8, 0]"
312.60174024253223,"[100, 0.05, 10, 500, 1, 3, 0]"
171.8950334131864,"[100, 0.05, 10, 500, 1, 5, 0]"
-10.687009452837653,"[100, 0.05, 10, 500, 1, 8, 0]"
465.05210307145353,"[100, 0.05, 10, 500, 3, 3, 0]"
-11.818692918960878,"[100, 0.05, 10, 500, 3, 5, 0]"
19.16084177772979,"[100, 0.05, 10, 500, 3, 8, 0]"
482.0260663395698,"[100, 0.05, 10, 500, 5, 3, 0]"
-77.12701675886372,"[100, 0.05, 10, 500, 5, 5, 0]"
-265.17488849073004,"[100, 0.05, 10, 500, 5, 8, 0]"
437.12819971344226,"[100, 0.05, 10, 500, 10, 3, 0]"
2.8180274272576185,"[100, 0.05, 10, 500, 10, 5, 0]"
-86.05316995443462,"[100, 0.05, 10, 500, 10, 8, 0]"
270.2381195321855,"[100, 0.05, 10, 1000, 1, 3, 0]"
-44.419337041344164,"[100, 0.05, 10, 1000, 1, 5, 0]"
-175.806841306458,"[100, 0.05, 10, 1000, 1, 8, 0]"
296.531203591656,"[100, 0.05, 10, 1000, 3, 3, 0]"
28.559634309366295,"[100, 0.05, 10, 1000, 3, 5, 0]"
-147.96506443250559,"[100, 0.05, 10, 1000, 3, 8, 0]"
119.51913079145754,"[100, 0.05, 10, 1000, 5, 3, 0]"
-61.3890114892795,"[100, 0.05, 10, 1000, 5, 5, 0]"
-165.25902458367642,"[100, 0.05, 10, 1000, 5, 8, 0]"
340.902864189123,"[100, 0.05, 10, 1000, 10, 3, 0]"
33.14376129349331,"[100, 0.05, 10, 1000, 10, 5, 0]"
-242.85524527375145,"[100, 0.05, 10, 1000, 10, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 10, 1, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 10, 1, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 10, 1, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 10, 3, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 10, 3, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 10, 3, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 10, 5, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 10, 5, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 10, 5, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 10, 10, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 10, 10, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 10, 10, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 100, 1, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 100, 1, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 100, 1, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 100, 3, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 100, 3, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 100, 3, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 100, 5, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 100, 5, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 100, 5, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 100, 10, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 100, 10, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 100, 10, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 500, 1, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 500, 1, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 500, 1, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 500, 3, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 500, 3, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 500, 3, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 500, 5, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 500, 5, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 500, 5, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 500, 10, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 500, 10, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 500, 10, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 1000, 1, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 1000, 1, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 1000, 1, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 1000, 3, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 1000, 3, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 1000, 3, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 1000, 5, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 1000, 5, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 1000, 5, 8, 0]"
51.529147295549194,"[100, 0.1, 1, 1000, 10, 3, 0]"
-72.2174244846754,"[100, 0.1, 1, 1000, 10, 5, 0]"
-203.27489199553568,"[100, 0.1, 1, 1000, 10, 8, 0]"
210.2708495426822,"[100, 0.1, 3, 10, 1, 3, 0]"
1.6175752697616588,"[100, 0.1, 3, 10, 1, 5, 0]"
-4.28171733393987,"[100, 0.1, 3, 10, 1, 8, 0]"
225.9851352569679,"[100, 0.1, 3, 10, 3, 3, 0]"
53.52233717452357,"[100, 0.1, 3, 10, 3, 5, 0]"
-41.78171733393985,"[100, 0.1, 3, 10, 3, 8, 0]"
225.9851352569679,"[100, 0.1, 3, 10, 5, 3, 0]"
27.450908603094987,"[100, 0.1, 3, 10, 5, 5, 0]"
72.77383822161565,"[100, 0.1, 3, 10, 5, 8, 0]"
