Date,Name,Team
2018-10-19,Jerryd Bayless,76ers
2018-10-19,Mike Muscala,76ers
2018-10-19,Wilson Chandler,76ers
2018-10-19,Zhaire Smith,76ers
2018-10-19,Robert Williams III,Celtics
2018-10-19,Dewayne Dedmon,Hawks
2018-10-19,Justin Anderson,Hawks
2018-10-19,Emmanuel Mudiay,Knicks
2018-10-19,DeMarre Carroll,Nets
2018-10-19,Isaiah Thomas,Nuggets
2018-10-19,Jarred Vanderbilt,Nuggets
2018-10-19,Marquese Chriss,Rockets
2018-10-19,Nene Hilario ,Rockets
2018-10-19,Russell Westbrook,Thunder
2018-10-19,Damion Lee,Warriors
2018-10-19,DeMarcus Cousins,Warriors
2018-10-19,D.J. Wilson,Bucks
2018-10-19,Trevon Duval,Bucks
2018-10-19,Larry Nance Jr.,Cavaliers
2018-10-19,Yuta Watanabe,Grizzlies
2018-10-19,Daniel Hamilton,Hawks
2018-10-19,John Collins ,Hawks
2018-10-19,Dion Waiters,Heat
2018-10-19,James Johnson,Heat
2018-10-19,Justise Winslow,Heat
2018-10-19,Wayne Ellington,Heat
2018-10-19,Devonte' Graham,Hornets
2018-10-19,Raul Neto,Jazz
2018-10-19,Bogdan Bogdanovic,Kings
2018-10-19,Kosta Koufos,Kings
2018-10-19,Courtney Lee,Knicks
2018-10-19,Isaiah Hicks,Knicks
2018-10-19,Kristaps Porzingis,Knicks
2018-10-19,Melvin Frazier Jr.,Magic
2018-10-19,Dirk Nowitzki,Mavericks
2018-10-19,Kostas Antetokounmpo,Mavericks
2018-10-19,Alan Williams,Nets
2018-10-19,Rondae Hollis-Jefferson,Nets
2018-10-19,Shabazz Napier,Nets
2018-10-19,Michael Porter Jr.,Nuggets
2018-10-19,Reggie Bullock,Pistons
2018-10-19,Stanley Johnson,Pistons
2018-10-19,Delon Wright,Raptors
2018-10-19,Brandon Knight,Rockets
2018-10-19,Qi Zhou,Rockets
2018-10-19,Dejounte Murray,Spurs
2018-10-19,Lonnie Walker IV,Spurs
2018-10-19,De'Anthony Melton,Suns
2018-10-19,Justin Patton,Timberwolves
2018-10-19,Gary Trent Jr.,Blazers
2018-10-19,Cristiano Felicio,Bulls
2018-10-19,Denzel Valentine,Bulls
2018-10-19,Lauri Markkanen,Bulls
2018-10-19,Alex Caruso,Lakers
2018-10-19,Moe Wagner,Lakers
2018-10-19,T.J. Leaf,Pacers
2018-10-19,Dwight Howard,Wizards
2018-10-19,Ivan Rabb,Grizzlies
2018-10-19,Omari Spellman,Hawks
2018-10-19,Devin Harris,Mavericks
2018-10-19,Troy Daniels,Suns
2018-10-19,Andre Iguodala,Warriors
2018-10-20,Omer Asik,Bulls
2018-10-20,Derrick White,Spurs
2018-10-20,Harrison Barnes,Mavericks
2018-10-20,Jerryd Bayless,76ers
2018-10-20,Mike Muscala,76ers
2018-10-20,Wilson Chandler,76ers
2018-10-20,Zhaire Smith,76ers
2018-10-20,Dewayne Dedmon,Hawks
2018-10-20,Justin Anderson,Hawks
2018-10-20,Emmanuel Mudiay,Knicks
2018-10-20,DeMarre Carroll,Nets
2018-10-20,Isaiah Thomas,Nuggets
2018-10-20,Jarred Vanderbilt,Nuggets
2018-10-20,Marquese Chriss,Rockets
2018-10-20,Nene Hilario ,Rockets
2018-10-20,Russell Westbrook,Thunder
2018-10-20,Damion Lee,Warriors
2018-10-20,DeMarcus Cousins,Warriors
2018-10-20,D.J. Wilson,Bucks
2018-10-20,Trevon Duval,Bucks
2018-10-20,Larry Nance Jr.,Cavaliers
2018-10-20,Yuta Watanabe,Grizzlies
2018-10-20,Daniel Hamilton,Hawks
2018-10-20,John Collins ,Hawks
2018-10-20,Dion Waiters,Heat
2018-10-20,James Johnson,Heat
2018-10-20,Justise Winslow,Heat
2018-10-20,Wayne Ellington,Heat
2018-10-20,Raul Neto,Jazz
2018-10-20,Bogdan Bogdanovic,Kings
2018-10-20,Kosta Koufos,Kings
2018-10-20,Courtney Lee,Knicks
2018-10-20,Isaiah Hicks,Knicks
2018-10-20,Kristaps Porzingis,Knicks
2018-10-20,Dirk Nowitzki,Mavericks
2018-10-20,Kostas Antetokounmpo,Mavericks
2018-10-20,Alan Williams,Nets
2018-10-20,Rondae Hollis-Jefferson,Nets
2018-10-20,Shabazz Napier,Nets
2018-10-20,Michael Porter Jr.,Nuggets
2018-10-20,Delon Wright,Raptors
2018-10-20,Brandon Knight,Rockets
2018-10-20,Qi Zhou,Rockets
2018-10-20,Dejounte Murray,Spurs
2018-10-20,Lonnie Walker IV,Spurs
2018-10-20,De'Anthony Melton,Suns
2018-10-20,Justin Patton,Timberwolves
2018-10-20,Gary Trent Jr.,Blazers
2018-10-20,Cristiano Felicio,Bulls
2018-10-20,Denzel Valentine,Bulls
2018-10-20,Lauri Markkanen,Bulls
2018-10-20,Alex Caruso,Lakers
2018-10-20,Moe Wagner,Lakers
2018-10-20,T.J. Leaf,Pacers
2018-10-20,Dwight Howard,Wizards
2018-10-20,Ivan Rabb,Grizzlies
2018-10-20,Omari Spellman,Hawks
2018-10-20,Devin Harris,Mavericks
2018-10-20,Troy Daniels,Suns
2018-10-20,Andre Iguodala,Warriors
2018-10-20,Gordon Hayward,Celtics
2018-10-20,JaMychal Green,Grizzlies
2018-10-20,Timofey Mozgov,Magic
2018-10-20,Treveon Graham,Nets
2018-10-20,Domas Sabonis,Pacers
2018-10-20,Jon Leuer,Pistons
2018-10-20,Kawhi Leonard,Raptors
2018-10-20,Jimmy Butler,Timberwolves
2018-10-21,Derrick White,Spurs
2018-10-21,Harrison Barnes,Mavericks
2018-10-21,Jerryd Bayless,76ers
2018-10-21,Mike Muscala,76ers
2018-10-21,Wilson Chandler,76ers
2018-10-21,Zhaire Smith,76ers
2018-10-21,Dewayne Dedmon,Hawks
2018-10-21,Justin Anderson,Hawks
2018-10-21,Emmanuel Mudiay,Knicks
2018-10-21,DeMarre Carroll,Nets
2018-10-21,Isaiah Thomas,Nuggets
2018-10-21,Jarred Vanderbilt,Nuggets
2018-10-21,Marquese Chriss,Rockets
2018-10-21,Nene Hilario ,Rockets
2018-10-21,Damion Lee,Warriors
2018-10-21,DeMarcus Cousins,Warriors
2018-10-21,D.J. Wilson,Bucks
2018-10-21,Trevon Duval,Bucks
2018-10-21,Yuta Watanabe,Grizzlies
2018-10-21,Daniel Hamilton,Hawks
2018-10-21,John Collins ,Hawks
2018-10-21,Dion Waiters,Heat
2018-10-21,James Johnson,Heat
2018-10-21,Justise Winslow,Heat
2018-10-21,Wayne Ellington,Heat
2018-10-21,Raul Neto,Jazz
2018-10-21,Bogdan Bogdanovic,Kings
2018-10-21,Kosta Koufos,Kings
2018-10-21,Courtney Lee,Knicks
2018-10-21,Isaiah Hicks,Knicks
2018-10-21,Kristaps Porzingis,Knicks
2018-10-21,Dirk Nowitzki,Mavericks
2018-10-21,Kostas Antetokounmpo,Mavericks
2018-10-21,Alan Williams,Nets
2018-10-21,Rondae Hollis-Jefferson,Nets
2018-10-21,Shabazz Napier,Nets
2018-10-21,Michael Porter Jr.,Nuggets
2018-10-21,Delon Wright,Raptors
2018-10-21,Brandon Knight,Rockets
2018-10-21,Qi Zhou,Rockets
2018-10-21,Dejounte Murray,Spurs
2018-10-21,Lonnie Walker IV,Spurs
2018-10-21,De'Anthony Melton,Suns
2018-10-21,Justin Patton,Timberwolves
2018-10-21,Gary Trent Jr.,Blazers
2018-10-21,Cristiano Felicio,Bulls
2018-10-21,Denzel Valentine,Bulls
2018-10-21,Lauri Markkanen,Bulls
2018-10-21,Alex Caruso,Lakers
2018-10-21,Moe Wagner,Lakers
2018-10-21,T.J. Leaf,Pacers
2018-10-21,Dwight Howard,Wizards
2018-10-21,Ivan Rabb,Grizzlies
2018-10-21,Devin Harris,Mavericks
2018-10-21,Troy Daniels,Suns
2018-10-21,Gordon Hayward,Celtics
2018-10-21,JaMychal Green,Grizzlies
2018-10-21,Timofey Mozgov,Magic
2018-10-21,Treveon Graham,Nets
2018-10-21,Domas Sabonis,Pacers
2018-10-21,Jon Leuer,Pistons
2018-10-21,Kawhi Leonard,Raptors
2018-10-21,Jimmy Butler,Timberwolves
2018-10-21,David Nwaba,Cavaliers
2018-10-21,Aron Baynes,Celtics
2018-10-21,Kevin Knox,Knicks
2018-10-21,Will Barton,Nuggets
2018-10-21,Abdel Nader,Thunder
2018-10-21,Shaun Livingston,Warriors
2018-10-22,Derrick White,Spurs
2018-10-22,Harrison Barnes,Mavericks
2018-10-22,Jerryd Bayless,76ers
2018-10-22,Mike Muscala,76ers
2018-10-22,Wilson Chandler,76ers
2018-10-22,Zhaire Smith,76ers
2018-10-22,Dewayne Dedmon,Hawks
2018-10-22,Justin Anderson,Hawks
2018-10-22,Emmanuel Mudiay,Knicks
2018-10-22,DeMarre Carroll,Nets
2018-10-22,Isaiah Thomas,Nuggets
2018-10-22,Jarred Vanderbilt,Nuggets
2018-10-22,Marquese Chriss,Rockets
2018-10-22,Nene Hilario ,Rockets
2018-10-22,DeMarcus Cousins,Warriors
2018-10-22,D.J. Wilson,Bucks
2018-10-22,Trevon Duval,Bucks
2018-10-22,Yuta Watanabe,Grizzlies
2018-10-22,Daniel Hamilton,Hawks
2018-10-22,John Collins ,Hawks
2018-10-22,Dion Waiters,Heat
2018-10-22,James Johnson,Heat
2018-10-22,Justise Winslow,Heat
2018-10-22,Wayne Ellington,Heat
2018-10-22,Raul Neto,Jazz
2018-10-22,Bogdan Bogdanovic,Kings
2018-10-22,Kosta Koufos,Kings
2018-10-22,Courtney Lee,Knicks
2018-10-22,Isaiah Hicks,Knicks
2018-10-22,Kristaps Porzingis,Knicks
2018-10-22,Dirk Nowitzki,Mavericks
2018-10-22,Kostas Antetokounmpo,Mavericks
2018-10-22,Alan Williams,Nets
2018-10-22,Rondae Hollis-Jefferson,Nets
2018-10-22,Shabazz Napier,Nets
2018-10-22,Michael Porter Jr.,Nuggets
2018-10-22,Delon Wright,Raptors
2018-10-22,Brandon Knight,Rockets
2018-10-22,Qi Zhou,Rockets
2018-10-22,Dejounte Murray,Spurs
2018-10-22,Lonnie Walker IV,Spurs
2018-10-22,Justin Patton,Timberwolves
2018-10-22,Gary Trent Jr.,Blazers
2018-10-22,Cristiano Felicio,Bulls
2018-10-22,Denzel Valentine,Bulls
2018-10-22,Lauri Markkanen,Bulls
2018-10-22,Moe Wagner,Lakers
2018-10-22,T.J. Leaf,Pacers
2018-10-22,Dwight Howard,Wizards
2018-10-22,Devin Harris,Mavericks
2018-10-22,JaMychal Green,Grizzlies
2018-10-22,Timofey Mozgov,Magic
2018-10-22,Treveon Graham,Nets
2018-10-22,Jon Leuer,Pistons
2018-10-22,David Nwaba,Cavaliers
2018-10-22,Aron Baynes,Celtics
2018-10-22,Kevin Knox,Knicks
2018-10-22,Will Barton,Nuggets
2018-10-22,Abdel Nader,Thunder
2018-10-22,Shaun Livingston,Warriors
2018-10-22,Melvin Frazier Jr.,Magic
2018-10-23,Derrick White,Spurs
2018-10-23,Harrison Barnes,Mavericks
2018-10-23,Jerryd Bayless,76ers
2018-10-23,Wilson Chandler,76ers
2018-10-23,Zhaire Smith,76ers
2018-10-23,Dewayne Dedmon,Hawks
2018-10-23,Justin Anderson,Hawks
2018-10-23,Emmanuel Mudiay,Knicks
2018-10-23,DeMarre Carroll,Nets
2018-10-23,Isaiah Thomas,Nuggets
2018-10-23,Jarred Vanderbilt,Nuggets
2018-10-23,Marquese Chriss,Rockets
2018-10-23,Nene Hilario ,Rockets
2018-10-23,DeMarcus Cousins,Warriors
2018-10-23,D.J. Wilson,Bucks
2018-10-23,Trevon Duval,Bucks
2018-10-23,Yuta Watanabe,Grizzlies
2018-10-23,Daniel Hamilton,Hawks
2018-10-23,John Collins ,Hawks
2018-10-23,Dion Waiters,Heat
2018-10-23,James Johnson,Heat
2018-10-23,Justise Winslow,Heat
2018-10-23,Wayne Ellington,Heat
2018-10-23,Raul Neto,Jazz
2018-10-23,Bogdan Bogdanovic,Kings
2018-10-23,Kosta Koufos,Kings
2018-10-23,Courtney Lee,Knicks
2018-10-23,Isaiah Hicks,Knicks
2018-10-23,Kristaps Porzingis,Knicks
2018-10-23,Dirk Nowitzki,Mavericks
2018-10-23,Kostas Antetokounmpo,Mavericks
2018-10-23,Alan Williams,Nets
2018-10-23,Rondae Hollis-Jefferson,Nets
2018-10-23,Shabazz Napier,Nets
2018-10-23,Michael Porter Jr.,Nuggets
2018-10-23,Delon Wright,Raptors
2018-10-23,Brandon Knight,Rockets
2018-10-23,Qi Zhou,Rockets
2018-10-23,Dejounte Murray,Spurs
2018-10-23,Lonnie Walker IV,Spurs
2018-10-23,Justin Patton,Timberwolves
2018-10-23,Gary Trent Jr.,Blazers
2018-10-23,Cristiano Felicio,Bulls
2018-10-23,Denzel Valentine,Bulls
2018-10-23,Lauri Markkanen,Bulls
2018-10-23,Moe Wagner,Lakers
2018-10-23,T.J. Leaf,Pacers
2018-10-23,Dwight Howard,Wizards
2018-10-23,Devin Harris,Mavericks
2018-10-23,JaMychal Green,Grizzlies
2018-10-23,Timofey Mozgov,Magic
2018-10-23,Treveon Graham,Nets
2018-10-23,David Nwaba,Cavaliers
2018-10-23,Aron Baynes,Celtics
2018-10-23,Kevin Knox,Knicks
2018-10-23,Will Barton,Nuggets
2018-10-23,Abdel Nader,Thunder
2018-10-23,Shaun Livingston,Warriors
2018-10-23,Melvin Frazier Jr.,Magic
2018-10-23,Ben Simmons,76ers
2018-10-23,Shake Milton,76ers
2018-10-23,Kris Dunn,Bulls
2018-10-23,Chandler Parsons,Grizzlies
2018-10-23,Rodions Kurucs,Nets
2018-10-23,Henry Ellenson,Pistons
2018-10-23,James Ennis,Rockets
2018-10-24,Derrick White,Spurs
2018-10-24,Harrison Barnes,Mavericks
2018-10-24,Jerryd Bayless,76ers
2018-10-24,Wilson Chandler,76ers
2018-10-24,Zhaire Smith,76ers
2018-10-24,Justin Anderson,Hawks
2018-10-24,Emmanuel Mudiay,Knicks
2018-10-24,DeMarre Carroll,Nets
2018-10-24,Isaiah Thomas,Nuggets
2018-10-24,Jarred Vanderbilt,Nuggets
2018-10-24,Marquese Chriss,Rockets
2018-10-24,Nene Hilario ,Rockets
2018-10-24,DeMarcus Cousins,Warriors
2018-10-24,D.J. Wilson,Bucks
2018-10-24,Trevon Duval,Bucks
2018-10-24,Yuta Watanabe,Grizzlies
2018-10-24,Daniel Hamilton,Hawks
2018-10-24,John Collins ,Hawks
2018-10-24,Dion Waiters,Heat
2018-10-24,James Johnson,Heat
2018-10-24,Justise Winslow,Heat
2018-10-24,Wayne Ellington,Heat
2018-10-24,Raul Neto,Jazz
2018-10-24,Bogdan Bogdanovic,Kings
2018-10-24,Kosta Koufos,Kings
2018-10-24,Courtney Lee,Knicks
2018-10-24,Isaiah Hicks,Knicks
2018-10-24,Kristaps Porzingis,Knicks
2018-10-24,Dirk Nowitzki,Mavericks
2018-10-24,Kostas Antetokounmpo,Mavericks
2018-10-24,Alan Williams,Nets
2018-10-24,Michael Porter Jr.,Nuggets
2018-10-24,Brandon Knight,Rockets
2018-10-24,Qi Zhou,Rockets
2018-10-24,Dejounte Murray,Spurs
2018-10-24,Lonnie Walker IV,Spurs
2018-10-24,Justin Patton,Timberwolves
2018-10-24,Gary Trent Jr.,Blazers
2018-10-24,Denzel Valentine,Bulls
2018-10-24,Lauri Markkanen,Bulls
2018-10-24,Moe Wagner,Lakers
2018-10-24,Dwight Howard,Wizards
2018-10-24,Devin Harris,Mavericks
2018-10-24,JaMychal Green,Grizzlies
2018-10-24,Timofey Mozgov,Magic
2018-10-24,Treveon Graham,Nets
2018-10-24,Aron Baynes,Celtics
2018-10-24,Kevin Knox,Knicks
2018-10-24,Will Barton,Nuggets
2018-10-24,Abdel Nader,Thunder
2018-10-24,Melvin Frazier Jr.,Magic
2018-10-24,Shake Milton,76ers
2018-10-24,Kris Dunn,Bulls
2018-10-24,Chandler Parsons,Grizzlies
2018-10-24,Rodions Kurucs,Nets
2018-10-24,Henry Ellenson,Pistons
2018-10-24,James Ennis,Rockets
2018-10-24,Matthew Dellavedova,Bucks
2018-10-24,Jaylen Adams,Hawks
2018-10-24,Derrick Jones Jr.,Heat
2018-10-24,Bismack Biyombo,Hornets
2018-10-24,Iman Shumpert,Kings
2018-10-24,Alize Johnson,Pacers
2018-10-24,Fred VanVleet,Raptors
2018-10-24,De'Anthony Melton,Suns
2018-10-24,Andrew Wiggins,Timberwolves
2018-10-24,Ian Mahinmi,Wizards
2018-10-25,Derrick White,Spurs
2018-10-25,Harrison Barnes,Mavericks
2018-10-25,Jerryd Bayless,76ers
2018-10-25,Wilson Chandler,76ers
2018-10-25,Zhaire Smith,76ers
2018-10-25,Justin Anderson,Hawks
2018-10-25,Emmanuel Mudiay,Knicks
2018-10-25,DeMarre Carroll,Nets
2018-10-25,Isaiah Thomas,Nuggets
2018-10-25,Jarred Vanderbilt,Nuggets
2018-10-25,Marquese Chriss,Rockets
2018-10-25,Nene Hilario ,Rockets
2018-10-25,DeMarcus Cousins,Warriors
2018-10-25,D.J. Wilson,Bucks
2018-10-25,Trevon Duval,Bucks
2018-10-25,Yuta Watanabe,Grizzlies
2018-10-25,Daniel Hamilton,Hawks
2018-10-25,John Collins ,Hawks
2018-10-25,Dion Waiters,Heat
2018-10-25,James Johnson,Heat
2018-10-25,Justise Winslow,Heat
2018-10-25,Wayne Ellington,Heat
2018-10-25,Raul Neto,Jazz
2018-10-25,Bogdan Bogdanovic,Kings
2018-10-25,Kosta Koufos,Kings
2018-10-25,Courtney Lee,Knicks
2018-10-25,Isaiah Hicks,Knicks
2018-10-25,Kristaps Porzingis,Knicks
2018-10-25,Dirk Nowitzki,Mavericks
2018-10-25,Kostas Antetokounmpo,Mavericks
2018-10-25,Alan Williams,Nets
2018-10-25,Michael Porter Jr.,Nuggets
2018-10-25,Brandon Knight,Rockets
2018-10-25,Qi Zhou,Rockets
2018-10-25,Dejounte Murray,Spurs
2018-10-25,Lonnie Walker IV,Spurs
2018-10-25,Justin Patton,Timberwolves
2018-10-25,Gary Trent Jr.,Blazers
2018-10-25,Denzel Valentine,Bulls
2018-10-25,Lauri Markkanen,Bulls
2018-10-25,Moe Wagner,Lakers
2018-10-25,Dwight Howard,Wizards
2018-10-25,Devin Harris,Mavericks
2018-10-25,JaMychal Green,Grizzlies
2018-10-25,Timofey Mozgov,Magic
2018-10-25,Treveon Graham,Nets
2018-10-25,Aron Baynes,Celtics
2018-10-25,Kevin Knox,Knicks
2018-10-25,Will Barton,Nuggets
2018-10-25,Abdel Nader,Thunder
2018-10-25,Melvin Frazier Jr.,Magic
2018-10-25,Shake Milton,76ers
2018-10-25,Kris Dunn,Bulls
2018-10-25,Chandler Parsons,Grizzlies
2018-10-25,Rodions Kurucs,Nets
2018-10-25,Henry Ellenson,Pistons
2018-10-25,James Ennis,Rockets
2018-10-25,Matthew Dellavedova,Bucks
2018-10-25,Jaylen Adams,Hawks
2018-10-25,Derrick Jones Jr.,Heat
2018-10-25,Bismack Biyombo,Hornets
2018-10-25,Iman Shumpert,Kings
2018-10-25,Alize Johnson,Pacers
2018-10-25,Fred VanVleet,Raptors
2018-10-25,De'Anthony Melton,Suns
2018-10-25,Andrew Wiggins,Timberwolves
2018-10-25,Ian Mahinmi,Wizards
2018-10-25,Bobby Portis,Bulls
2018-10-25,Kevin Love,Cavaliers
2018-10-25,Delon Wright,Raptors
2018-10-25,James Harden,Rockets
2018-10-26,Derrick White,Spurs
2018-10-26,Jerryd Bayless,76ers
2018-10-26,Wilson Chandler,76ers
2018-10-26,Zhaire Smith,76ers
2018-10-26,Justin Anderson,Hawks
2018-10-26,Emmanuel Mudiay,Knicks
2018-10-26,DeMarre Carroll,Nets
2018-10-26,Isaiah Thomas,Nuggets
2018-10-26,Jarred Vanderbilt,Nuggets
2018-10-26,Marquese Chriss,Rockets
2018-10-26,Nene Hilario ,Rockets
2018-10-26,DeMarcus Cousins,Warriors
2018-10-26,D.J. Wilson,Bucks
2018-10-26,Trevon Duval,Bucks
2018-10-26,Yuta Watanabe,Grizzlies
2018-10-26,Daniel Hamilton,Hawks
2018-10-26,John Collins ,Hawks
2018-10-26,Dion Waiters,Heat
2018-10-26,James Johnson,Heat
2018-10-26,Justise Winslow,Heat
2018-10-26,Wayne Ellington,Heat
2018-10-26,Raul Neto,Jazz
2018-10-26,Bogdan Bogdanovic,Kings
2018-10-26,Kosta Koufos,Kings
2018-10-26,Courtney Lee,Knicks
2018-10-26,Isaiah Hicks,Knicks
2018-10-26,Kristaps Porzingis,Knicks
2018-10-26,Dirk Nowitzki,Mavericks
2018-10-26,Kostas Antetokounmpo,Mavericks
2018-10-26,Michael Porter Jr.,Nuggets
2018-10-26,Brandon Knight,Rockets
2018-10-26,Qi Zhou,Rockets
2018-10-26,Dejounte Murray,Spurs
2018-10-26,Lonnie Walker IV,Spurs
2018-10-26,Justin Patton,Timberwolves
2018-10-26,Gary Trent Jr.,Blazers
2018-10-26,Denzel Valentine,Bulls
